	LI_v_SI_GF_CD11b-CD103-	LI_v_SI_GF_CD11b-CD103+	LI_v_SI_GF_CD11b+CD103-	LI_v_SI_GF_CD11b+CD103+	LI_v_SI_GF_Monocyte	LI_v_SI_GF_Macrophage
Epsti1	-0.68088	 0.15412	 -0.1214	 0.83073	-0.94464	  -1.155
Lad1	-0.86754	 0.11039	 0.13808	 0.49224	 -1.2248	  -1.154
Rcsd1	-0.97548	 0.17069	  0.3135	 0.63288	 -1.4901	 -1.2369
9130015A21Rik	 -0.64601	 -0.23611	-0.068431	   1.2316	 -0.28486	  -1.1508
Adam23	  -1.1655	-0.048917	  0.48948	   1.4132	 -0.21889	  -1.3277
4930523C07Rik	  0.27025	  0.77886	  0.46968	  0.39927	-0.010166	 -0.49249
Gcnt2	 0.36897	 0.59911	  0.4253	 0.74834	 0.16227	-0.66286
Nfkbia	  0.25045	  0.54449	  0.44468	  0.59049	-0.098787	 -0.61565
Gyg	0.41675	 0.6149	0.57201	0.35069	-0.2705	-0.8367
Zfp296	 0.67039	 0.79074	 0.78961	 0.45167	0.010742	-0.52058
Gpr52	0.059367	 0.49653	 0.98549	  0.8654	-0.16071	-0.48237
Icosl	 0.17215	 0.55577	 0.75084	 0.68968	 -0.3681	-0.59257
Sp140	 0.61279	 0.51986	 0.76395	 0.92379	-0.60087	-0.49484
Ccno	-0.088753	  0.40056	   1.0567	-0.031776	 -0.42734	 -0.83592
Hinfp	 0.11833	 0.48675	 0.81743	 0.00518	0.015671	-0.89116
Cmc2	-0.23364	 0.67609	-0.13084	 0.80738	 -0.2462	  -1.382
Irf6	0.079854	 0.31662	0.098945	 0.80112	-0.41844	 -1.1567
Pdcd1lg2	0.31097	0.92369	0.17814	 1.0525	0.29793	-1.1993
Samsn1	-0.23339	  1.3008	 0.41191	 0.81722	-0.15071	-0.89575
Tsku	-0.089936	  0.96989	  0.23954	  0.70493	-0.026707	 -0.70905
Sell	 0.41926	  1.0612	0.016565	 0.20056	 -0.1507	 -1.3746
Hes1	  0.23253	-0.011503	  0.25362	   1.7164	 -0.98623	 -0.76792
Irf8	 0.20755	-0.27186	 0.31534	  1.6364	 -1.3266	-0.71289
Hmgn3	0.60997	0.20399	 0.3315	 1.6143	-0.7618	 -1.146
Zfp366	-0.27083	-0.66212	 0.59396	  1.4537	 -1.1999	-0.78011
Aoc2	  1.0268	-0.53482	 0.15571	0.023299	-0.88886	  1.2944
F8a	  0.58813	 -0.45441	  0.79355	-0.082596	 -0.25905	  0.96139
Tymp	  1.0496	-0.26571	 0.42972	-0.33295	-0.50166	 0.74938
Shisa3	   1.0804	-0.058357	 -0.35339	 -0.92465	 -0.14341	  0.96615
2900005J15Rik	 -1.1323	  0.3301	-0.06122	-0.98216	  1.4581	-0.93328
Brsk1	 -0.46859	 0.026067	-0.089745	  -1.5787	   1.1866	 -0.55934
Cep19	-0.4004	0.12883	0.17086	-2.1099	0.72061	-1.0215
2900052N01Rik	-0.70884	-0.91044	 0.38144	 -1.1268	 0.86028	 0.40584
Slc7a15	  -1.1676	 -0.88672	-0.032359	 -0.96716	   1.0262	  0.21049
Fam19a3	 -1.1435	 -1.0476	-0.74589	 -1.3256	  1.3054	  0.3148
Nek10	 -0.8861	  -1.003	-0.41957	 -1.4208	 0.70489	0.093887
Rarb	-0.69324	 -1.4124	-0.59903	 -1.7892	 0.56576	 0.26258
Bpifb4	-0.60002	-0.65855	-0.78577	 -1.0769	 0.17527	 0.51805
Eepd1	-0.93251	-0.45284	-0.96565	-0.94163	 0.26855	 0.38656
Fat2	-0.96777	-0.73188	-0.88109	-0.76095	 0.27988	  1.0589
Gm973	 -0.2382	-0.79063	-0.72562	-0.83073	 0.46616	 0.38477
Lasp1	-0.40759	-0.84106	-0.52168	-0.46847	 0.65841	 0.77001
Mrps28	-0.50538	-0.62993	 -0.3007	 -0.8283	 0.67065	 0.31216
Slpi	-0.44605	-0.49479	-0.65729	-0.51995	 0.71907	 0.28384
S100pbp	-0.41053	-0.10979	-0.48059	-0.81144	 0.66157	 0.39285
Cdt1	-0.24105	-0.75637	 -1.7029	 -1.2446	  0.5201	 0.73576
Tcf24	0.18351	-1.3271	-1.3854	-1.3744	0.36226	-0.2615
Zfp367	 0.23236	-0.95057	 -1.5905	 -1.0113	 0.43766	-0.15218
3930402G23Rik	-0.53555	-0.53201	-0.50196	-0.44282	  1.1901	-0.52027
Hes7	-0.68336	-0.60896	 -0.3046	-0.23077	  1.2807	-0.56512
Gabbr1	-0.48399	-0.67241	-0.16994	-0.42651	   1.302	-0.28132
Atad3aos	-0.57181	 -0.6799	-0.61368	-0.33549	  1.1103	-0.19988
4930502E09Rik	-0.10004	-0.48011	 -1.0599	-0.67336	  1.2705	-0.31236
Tpm2	-0.13805	-0.51246	-0.43887	-0.73268	  1.5569	-0.14447
A530072M11Rik	-0.60666	-0.18024	-0.53908	0.056514	 0.74304	-0.89325
Dhrs13	-0.36292	-0.10336	-0.57718	-0.15006	 0.81412	-0.72564
Bbs2	-0.11424	 0.12419	-0.28255	-0.16987	 0.67242	-0.55566
Rab11fip4	 -0.28817	 0.060822	 -0.28758	-0.069981	  0.93593	 -0.84459
Scarna17	-0.093238	 -0.24475	-0.067874	 -0.14951	  0.74392	  -0.6674
Rbmx2	 0.063106	-0.090732	 -0.36516	 -0.17723	   0.9947	 -0.60634
Scrn3	0.045456	0.073988	-0.25174	-0.31999	  1.0376	-0.28436
Bmp2	-0.23259	 0.33334	-0.44601	-0.74416	 0.73258	-0.78715
4930564C03Rik	-0.25239	-0.33674	-0.61945	-0.46436	 0.75223	 -0.6645
Mbnl3	-0.10888	-0.37158	 -0.5808	-0.60327	 0.42792	-0.87357
Rrm1	-0.29667	-0.45664	-0.74814	-0.67746	 0.49889	-0.79062
Pafah1b3	0.085704	-0.23077	-0.85162	-0.83199	 0.78963	-0.78786
Mrvi1	-0.75429	-0.29333	-0.80063	 -1.0446	  0.5917	-0.92188
Nudt16l1	-0.41665	-0.23023	-0.99382	 -1.0169	 0.35004	 -0.9943
Chaf1a	-0.027742	 -0.64798	  -1.1136	 -0.85479	  0.51208	  -0.8931
Ube2cbp	-0.36117	 -1.0151	 -1.0841	 -1.0363	 0.59055	 -1.0018
Shcbp1	-0.17468	 -1.1198	-0.98549	-0.65164	 0.14176	 -1.0732
Ankrd39	-0.53124	-0.40639	 -1.0254	-0.62779	 0.29352	 -1.3963
Rbm3os	-0.11727	-0.38957	  -1.039	 -0.2697	 0.63191	 -1.4745
BC025920	 -1.1362	 -1.0462	-0.60851	-0.38252	 0.71981	-0.99378
Dexi	-0.86205	 -0.8297	-0.67179	-0.53894	 0.35082	 -1.2406
Gm5129	-0.47547	 -1.3144	-0.77268	 -0.2536	 0.59639	 -0.3937
Tifa	-0.077607	    -1.44	 -0.10779	 -0.12626	  0.44775	 -0.99137
9530082P21Rik	 -1.1314	 -0.2963	 -1.5134	-0.43454	 0.55248	-0.18183
Dhodh	 -1.0246	-0.51958	 -1.1591	-0.23135	 0.44572	-0.18226
Rhbdd2	 -1.1878	 -0.6109	 -1.3377	-0.35993	 0.59309	-0.31237
Nme6	-0.42938	-0.41961	 -1.1287	 -0.3798	 0.48495	 0.23326
Samd10	 -0.70681	 -0.37511	  -1.3242	 -0.65435	  0.62669	-0.012644
Chaf1b	-0.56914	 -0.5289	 -1.4387	-0.60012	 0.64559	 -0.4436
Slc43a3	-0.76732	 -0.5876	 -1.5387	-0.62258	 0.52781	 -0.6516
Slc25a23	-0.38895	-0.32636	 -1.4371	-0.49694	 0.74209	-0.63047
Cdkl3	-0.90999	 -1.4413	  -1.671	-0.58223	  1.3222	-0.04175
Mxd3	-0.50732	-0.75868	 -1.5323	-0.43342	 0.97023	0.059232
Zfp57	   -0.4163	   -1.1547	   -1.3783	  -0.64987	    0.7635	-0.0089777
Ptk2	-0.55225	-0.42093	 -1.3287	0.036115	  1.2007	 0.47347
Ston1	-0.42929	-0.25249	  -1.341	 0.14711	  1.0546	-0.31969
Cpn1	-0.74995	-0.31883	 -1.3102	 -1.0088	  1.4701	-0.93913
Fam86	-0.70901	-0.58485	 -1.0976	 -1.0237	  1.1525	-0.35843
R3hcc1	-0.30012	-0.56318	 -1.8565	-0.99572	  1.0874	-0.53545
Kif23	-0.22706	-0.49083	 -1.4052	 -1.7671	 0.93063	-0.89268
Zfp169	-0.49335	 -0.1675	 -1.2393	    -1.7	 0.68932	-0.46964
Bend4	-0.049554	 0.020293	 -0.50051	 -0.63978	   1.8564	   1.0471
Cd28	-0.83082	-0.52899	-0.63962	-0.71938	  1.0195	   1.494
Nedd4	-0.62844	-0.75188	 -1.0437	-0.42483	  1.8451	  1.1397
Clcn1	 -0.19263	  0.19725	 -0.71754	 -0.89025	    1.198	0.0098561
Zranb3	 -0.1134	 0.39311	-0.90514	-0.65185	  1.1387	 0.76524
Syngap1	-0.94771	 0.48002	 -1.1268	-0.43629	  1.0419	 0.58977
Marveld2	  0.27857	   0.8477	  -1.3056	  -1.2498	  0.96671	-0.095202
Abcb1a	 0.27852	  1.2472	-0.67067	-0.14438	 0.66099	  0.3387
Mylk	0.045141	   1.394	-0.71591	-0.13497	   1.163	 0.35693
Ptgfrn	  0.03109	   1.9136	 -0.43433	 -0.76093	  0.86875	0.0092697
Olfml3	  0.75039	   1.3954	  -1.3294	0.0054808	 0.043868	  0.80256
Ston2	   0.78037	    1.5001	   -1.2107	  -0.22527	-0.0063459	    0.4375
Slc26a11	 0.41602	 0.74876	 -1.6787	-0.59602	0.053158	 0.54315
Barx2	  1.0027	  1.0921	-0.14153	-0.52665	0.058528	  1.2739
Tlr5	 0.31981	  1.6732	 -0.3123	-0.34492	 0.66555	  1.4318
0610011F06Rik	-0.31527	-0.53888	-0.55596	-0.75029	-0.79375	-0.44594
Acss2	 -0.3505	-0.58765	-0.61268	-0.91241	-0.84331	-0.45877
Atm	-0.40858	-0.64095	 -0.6436	-0.86868	 -0.9869	-0.67589
Snord35a	-0.43849	-0.68456	-0.67086	-0.83876	  -0.954	-0.49051
B630005N14Rik	-0.38147	-0.66636	-0.35131	-0.65527	-0.80671	-0.30496
Pola1	-0.29629	-0.72674	-0.44905	-0.78204	-0.72818	  -0.282
Srm	-0.44616	-0.61682	-0.43164	-0.48875	-0.76674	 -0.2397
Sympk	-0.37766	 -0.6852	 -0.5229	-0.52729	-0.77132	-0.36684
Ccdc36	-0.43735	-0.90653	 -0.5398	-0.66879	-0.84301	-0.25278
2210407C18Rik	  -0.755	-0.74899	-0.74124	 -0.7503	 -0.7551	-0.71952
AY761184	 -0.7092	-0.70893	-0.70834	-0.71111	-0.70907	-0.70941
Gm8439	-0.71331	-0.61714	-0.68747	-0.70895	-0.67365	-0.68106
Dntt	-0.76933	-0.74726	-0.76778	 -0.7545	-0.63434	-0.66649
Gm16325	-0.70354	-0.75148	-0.79213	-0.77114	-0.58203	-0.75337
Ly6k	-0.73655	-0.80656	-0.79801	-0.77081	-0.77109	-0.81523
Atg101	-0.63628	-0.54868	-0.82741	-0.61392	-0.66316	-0.61045
Prpsap2	-0.64869	-0.57494	-0.78591	-0.52661	-0.64335	-0.64308
Mir3473e	-0.66777	-0.66801	-0.67665	-0.43488	-0.66959	-0.68611
Pcnxl2	-0.68965	-0.67641	 -0.6754	-0.49082	 -0.5924	-0.59013
Gata4	-0.64948	-0.50499	-0.62326	-0.52804	-0.68705	-0.46969
Gpr135	-0.67283	-0.47926	-0.63646	-0.63616	-0.61463	-0.51638
Snai3	-0.62062	 -0.4164	-0.62388	-0.61735	-0.62643	  -0.624
Prex1	 -0.7209	-0.45321	-0.53854	-0.62017	 -0.6958	-0.55486
Gm10584	-0.72224	-0.70563	-0.57262	-0.70401	-0.59234	-0.58439
Mrps12	-0.63167	-0.67904	-0.68083	  -0.698	 -0.5353	  -0.635
Mir3094	-0.58648	-0.58339	-0.58099	-0.58633	-0.58502	-0.47557
Mir7228	-0.63265	-0.63175	-0.63224	-0.63215	-0.63286	-0.56107
Tex101	-0.63466	-0.63445	-0.60137	-0.63748	-0.64212	-0.47007
Csl	-0.48054	-0.43134	-0.68854	-0.46271	-0.71411	-0.66011
Idh3g	-0.53041	-0.50836	-0.63493	-0.45791	-0.54906	-0.72137
Ptprn2	-0.43838	-0.63541	-0.67027	-0.57311	-0.60956	-0.63935
Tti1	-0.31679	-0.63238	-0.73449	 -0.6235	-0.51072	-0.69349
Ube4b	-0.47966	-0.49131	-0.74879	-0.70008	 -0.5867	-0.65087
Bex1	-0.62257	 -0.7893	-0.35236	-0.53103	-0.82871	 -0.7363
Nmt1	-0.68707	-0.70765	 -0.5454	-0.58108	-0.77954	-0.66404
Josd2	-0.67512	-0.65408	-0.42613	-0.77657	-0.70809	-0.79601
A730090N16Rik	-0.41123	-0.66974	-0.72638	-0.37971	-0.77773	-0.45627
Cirbp	-0.48551	-0.78327	-0.68812	-0.39776	-0.86791	-0.55113
Gm6225	-0.45256	 -0.8847	-0.63719	-0.53372	-0.73477	-0.53757
Alox8	-0.45513	-0.75647	-0.60184	-0.79647	 -0.6471	-0.70197
Phkb	-0.45121	-0.70245	-0.45994	-0.75338	-0.67482	-0.66372
Bloc1s6	-0.27952	 -0.7928	-0.50176	-0.67993	-0.71186	-0.55801
Art4	-0.41564	-0.77151	-0.77864	-0.69182	-0.65123	-0.42072
Mroh8	-0.40379	-0.79197	-0.79258	-0.76547	-0.65298	-0.59497
Ckap2l	-0.37914	 -0.8774	-0.64909	-0.61596	-0.54171	-0.77183
Gins2	-0.31481	  -0.789	-0.84787	 -0.6508	-0.59902	-0.80952
Gpr137	-0.39317	-0.73146	-0.80317	-0.47447	-0.57181	-0.75264
1500011B03Rik	-0.58431	-0.53969	-0.33862	-0.53544	-0.33237	-0.78963
Was	-0.63293	-0.65284	-0.35319	-0.55609	-0.15472	-0.76159
Vamp1	-0.63841	-0.62008	-0.46929	-0.66722	-0.27455	-0.95869
Gtf3a	-0.66901	-0.73048	 -0.2657	-0.81057	-0.33114	-0.79657
Aip	 -0.8096	 -0.5674	-0.67242	-0.50899	-0.28396	-0.73331
Mbd5	-0.73592	-0.57129	-0.74279	-0.42767	-0.30636	-0.71224
Suclg2	-0.60882	-0.60276	-0.75521	 -0.5656	 -0.2474	-0.73181
H3f3b	-0.59771	-0.74641	 -0.5135	-0.47401	-0.43157	-0.73808
Ing3	 -0.5972	-0.68992	-0.59777	 -0.4155	-0.33561	-0.74842
Nampt	-0.70251	 -0.8126	 -0.5607	-0.35832	-0.28154	-0.72432
Pacs1	-0.79827	-0.80624	-0.56207	-0.67595	-0.42962	-0.77837
Slfn1	-0.72877	-0.69801	-0.65468	-0.59022	-0.40661	-0.69755
1700023L04Rik	-0.59016	 -0.7378	-0.38736	-0.39225	-0.29155	-0.61101
Eif4g3	-0.51727	-0.64951	-0.44093	-0.43435	-0.33732	-0.50475
Txndc15	-0.55923	-0.78176	 -0.2392	-0.33703	-0.21298	-0.61267
Atp2a3	-0.63107	-0.73172	-0.28554	-0.41873	-0.48302	-0.60657
Mapkap1	-0.69027	-0.76781	-0.36784	-0.42608	 -0.5475	-0.64417
Sik1	-0.78446	-0.79298	-0.35128	-0.36281	 -0.5663	-0.53121
Acadl	-0.56637	-0.85855	-0.64135	-0.64493	-0.42012	-0.36907
Itprip	-0.55812	-0.75774	-0.44443	-0.63255	 -0.4121	-0.52571
Rae1	-0.58436	-0.81035	-0.51492	-0.64851	-0.50424	-0.51584
Styxl1	-0.64548	-0.78528	-0.35238	-0.64249	-0.22499	-0.53175
Vps53	-0.72337	-0.81441	-0.43946	-0.74475	-0.37622	-0.60316
3000002C10Rik	-0.85158	-0.53975	-0.43072	-0.77286	-0.50453	-0.36932
Acsl5	-0.76734	-0.62876	 -0.5446	-0.67045	-0.35905	-0.40671
Iqgap2	-0.76743	-0.58437	-0.43872	-0.58698	-0.37397	-0.46323
Plcg2	 -0.6226	-0.64304	-0.32374	-0.63117	-0.38774	-0.36649
Ap3d1	-0.63078	-0.70233	-0.47583	-0.55613	-0.57729	-0.28206
Mir5623	-0.58613	-0.56982	-0.32719	-0.58711	-0.59476	-0.35209
Naa38	-0.67986	-0.48483	-0.32986	-0.49193	 -0.5152	-0.24139
Smtnl2	-0.62651	-0.50955	-0.41632	-0.58828	-0.50273	-0.28243
Usp3	-0.76956	 -0.5501	-0.24961	-0.59543	-0.15878	-0.43343
Znhit1	-0.71502	-0.55787	-0.25524	-0.43123	-0.29558	-0.40482
Adtrp	 -0.9278	-0.62397	-0.26084	-0.39782	-0.55157	-0.47325
Gm15441	-0.76456	-0.59558	-0.27312	-0.46234	-0.60974	-0.34511
Stip1	-0.86834	-0.71957	-0.28789	-0.30521	-0.49761	-0.28511
Pecr	-0.85422	 -0.5219	-0.15042	-0.22978	-0.40071	-0.24815
1700018L02Rik	-0.29633	-0.38819	-0.63817	-0.47303	 -0.6939	-0.34144
Gbf1	-0.32881	-0.47491	-0.59419	 -0.4512	-0.68258	-0.20762
Mansc4	-0.17409	-0.49054	-0.55709	 -0.3867	-0.58028	-0.30081
E030013I19Rik	-0.078902	  -0.4093	 -0.64301	 -0.68595	 -0.57194	 -0.38453
Snx25	-0.11097	-0.45181	-0.70559	-0.64084	-0.60379	-0.32433
Tbcd	-0.13602	-0.44694	-0.59908	-0.59233	-0.65573	-0.32022
a	-0.094139	 -0.36351	 -0.55998	 -0.59166	 -0.61866	 -0.24428
Map2k5	-0.035481	 -0.47539	 -0.53461	 -0.51742	 -0.45525	 -0.22449
1700119H24Rik	-0.30209	-0.55594	-0.58901	-0.61198	-0.56686	-0.57503
Tkt	-0.33352	-0.52868	-0.60033	-0.59015	-0.68648	-0.63164
6330408A02Rik	-0.18581	-0.46904	-0.57666	-0.70175	-0.70785	-0.54741
Hcfc1	-0.29731	-0.45582	-0.60747	-0.72462	-0.64159	-0.56324
Mrps15	-0.43202	-0.43986	-0.49381	-0.66975	-0.71656	-0.58193
Unc93b1	-0.37831	-0.55166	 -0.4134	-0.77766	-0.61313	-0.66783
Adora1	-0.14326	-0.42824	-0.41859	-0.53442	-0.53147	-0.54435
Zmynd19	-0.24143	 -0.4442	-0.38551	-0.64322	 -0.5923	-0.72514
Abhd12	-0.24207	-0.25486	-0.30343	-0.65895	-0.58078	 -0.4894
Gnb2	-0.29302	-0.30491	-0.34682	-0.68064	-0.58102	-0.51883
Mrpl33	-0.24523	-0.24993	-0.19925	-0.73137	-0.62875	-0.36397
Lsm4	-0.35871	-0.31514	-0.37747	-0.56632	-0.74236	-0.54674
Tsg101	-0.38655	-0.16276	-0.34494	-0.64199	-0.70506	-0.65147
Awat2	 -0.2405	-0.15918	-0.50355	-0.50089	-0.48892	-0.42918
Gpi1	 -0.2101	-0.24403	-0.49524	-0.50245	-0.55543	 -0.5347
H2-T3	 -0.4135	-0.35232	-0.51918	-0.44668	 -0.5236	-0.52225
Mllt10	-0.33896	-0.24448	-0.50486	-0.39639	-0.55672	-0.49178
Baz1b	-0.27052	 -0.1943	-0.34455	-0.41075	-0.51206	-0.42837
Hmgn1	-0.30172	-0.14477	-0.47498	 -0.2973	-0.51702	-0.45004
Eef1b2	-0.36041	 -0.1518	-0.45103	-0.39937	 -0.6122	-0.70501
Rpl6	-0.34895	 -0.2484	-0.46992	-0.41119	 -0.6943	 -0.6897
Rpl7	-0.43693	-0.20925	-0.38797	-0.44544	-0.59018	-0.77173
Gm8580	-0.32654	-0.12012	-0.57634	-0.27809	-0.56025	-0.59215
Impdh2	-0.38658	-0.17024	-0.56719	-0.36265	-0.54703	-0.69228
Rps2	 -0.34045	-0.099737	 -0.49505	 -0.37546	 -0.51417	 -0.67605
C87436	-0.32971	-0.30623	-0.45612	-0.42703	-0.67428	-0.33454
Napa	-0.34363	-0.28019	-0.54957	-0.26478	-0.66498	-0.32978
Haao	-0.36959	-0.18891	-0.31456	-0.40035	-0.78051	-0.38217
Trrap	-0.45055	-0.22851	-0.42595	-0.41457	 -0.7627	-0.25116
1700024P16Rik	-0.36939	-0.39182	-0.39535	-0.22234	-0.64751	-0.47726
Decr1	-0.35842	-0.55633	-0.47631	-0.28695	-0.75926	-0.42139
Mta1	-0.36865	 -0.5134	-0.45088	-0.35058	-0.63767	-0.38728
Kat8	-0.35968	-0.59995	 -0.4451	-0.33525	  -0.608	 -0.2407
Snora70	-0.40854	-0.61019	-0.39462	-0.35371	-0.60588	-0.29322
Mtif2	-0.36487	-0.59579	-0.28981	-0.32163	-0.50234	 -0.2553
4930550C14Rik	-0.60105	-0.66378	-0.61926	-0.40638	 -0.6731	-0.22277
Tars2	-0.65564	-0.56578	-0.47731	-0.36238	-0.72737	-0.18015
Gm12522	-0.54773	-0.54318	-0.54192	 -0.3395	-0.55328	-0.28999
Insl5	-0.58435	-0.59035	-0.58037	-0.30778	 -0.5483	-0.23179
Xlr3b	-0.55361	-0.56604	 -0.4854	-0.40004	-0.49991	-0.17278
Trim31	-0.44114	-0.66193	-0.61308	-0.17265	-0.64026	-0.24356
1700030C10Rik	-0.55168	-0.45562	-0.26104	-0.21496	-0.55992	 -0.2585
Spidr	-0.48318	-0.40465	-0.31686	-0.17922	-0.60297	-0.17837
Rpl39l	-0.49114	-0.28586	-0.38793	 -0.2548	-0.45887	-0.19841
Gm20605	 -0.50215	 -0.51319	 -0.31486	 -0.36608	 -0.57677	-0.045763
Ush2a	 -0.52658	 -0.55302	 -0.38523	 -0.22321	 -0.54332	-0.082422
Idh3b	-0.64007	-0.40124	 -0.2313	-0.30143	-0.74817	-0.23557
Metap1d	-0.69345	 -0.3271	-0.34428	 -0.3404	-0.58361	 -0.1841
2310034O05Rik	-0.58671	 -0.5837	-0.59197	-0.33328	-0.58354	-0.59039
Nudt2	-0.56819	-0.59131	-0.57464	-0.33351	-0.53023	-0.56282
Gm10416	-0.54453	-0.49803	-0.56849	-0.34482	-0.46598	-0.57916
Taf10	 -0.6164	-0.60974	-0.52096	-0.20269	-0.46258	 -0.5413
Fkbp4	-0.51139	-0.44259	-0.54319	-0.35489	-0.61629	-0.54125
Pnck	 -0.5968	-0.45447	-0.51769	 -0.3374	-0.57448	 -0.4231
A430005L14Rik	-0.55756	-0.50645	 -0.6092	-0.16986	-0.39711	-0.44738
Cog5	-0.49779	-0.59281	  -0.676	-0.17123	-0.41484	 -0.4249
Ifi35	-0.48239	-0.48065	-0.66755	-0.35186	-0.43425	-0.46629
Gm5124	-0.50788	-0.42562	-0.50171	-0.17995	-0.49667	-0.45943
Nfs1	-0.41592	 -0.5545	-0.44243	 -0.2472	-0.48139	-0.46874
Aipl1	-0.54273	-0.45309	-0.54588	-0.54294	-0.53111	-0.45629
Speer1-ps1	-0.57517	-0.43488	-0.53231	 -0.5486	-0.52164	-0.54003
Tspan2os	-0.49483	-0.51488	-0.51585	 -0.5155	-0.51484	-0.51498
Psmg2	-0.42224	-0.41979	-0.52914	-0.55736	-0.59384	  -0.514
Zfp114	-0.49386	-0.48358	-0.57589	-0.57409	-0.57243	-0.57648
Gm13498	-0.53516	-0.55852	-0.49375	-0.52431	-0.61276	-0.47207
Cnot3	-0.34956	 -0.5389	 -0.5015	-0.48773	-0.62092	-0.53646
Stx17	-0.36352	-0.49579	-0.55012	-0.43213	-0.56727	-0.59721
Hmgn2	-0.36822	-0.56815	-0.49501	-0.39745	 -0.4753	-0.52041
B230208H11Rik	-0.45082	-0.39294	-0.61471	-0.54289	-0.30032	-0.43694
Pigk	-0.45517	-0.43543	-0.56013	-0.52234	-0.36137	-0.50772
Ptpn5	-0.52388	-0.39147	-0.56031	 -0.5208	 -0.4141	-0.55035
Mrpl37	-0.36357	-0.43878	 -0.6298	-0.44675	-0.50181	-0.57218
Zfp691	-0.37358	-0.42075	-0.59129	-0.54976	-0.42217	 -0.5991
Trappc12	-0.37596	-0.34132	-0.72117	-0.53467	-0.54417	-0.61567
Arhgap17	-0.37816	-0.34132	-0.41256	-0.58556	-0.58969	-0.33983
Nagpa	-0.44219	 -0.2669	-0.44115	-0.60784	 -0.5545	-0.42528
Naca	-0.49091	-0.36067	-0.35668	-0.54842	-0.66996	-0.31411
Pgbd1	-0.47429	-0.27265	-0.54558	-0.55989	 -0.5507	-0.24017
Yeats4	-0.39766	-0.31966	-0.51378	-0.45766	-0.53153	-0.27402
Rbm33	-0.55483	-0.35461	-0.56904	-0.55909	-0.55072	-0.34219
Cdk4	-0.45679	-0.59225	-0.46946	-0.60159	-0.49085	-0.27401
Npb	-0.46687	-0.53833	-0.54432	-0.52962	-0.52164	-0.29084
Ces1f	-0.44061	-0.44057	-0.43809	-0.44217	-0.43943	-0.30669
Slc4a1	-0.46047	-0.45931	-0.45918	-0.46107	-0.39859	-0.35183
Dpyd	-0.50329	-0.44952	 -0.3916	-0.44319	-0.40385	-0.29319
Lamp3	-0.49738	-0.50509	-0.48554	-0.48601	-0.43355	-0.36278
Gm5592	-0.45153	-0.45143	-0.45194	-0.45118	 -0.4513	-0.45146
Klk1b9	-0.44369	-0.44324	-0.44317	-0.44315	-0.44347	-0.44329
Reg3g	 -0.4619	-0.40456	-0.45697	-0.46118	 -0.4606	-0.41071
H19	-0.48395	-0.48253	-0.48242	-0.48127	-0.43442	 -0.4877
Mir7052	-0.35966	-0.40724	-0.38114	-0.47094	-0.50554	-0.30741
AY074887	-0.29007	-0.66613	-0.65365	-0.20386	-0.56312	-0.51004
Ezh2	-0.38351	-0.75393	-0.55593	 -0.3438	-0.45849	-0.59262
Gnpat	-0.41695	-0.78062	-0.56484	-0.53977	-0.36662	-0.44837
Ndufs8	-0.40616	-0.63351	-0.58578	-0.43112	-0.33279	-0.43837
Dynll1	 -0.3186	-0.44319	-0.26772	-0.40956	-0.45499	-0.64808
H2afj	-0.40922	 -0.5068	-0.23656	-0.29286	-0.41076	-0.70635
Rnf181	-0.56733	-0.54872	-0.26377	-0.29682	-0.41506	  -0.808
Foxd2	-0.62702	-0.40816	-0.36545	-0.22697	-0.54721	-0.51791
Hsp90ab1	-0.62769	-0.28659	-0.29169	-0.34959	-0.53011	-0.53808
Mir6516	-0.56191	 -0.4506	-0.20537	-0.18197	-0.55422	-0.49481
Ssbp1	-0.51416	-0.57679	-0.18959	-0.17794	-0.46407	-0.54032
Insig1	-0.45271	 -0.5408	-0.11349	-0.25354	-0.69905	-0.94453
Parp14	 -0.59447	 -0.54994	 -0.21658	-0.080532	  -0.6272	 -0.74036
1500011K16Rik	 -0.40148	 -0.23454	 -0.27622	-0.071684	 -0.81394	 -0.44696
Cabin1	-0.23495	-0.22343	-0.38172	 -0.2211	-0.71584	-0.53466
Exoc7	-0.21837	-0.38916	-0.35867	-0.12768	-0.80336	-0.51467
Ndufa12	-0.17171	-0.15406	-0.34088	-0.13535	-0.90642	-0.58711
2310009B15Rik	-0.22539	-0.32645	-0.36659	 -0.2903	-0.93304	 -0.4279
Smim19	-0.30935	-0.40629	-0.38232	-0.17252	-0.86306	-0.27847
Aes	-0.32761	-0.24904	-0.28818	-0.20452	 -0.7063	-0.69211
Rps27a	-0.39548	-0.21218	-0.28557	-0.34202	-0.74732	-0.71551
Dpp3	-0.37474	 -0.4077	-0.44501	-0.18549	 -0.9242	-0.69516
Psma5	-0.38767	-0.45358	 -0.1673	-0.11992	-0.83255	-0.69741
Tgs1	-0.21922	-0.37957	-0.18111	-0.20733	-0.90245	-0.76819
A330035P11Rik	 -0.1619	-0.23922	-0.13176	-0.39594	-0.86521	-0.83942
Map3k8	-0.098514	 -0.17611	 -0.34089	 -0.32885	 -0.69959	 -0.79254
Eif4ebp2	-0.033274	 -0.33622	 -0.23575	 -0.39237	 -0.59711	 -0.62113
Mrpl30	-0.15757	-0.33253	-0.32239	-0.35264	-0.76239	-0.62919
Ndufs4	0.035691	 -0.4088	-0.40552	-0.35726	-0.70595	-0.57763
