	LI_v_SI_GF_CD11b-CD103-	LI_v_SI_GF_CD11b-CD103+	LI_v_SI_GF_CD11b+CD103-	LI_v_SI_GF_CD11b+CD103+	LI_v_SI_GF_Monocyte	LI_v_SI_GF_Macrophage	LI_v_SI_SPF_CCR6-ILC3	LI_v_SI_SPF_CCR6+ILC3	LI_v_SI_SPF_ILC2
Tbx6	-0.20344	-0.18148	0.062876	0.017247	-0.56054	0.091036	 0.17244	-0.34103	 -2.3436
Lypd6b	-0.046396	-0.046385	-0.046321	 -0.04629	  0.16334	-0.046395	  0.64723	  0.17129	  -2.7257
Mesp2	0.081848	 0.23933	0.082125	0.081805	0.082307	 0.12343	  1.2264	  0.2513	 -2.1987
Slc30a2	 0.37356	0.057176	 0.02271	0.022838	 0.02272	0.084528	   1.225	-0.29685	 -3.0148
Myo15	-0.0053159	   0.38958	   0.30545	  -0.26235	  -0.15262	   0.18425	    1.0164	   -1.1217	   -1.6991
Pcdh15	0.012567	 0.01267	0.012756	0.012779	0.012571	 0.20638	  1.3913	-0.90444	 -2.3113
Prg2	0.63653	0.27587	0.27748	0.36708	0.30802	0.30969	 1.3039	-1.0216	-2.5325
Wfikkn1	 0.71885	 0.48857	 0.67207	 0.32053	-0.32195	 0.30185	   1.303	-0.95431	 -2.1904
Mmp12	  0.39406	 -0.12182	   0.7047	 -0.91319	 -0.51851	  0.34826	  0.10004	-0.091112	  -2.2434
Itln1	  -0.3359	 -0.33589	 -0.33585	 -0.33596	 -0.33586	 -0.32391	-0.084942	 -0.87594	  -3.2563
Nfe2	 0.23901	-0.76536	-0.64038	-0.53712	0.095072	0.070227	   0.555	 -1.2945	 -2.0288
Slamf7	-0.54211	-0.48657	-0.22428	-0.08924	-0.20045	 0.72691	 0.39114	 -1.1133	 -2.2014
Slc39a4	-0.33063	 0.30241	 -0.8249	0.081045	 0.15278	 0.58154	-0.17606	-0.45246	  -1.803
Sox8	  -0.8113	  0.19451	 -0.34024	 -0.30984	  0.35909	  0.50138	-0.082507	 0.038122	  -2.5913
Stab1	-0.68538	  1.1413	-0.69821	 -0.2011	-0.49152	 0.28053	 0.14466	-0.10819	 -1.8817
Ache	 0.71061	-0.14699	 0.48947	 0.21043	0.042528	 0.37351	  1.2409	 0.34487	  2.0199
Nxpe2	 0.31835	 0.45788	0.034036	 0.25368	-0.04302	 0.21577	  1.2537	 0.33584	   1.935
Fgfbp1	 0.69778	  0.4805	 0.34638	 0.25508	 0.38681	 0.53973	  1.3735	0.086614	   2.536
Fa2h	0.095689	 0.25956	 0.09576	 0.27216	 0.17106	 0.17081	  1.6379	 0.28601	  2.3421
Gm15408	   0.1533	   0.1515	  0.14311	  0.28352	   0.1531	  0.33303	   1.9441	-0.047795	   2.4016
Ncmap	 0.037405	 0.037779	  0.06725	 0.038005	  0.18589	  0.12828	   1.8898	-0.086071	   2.1342
Gsg1l	  0.23986	-0.089549	  0.40028	  0.35928	  0.21473	  0.34058	    1.774	 -0.55021	   2.2771
Gm6213	 -0.01768	-0.015514	-0.013192	-0.013231	-0.012857	  0.22091	   2.3597	-0.059972	   1.7815
Lrrc3b	 0.08451	 0.20567	0.084863	0.084334	0.084645	0.084623	  2.0553	-0.41814	  1.5341
Snora2b	  0.40845	 -0.30803	 0.094566	 -0.17574	   0.4569	-0.018014	   1.6884	  0.42419	   2.0625
Ankrd13d	 -0.45649	  0.29712	 -0.49939	 -0.22853	-0.039005	 0.041473	   1.2589	  0.32707	   1.7304
Mboat2	 0.18994	0.011011	-0.46415	 0.17928	 -0.2669	-0.41397	  1.3367	 0.36456	  1.7305
Pdgfrl	 -0.14894	  0.38452	 -0.66223	-0.059828	 -0.54027	 -0.36611	   1.5198	  0.80093	   1.7058
Gm5544	 0.023677	   0.3135	 -0.65327	    0.092	 -0.55614	-0.067896	   1.4061	 -0.12899	    1.449
Tmem238	 -0.25015	  0.43021	  -0.1472	  0.29557	 -0.33417	  0.23657	   1.3092	-0.068397	   1.3323
Ifi30	-0.37346	 0.15822	-0.25941	 0.20429	-0.35882	-0.44162	  2.0636	 0.73334	  2.0574
Lpcat2	0.021188	 0.65782	-0.37603	-0.28076	-0.33201	-0.33662	  2.1546	 0.33563	  1.6518
Arhgap36	 -0.01768	-0.015514	-0.013192	-0.013231	-0.012857	  0.22091	   1.5578	 0.031449	   1.3933
Wee1	-0.10725	-0.46306	 -0.4067	-0.32122	-0.15587	0.076928	  1.4718	  0.2189	  1.4192
Spdl1	 -0.1773	-0.66742	0.019282	 0.20947	0.059296	 0.15158	  1.5511	 0.38288	  1.3116
Mboat4	-0.098578	-0.098648	-0.098241	-0.098402	-0.037196	-0.098591	  0.91589	   0.3589	   1.8598
Ralb	 -0.23968	 -0.36772	  0.16948	 -0.24336	  0.10303	-0.086292	   1.2843	  0.49323	   1.5912
Tyro3	 -0.24115	 -0.36471	 -0.39954	0.0025932	 -0.40941	  0.08773	   1.6121	  0.30051	    2.019
Gm711	-0.68718	-0.59931	-0.08539	 0.20896	0.040447	 -0.4914	  1.7769	-0.12901	  1.1343
Mettl1	-0.46409	   -0.31	 0.26868	-0.35891	-0.29988	-0.25523	  1.7741	 0.18305	 0.96369
Pcsk1	-0.29741	-0.23404	-0.29717	-0.29809	-0.25718	-0.29731	  2.0051	 0.17111	   1.488
Ctnnd2	 -1.0182	-0.37191	-0.62643	-0.23114	-0.58274	-0.84195	   2.194	-0.26767	  1.8871
Fam169b	 -0.53707	 -0.37191	 -0.64883	  0.26506	-0.027781	 -0.46401	   2.1753	 -0.36399	   1.6995
Wtip	-0.36989	-0.34786	 -1.0241	 0.28682	-0.17087	-0.57553	  1.6683	-0.16194	  1.5763
Kcnk6	 -0.48859	 -0.16569	  -1.0407	-0.077143	 -0.30679	  -1.1001	   1.4643	  0.27945	   1.9133
Arl14	-0.72682	 0.20703	-0.42665	-0.19891	-0.36383	-0.25278	  1.5568	 0.51433	  2.8516
Lrrc75b	 -0.30177	  -0.3943	 -0.17607	 -0.39241	 -0.28242	-0.031097	   1.8539	  0.55485	   2.7058
Dusp18	-0.064649	 -0.35353	 -0.54487	  -0.7179	-0.082056	 -0.47529	  0.65419	  0.39452	   2.9828
Fuom	-0.30859	-0.30287	0.038811	-0.44865	 0.09924	 -0.2755	 0.96584	  1.0495	  2.6549
Hemgn	-0.14368	-0.16636	-0.16614	-0.16603	-0.16613	-0.16629	 0.87441	 0.85449	  2.8381
Stc2	 0.17053	0.069771	 0.53561	-0.16084	-0.57829	-0.29626	 0.46285	  1.0583	  2.8449
Ccdc114	 0.26805	 0.52958	-0.55793	 -0.5792	 0.14923	-0.39328	  1.4636	-0.53729	   2.753
Adk	 0.55454	 0.23219	0.098973	-0.33756	 0.16803	-0.11613	 0.72833	  -0.462	 0.64235
Chrm4	 0.39284	 0.18737	  0.4319	 -0.1408	 0.15193	 0.13282	 0.62892	-0.64256	 0.88147
Lrrc42	 0.30219	 0.39605	 0.36561	-0.16154	-0.06572	-0.17176	  1.1859	-0.52608	  0.7678
Mir7655	  0.70755	  0.22291	 0.023844	-0.057844	 -0.19037	   0.3599	   1.2444	 -0.10912	  0.56761
Fez1	0.099868	 0.11403	 0.10003	 0.20333	 0.20986	 0.16823	 0.77571	-0.85554	 0.92481
Kcnj5	   0.3661	-0.064066	  0.14409	-0.080845	-0.080757	  0.23843	  0.79957	 -0.99641	   1.2046
Tmed6	  0.27773	-0.007497	  0.11247	-0.017623	-0.027447	  0.41547	  0.69181	  -1.1873	    1.468
Ncam2	 0.21646	 0.11579	 0.19454	0.059489	0.025241	 0.63394	 0.99451	 -0.6219	  1.5473
Thpo	 0.14681	0.042493	0.042612	  0.3202	0.042507	 0.12953	 0.79795	 -1.0678	  1.8448
Fmn2	0.075008	 0.11806	0.055807	0.055767	 0.41551	 0.23523	  1.3577	-0.77527	  1.4869
Myoc	 0.12071	 0.12076	 0.38942	 0.28204	 0.12087	 0.13322	  1.3724	-0.64332	  1.2804
Oxtr	 0.14763	 0.11684	 0.11762	 0.11784	 0.15553	 0.11723	  1.2835	-0.42304	  1.0539
Six4	 0.11798	0.099081	 0.09908	  0.2244	0.099232	 0.13767	  1.3449	-0.74241	  0.8645
Gja6	-0.087129	  0.11544	  0.42721	 -0.30219	 -0.33165	 -0.23791	   0.5278	  -1.2379	   1.3917
Gpat2	0.038968	-0.18085	 0.78314	0.099082	-0.04799	 0.36945	 0.49315	-0.99358	  1.0448
Itga2b	-0.15557	 0.29426	 0.49017	 0.12241	-0.15718	 0.28925	 0.87532	 -1.1907	  1.2152
Ttll11	 0.12248	 0.50212	 0.69309	0.096569	0.090238	 0.12448	 0.52887	 -1.2264	 0.98847
Cntn3	0.084844	0.085002	 0.29338	0.085061	0.085126	 0.25549	 0.51373	-0.31919	  1.2705
Kcnip4	 0.30747	 0.11428	 0.24804	-0.45003	-0.11275	  0.1085	 0.49219	-0.42681	  1.4904
Trib1	 0.067478	  0.23997	  0.13747	  0.25314	 -0.35189	-0.046779	  0.53485	 -0.47148	   1.6228
Epb4.1l4b	 0.12138	 0.46789	-0.11492	 0.47901	   0.536	 0.12498	 0.50433	-0.24161	  2.1419
Fut9	  0.11412	  0.17209	 0.086851	 0.087114	   0.1587	  0.15352	  0.49815	-0.068067	   1.8515
Gfap	 0.15082	 0.30496	 0.11045	 0.11055	 0.11055	 0.17272	 0.35423	-0.17458	  1.9415
Tceal3	 0.10581	 0.13578	 0.10596	 0.21493	 0.24189	 0.20827	 0.94714	-0.29364	  2.3338
Atp6v1c2	  0.39913	  0.54686	   1.0565	-0.046983	   0.2435	 -0.19479	   1.1455	  -1.2534	   1.7749
Aff2	 -0.56517	 -0.17156	 -0.40198	  -0.3238	  0.95649	-0.019593	   1.7563	 -0.59181	  0.74885
Flrt1	 -0.017666	  -0.12068	  -0.11763	-0.0027887	   0.85891	   0.16945	    1.7779	  -0.19022	    1.2298
Slc44a3	-0.18168	-0.05873	-0.28044	0.094668	 0.80563	0.031817	  1.4961	-0.64812	  1.1887
Scnn1a	-0.30931	 0.40417	-0.60443	 0.11305	 0.60827	-0.13771	    1.41	-0.63238	 0.91051
Dhrs13	-0.36292	-0.10336	-0.57718	-0.15006	 0.81412	-0.72564	  1.4681	-0.29086	 0.76496
Dtwd1	 0.19235	  0.3365	-0.58742	-0.36627	 0.44783	-0.71883	  1.6403	-0.01596	 0.97648
Arhgef4	-0.42574	 0.30163	-0.59785	-0.65249	 0.36042	 0.24927	  1.3527	-0.70345	  1.4332
Gdf9	-0.046021	 -0.44132	 -0.54102	 -0.50565	  0.60746	 -0.37771	    1.442	 -0.79014	   1.9918
Mccc1os	 -0.4528	-0.63218	-0.20933	-0.08143	 0.70938	 0.11399	   1.736	 -1.2369	   1.264
Nphp1	0.0041858	 -0.93121	  0.34369	  0.03179	  0.21896	 -0.31438	   1.6531	 -0.44807	   1.2863
Atg9b	  0.25175	 -0.21731	 -0.50095	 -0.42784	  0.73389	-0.053364	   0.8479	  -0.7411	  0.59684
Ncapg2	 0.35746	-0.40867	 -0.7253	-0.55831	 0.72336	 0.30445	 0.69323	 -1.1672	 0.94428
Sez6l2	 -0.12256	-0.065801	  -1.2258	 -0.36884	  0.41735	 -0.16066	  0.46884	  -1.4562	  0.86838
Stamos	 -0.35414	 -0.40384	 -0.77556	  0.12431	  0.76194	-0.086251	   0.5905	  -0.9455	   1.0982
Cuedc1	 -0.20139	 -0.58789	  -1.0198	0.0015741	  0.14806	   0.7852	  0.87267	 -0.39996	  0.98459
Ppp1r9a	 -0.30767	 -0.46761	  -1.1442	-0.096354	 -0.22612	  0.28802	   1.2014	 -0.59831	   1.1857
Zfyve21	-0.042884	-0.016659	 -0.69109	  0.35639	 0.062541	   0.3987	   1.1324	 -0.92483	   1.4264
Chst1	   1.1952	  0.24312	 -0.54728	 0.049494	   0.7585	 -0.06454	0.0089942	 -0.60752	   1.7909
Rnf144a	 0.91968	 0.45337	-0.82814	 0.14909	 0.72003	  0.3533	0.034642	-0.72237	  1.3835
Gpr82	 0.56642	 0.55187	-0.82096	-0.59756	 0.27341	-0.14921	 0.41133	 -1.0305	   1.599
Amt	 -0.63447	 -0.50243	 0.010184	  0.28845	   -1.084	 -0.29995	0.0063979	 0.059396	  0.95141
Scarna6	 -0.64705	 -0.26645	 -0.23537	  0.37729	  -1.4138	 -0.27095	  0.58544	-0.044397	   1.0489
Ccdc78	 -0.61154	 -0.36972	-0.061522	   0.1721	  -1.1044	 -0.37716	   1.3323	 0.064019	  0.90066
Gm10433	 -0.71341	 -0.60634	 -0.11052	   0.3431	 -0.59518	 -0.40353	  0.84284	-0.019924	  0.70487
Tom1	-0.73877	-0.39453	-0.13408	 0.42654	-0.36225	 0.13713	 0.96546	-0.25148	  1.0218
Itpka	 -0.44108	 -0.43955	 -0.44189	0.0055036	 -0.43676	 -0.36899	   1.0786	-0.069624	   1.0421
Ube2d2b	-0.55814	-0.34334	-0.54894	  -0.044	-0.28122	 0.01011	  1.0471	 0.24165	  1.1893
Lgals12	 -0.54282	-0.017812	  -0.4986	 -0.23764	 -0.47345	  -0.2638	  0.88574	  0.45949	     1.31
Rgs18	  -0.43474	-0.0063146	  -0.48385	  -0.55755	  -0.71092	  -0.26086	   0.99863	   0.37368	    1.1973
Pecr	-0.85422	 -0.5219	-0.15042	-0.22978	-0.40071	-0.24815	 0.79219	 0.69956	  1.4046
Wdr35	-0.83853	-0.55677	-0.57406	0.018107	-0.74155	-0.61184	 0.69294	 0.72275	  1.0171
Ccdc126	-0.95798	 -0.5477	-0.32437	0.026109	 0.17308	-0.24773	  1.1994	 0.33557	 0.75707
Rin2	 -1.0211	-0.65287	-0.12103	-0.10671	-0.44575	 0.30986	  1.1542	 0.26589	 0.80325
Slc8b1	-0.71688	 -1.2303	-0.60802	-0.22849	-0.33198	 0.49602	  1.2375	 0.54124	 0.57371
Snord57	 -0.80029	  -0.4113	  -1.1533	 -0.19019	 -0.03105	 0.089203	    1.337	0.0086908	  0.72664
Gckr	-0.72963	-0.68983	 -1.0026	0.022123	 -1.0901	0.083637	  1.5262	  0.0664	  1.0337
Rita1	 -0.32114	 -0.67422	 -0.62965	  0.45817	  -0.7179	-0.012842	   1.5821	  -0.3219	   1.5442
Ccdc36	-0.43735	-0.90653	 -0.5398	-0.66879	-0.84301	-0.25278	  1.7377	-0.18586	  1.4664
Ppp2r2c	-0.53859	-0.56807	-0.17289	 -0.5628	-0.57013	-0.56742	  1.5251	-0.44659	  1.7541
Tnnt1	-0.41186	 -1.1775	 0.19489	-0.76107	-0.82918	-0.72183	  1.4972	-0.48264	  1.5648
Tnfsf13b	-0.38317	-0.43746	 0.36658	 -0.8246	-0.59266	-0.64557	   1.027	-0.42761	  1.0542
Celf5	 -0.61199	 -0.62516	-0.069483	 -0.61637	 -0.49671	 -0.33079	   1.3823	 -0.84838	  0.72677
Guca1b	 -0.41463	 -0.28299	 -0.41082	  -0.6575	 -0.69494	-0.029922	  0.97759	 -0.79249	  0.54603
Spef2	 -0.56109	 -0.72086	-0.072761	 -0.36697	 0.037328	  0.16361	   1.7387	 -0.73359	  0.91826
Trp53cor1	 -0.6032	-0.22046	 0.01542	-0.38164	-0.12027	 0.12901	  1.4523	 -1.0246	  0.5052
Hcn1	-0.28859	-0.28857	-0.28837	-0.28848	-0.26283	-0.28844	 0.84489	-0.50642	  1.3613
Mir8096	-0.21253	-0.21157	-0.21167	-0.21148	-0.21126	-0.21164	  0.8515	 -1.0041	  1.4248
Mir6516	-0.56191	 -0.4506	-0.20537	-0.18197	-0.55422	-0.49481	 0.83985	 -0.6983	  1.1314
Pclo	 -0.20578	 -0.39422	 -0.38916	  -0.2528	-0.073956	 -0.15838	   1.2538	 -0.57963	  0.97387
Ccdc64	 0.16355	 0.28977	-0.50349	  -0.893	-0.66148	 -0.2951	  1.7867	-0.28339	 0.86608
Gpr15	 0.49523	 -0.3479	-0.11299	 -0.3968	-0.54794	-0.55164	   1.729	-0.19952	  1.0754
Arrdc2	 -0.89508	0.0090504	  -1.2922	 -0.44689	  -1.2474	 -0.43972	   1.4096	 -0.03522	   0.7439
Slc24a1	   -1.145	 -0.15216	 -0.96874	-0.022606	  -1.0276	-0.011185	    1.246	  0.59371	  0.45063
Foxd2os	-0.44718	0.060612	-0.72814	-0.39103	 -1.2013	-0.81352	  1.8399	-0.32072	 0.52806
Scarb1	 -0.1765	-0.33115	 -1.0254	-0.87455	-0.85464	-0.94427	  2.0104	-0.78652	 0.68496
Nutf2	-0.76114	-0.33365	-0.32122	-0.23573	 -1.0968	 -0.6724	  1.3503	-0.33641	 0.89299
Tnni3	-0.65581	-0.42953	 -0.6377	-0.13806	 -1.5534	-0.82937	  1.1366	-0.41704	  1.0129
Wdr78	-0.49255	-0.26329	-0.44488	-0.52075	 -1.9308	-0.62691	  1.4675	-0.51332	  1.1089
Mnd1	 -0.60022	 -0.63942	 -0.52361	-0.047965	  -1.2502	 -0.51926	   1.9424	   0.3117	  0.53483
Snord49a	 0.19134	-0.43544	-0.33968	 -0.3916	 -1.3551	-0.41637	  1.8611	  0.7629	 0.72742
Pydc3	-0.40481	  -1.297	-0.95996	-0.54945	 -1.2744	 -0.8198	  1.7579	0.014566	 0.48972
Tmem107	 -0.2707	 -1.0452	-0.91666	-0.40448	-0.73243	-0.95827	  1.6747	 0.28364	 0.93856
Alox8	-0.45513	-0.75647	-0.60184	-0.79647	 -0.6471	-0.70197	 0.60627	 -1.0853	  1.6912
Gm5464	-0.015912	 -0.72237	 -0.30133	 -0.63274	  -1.2565	  -0.6724	  0.38484	  -1.0794	   1.8598
Muc4	-0.71999	 -0.3705	-0.41488	-0.93469	-0.97249	-0.53834	0.048941	-0.94521	  1.4356
Polg2	   -0.7016	  -0.48348	    -1.009	  -0.67038	   -1.1008	-0.0054643	  -0.16476	   -1.0109	    1.1721
Tssk4	  -1.0775	-0.029365	 -0.84504	 -0.47469	 -0.97826	 -0.23544	-0.017797	  -1.4027	   1.2625
Fam212b	-0.27498	 0.26501	 -1.1013	-0.75332	-0.78663	  0.2567	 0.18833	-0.56861	  2.0997
Gm7008	  -0.19848	  0.077364	  -0.88284	  -0.87217	  -0.51149	-0.0097854	   0.70928	  -0.82044	     1.393
Zfp647	 -0.24016	  0.18338	 -0.62748	 -0.32292	 -0.50481	-0.020936	 -0.25272	 -0.86715	   1.5585
Tbc1d30	-0.70861	-0.18782	-0.19888	-0.94911	 -1.5055	-0.13389	-0.47488	-0.30863	  1.8622
Bach2	-0.47926	 0.32023	0.015758	-0.22493	 -1.1974	-0.18346	  0.5571	-0.73521	  2.2878
Sag	-0.73952	 0.11538	 0.56459	 0.17409	-0.42433	-0.12856	 0.64821	-0.72573	  2.3137
Tlr7	 -1.0583	-0.21003	 0.39157	-0.41373	-0.38848	-0.13404	 0.48699	  -1.092	  1.7115
Cd163l1	-0.34728	-0.36293	-0.36303	-0.36201	-0.36298	-0.36396	 0.54297	-0.38257	  2.0577
Dcst1	-0.16562	-0.77991	-0.07394	-0.79928	0.057385	-0.28394	 0.64913	-0.63097	  1.9404
Prr18	 -0.43322	 -0.49918	-0.032389	 -0.58125	 -0.07845	-0.054334	 -0.11496	 -0.40962	   2.1731
Kcnj2	-0.68915	-0.26347	-0.20277	-0.74058	-0.25215	-0.64382	 0.17081	 -1.1365	  2.1368
Arg1	-0.23202	  0.3804	 0.31632	 0.66522	 -1.2665	-0.16359	-0.10483	 -2.1623	  1.0078
Zscan12	 0.12174	 0.40629	 0.42347	  0.5006	-0.70087	0.008566	0.056574	 -1.7925	 0.40825
Cys1	   0.40735	-0.0021356	   -0.5692	   0.55768	  -0.17273	 0.0013014	-0.0013113	   -1.2281	     1.052
Mfsd2b	  0.13581	 0.087043	 -0.26897	  0.39747	 -0.65678	-0.046994	  0.32921	  -1.6219	   1.0173
Zfp493	 -0.25178	-0.067302	 -0.60019	  0.32512	 -0.93725	  -0.4554	 0.061183	  -1.5867	  0.71077
Fbxo48	 -0.40797	 -0.58259	-0.019179	  -0.1753	  -0.7049	 0.096784	  0.26115	  -1.4144	   1.3033
Rpl39l	-0.49114	-0.28586	-0.38793	 -0.2548	-0.45887	-0.19841	 0.11087	 -1.7046	   1.289
Smim1	 -0.45249	 -0.27043	 -0.49813	  0.45102	-0.047375	 -0.37981	  0.48589	  -1.3534	   1.1985
Gm20337	-0.13658	-0.10508	-0.47077	-0.18103	 -1.0371	0.011245	 0.61599	  -1.113	  1.5395
Scarf1	-0.25348	 0.36371	-0.25166	-0.32217	-0.84408	-0.41345	  1.0106	 -1.3689	  1.1716
Shisa7	 -0.19722	 -0.25999	-0.029826	 -0.04753	  -1.3262	 -0.27789	  0.54404	  -2.0994	   1.0695
Ccdc138	 -0.46507	  -1.1103	 -0.16569	 0.037532	  -1.2165	  0.56179	-0.078774	 -0.35611	   1.1669
Kcnab3	   0.10918	  -0.33873	  0.078603	-0.0030476	   -1.1335	   0.10253	   0.27652	  -0.49887	    1.1857
Tulp2	 0.39702	0.018564	-0.18571	-0.14458	-0.77858	 0.40313	0.014612	-0.74768	 0.76186
Stmn1-rs1	0.090892	-0.33198	 -1.0681	 0.31751	-0.71791	 0.36226	 0.13777	-0.59359	  1.2927
Zdhhc2	 0.76857	   0.186	 -0.7307	 0.10542	-0.94717	 0.23231	0.069538	-0.57801	  1.7419
Col9a3	-0.30498	 0.39099	 -1.1306	  1.0715	-0.57588	-0.35534	 0.47929	-0.46672	  1.5019
Hoxa7	-0.47619	 0.40201	-0.97751	   0.346	-0.70614	 0.21562	  1.2148	-0.71522	  1.4628
Henmt1	 -0.86487	 0.092818	 -0.75526	  0.61025	  -1.2458	  0.33081	-0.058231	  -1.2519	   2.1096
Eya1	 0.53175	 0.48993	 0.90845	  1.0873	-0.67528	 0.80236	  2.5665	 0.12604	  1.6199
Ly75	 0.54152	 0.49513	 0.82596	  1.5768	-0.94074	 0.78581	  1.4947	 0.23114	  1.2988
Hpd	 0.40891	 0.40124	 0.02572	 0.56176	0.017797	 0.33961	 0.85832	  0.3219	  1.2555
Mthfd2l	 0.058278	 0.052393	-0.051132	   1.0061	 -0.12656	   0.4045	   1.0645	  0.28913	   1.6623
Prdx4	  0.29405	-0.015009	  0.16605	  0.82631	 -0.25067	  0.16543	  0.86679	  0.61424	   1.3465
Zfp14	 0.20863	  0.7591	-0.18134	 0.75894	-0.52132	 0.92236	  1.0474	0.047113	  1.1421
Ildr2	  0.1668	0.078542	0.041736	  1.5053	 0.20623	 0.19563	  1.6282	-0.27503	 0.93207
Tnfrsf12a	  0.16348	  0.20079	  0.11477	   1.5581	 -0.44157	  0.13387	   1.2164	-0.069553	   1.2949
Nek6	 0.25677	0.073026	 0.91245	  1.0939	 0.47369	 0.44268	  1.4919	 0.14075	  1.7015
Stard8	 0.48729	-0.06296	 0.87717	 0.96359	-0.19687	0.017653	  1.1482	-0.20374	  1.4746
Parp16	-0.073007	  0.12808	   0.9063	  0.80977	 -0.16784	  0.53578	   1.2136	  0.49471	   1.3641
Sgk1	 -0.14109	 -0.62838	   1.0908	  0.99014	-0.060905	  0.29355	  0.76762	  0.54302	   1.2521
Fam166a	   0.3654	-0.057844	   0.1149	   1.5952	 -0.39059	  0.66029	  0.93368	 -0.91116	   2.0011
Htr2a	0.055717	 0.85258	 0.56843	 0.83687	-0.94293	 0.26325	  1.0284	-0.62874	  2.5205
Tnfsf4	 0.41635	 0.56391	 0.58528	  1.9815	  0.4711	-0.61205	  1.5285	-0.51541	  1.3433
Gm15760	-0.26403	 0.41048	 0.49659	 0.75319	 -0.9487	   1.453	  1.2938	-0.22174	 0.35078
Rnf180	  0.27372	0.0030912	  0.14038	   1.3951	   -1.212	  0.65427	   1.5916	  -1.4244	 -0.11438
Arhgef18	 -0.8958	 0.62017	-0.20049	0.027811	-0.41741	-0.62993	  1.3867	  0.9532	  0.5415
Cd177	 -1.1463	 0.96588	-0.28182	-0.88145	 0.11023	 -0.3651	  1.2929	 0.98302	 0.51319
Vipr1	 -2.0879	 0.18384	-0.71391	-0.56868	-0.11347	-0.75893	  1.1766	 0.66316	 0.63744
Rin1	  -1.5136	 0.097129	  0.23101	  0.17054	  0.41038	0.0035621	   1.8959	  0.79055	  0.81799
Bach2os	 -1.4916	  0.5187	 -1.7616	-0.59962	-0.19594	 0.13626	 0.53636	-0.55252	  1.0552
Gm9047	 -1.1026	 0.43463	 -1.4578	 0.10225	-0.46984	  1.0303	 0.40186	-0.24894	 0.84357
Cand2	 -0.97884	  0.61822	 -0.44932	 -0.15093	 -0.14965	  0.48048	   1.2343	  0.31762	-0.097391
Gpr3	 -1.3998	0.063257	 -0.3994	 0.59122	-0.32716	  0.2505	 0.49803	0.067998	-0.23605
Prune2	 -1.7026	0.067523	 -0.6362	-0.27829	 0.55704	  1.2463	 0.89563	 0.09792	 0.58344
A3galt2	 0.99638	 0.91358	   1.225	   0.701	 0.69511	  1.0044	 0.66059	-0.65933	 0.95524
Cdh19	 0.82594	 0.70572	  1.2206	  0.8356	  0.7192	 0.95212	 0.78082	-0.69113	  1.0623
Acvr1c	 0.91465	  1.1747	 0.84341	  1.0372	 0.79252	  1.0873	  1.0957	-0.57846	 0.74212
Csf1	  1.1526	  1.3131	  1.2082	 0.69263	 0.81676	 0.49852	 0.89369	-0.50698	  1.4832
Tmem44	  1.1533	 0.62547	  1.0206	  1.2441	 0.21348	  1.0249	  1.0555	-0.96415	  1.3463
Alox12	 0.84776	 0.79661	 0.38964	 0.65544	 0.43123	 0.89571	  1.1883	-0.29834	  1.1053
Hoxa9	 0.91122	 0.50116	 0.42752	 0.47993	 0.60242	  1.0287	  1.2113	-0.34079	 0.80448
Zglp1	  1.1153	 0.91262	 0.48226	 0.74638	 0.77775	  1.2407	  1.0901	-0.38339	  1.1475
Zfp449	 0.77005	 0.21829	 0.12367	  0.5532	 0.41691	  1.5143	 0.82922	-0.38469	  1.3351
Myom1	 0.90016	 0.79708	 0.52058	 0.38946	 0.39393	 0.76746	 0.64667	-0.22144	  1.4868
Olfr172	 0.91253	 0.57351	 0.71585	 0.62476	 0.65961	 0.82221	 0.59938	-0.37361	   2.021
Prr33	  1.2498	 0.51793	 0.67545	  0.3897	 0.83465	 0.48506	 0.88947	-0.47326	 0.97545
Rgs17	  1.4561	 0.30016	 0.76656	 0.32797	  0.9388	 0.66379	    1.29	-0.65228	  1.3437
Clrn3	0.50456	0.35111	0.24355	0.93302	 1.1473	0.64931	0.50219	0.10157	 1.4182
Fhdc1	 0.85384	 0.58063	 0.37695	 0.76068	  1.0831	 0.62757	 0.63278	-0.26927	  1.1617
Gm14322	 0.78106	 0.24889	 0.18876	 0.97861	  1.2528	 0.71621	 0.10161	-0.50657	  1.1152
Cpeb3	 1.2714	0.35987	0.55376	 0.8804	 1.0417	 1.0283	0.36278	0.01916	 1.0762
Wfikkn2	   1.1325	  0.57304	  0.87909	  0.84288	   1.2677	   1.0477	  0.36073	-0.044299	   1.0139
Dennd4a	 0.62906	 0.95611	   1.005	  1.1009	 0.82893	   1.175	 0.53528	0.077548	 0.70488
Diap1	  0.8226	 0.75103	 0.91172	 0.49895	 0.82914	  1.0419	  0.2379	0.022041	 0.61294
Slc9b1	  0.76926	   1.1393	  0.78981	   0.6589	  0.81526	   1.3112	  0.40042	-0.071648	  0.85827
Osbpl5	 0.74042	  0.7716	 0.75201	 0.62174	  1.5325	  1.0235	  0.3652	-0.41732	 0.50623
Hlf	 1.2172	  1.006	0.54453	0.95146	 1.0491	0.98193	0.62604	0.48302	0.67736
Rala	 1.1662	0.82483	 0.8868	0.83463	0.73327	 1.1099	 1.0155	0.63485	0.83499
Ppp1r1c	   1.1564	  0.77421	  0.95795	  0.57742	  0.76431	  0.75591	  0.91906	-0.033417	  0.65945
