	LI_v_SI_GF_CD11b-CD103-	LI_v_SI_GF_CD11b-CD103+	LI_v_SI_GF_CD11b+CD103-	LI_v_SI_GF_CD11b+CD103+	LI_v_SI_GF_Monocyte	LI_v_SI_GF_Macrophage	LI_v_SI_SPF_CCR6-ILC3	LI_v_SI_SPF_CCR6+ILC3	LI_v_SI_SPF_ILC2
Anxa5	 0.43496	 0.46427	 0.98102	 0.92526	 0.56928	  1.1565	-0.20281	-0.36562	  1.8474
Fam169a	 0.15125	 0.52944	 0.75016	 0.41794	 0.52043	  1.1747	 0.13944	-0.70695	  1.8222
Gk5	-0.33426	 0.50635	 0.89906	 0.33409	 0.15366	 0.92229	-0.20723	-0.50421	  1.4225
Cebpd	 0.52328	  1.3048	  1.2177	  1.3087	  0.6226	  0.2633	 0.22164	-0.13427	  2.0195
Gas2l1	  0.7151	 0.92787	  1.1465	  1.2191	 0.82361	 0.37434	-0.17151	-0.62328	  1.5761
Lrig1	   0.703	 0.57853	  1.1242	 0.81441	 0.75899	 0.43047	-0.11769	  0.1287	  1.4925
Stxbp3b	 0.52257	 0.70773	  1.1631	  1.0552	 0.71712	 0.82973	-0.29473	-0.14248	  1.3645
Nav3	  0.55418	  0.64583	   1.1517	  0.63475	  0.40626	  0.60004	-0.062763	 -0.15577	   1.8558
March3	  1.4721	  0.7249	   1.071	 0.78391	 0.66013	 0.41231	-0.24013	 -0.1549	  1.5418
Prkab2	  1.3374	  0.4338	  1.3244	  1.1608	 0.82288	 0.54322	 0.10902	-0.20208	  1.1388
Tmem237	  1.4484	 0.57403	 0.75064	 0.86121	 0.55012	  0.5154	0.040945	-0.59232	  1.0656
Vwf	    1.4242	   0.72779	    1.2338	    1.3699	   0.71044	   0.65114	-0.0048992	  -0.16468	    2.0239
Itgb5	 0.95987	 0.56681	 0.85208	 0.88599	-0.54293	0.098082	 0.42936	 -0.5392	  1.0958
Rasd1	 0.96198	 0.81302	   1.203	 0.97006	 0.21337	 0.25665	 0.25231	-0.95651	  1.3756
Ptprn	  1.1451	 0.44484	 0.92531	  1.3944	-0.10526	 0.91624	 -0.1612	 -0.5702	  0.9993
Asph	-0.028637	 0.068606	   1.3764	  0.84585	  0.76417	   1.1594	 0.049175	 -0.68411	  0.64366
Serpine2	  -0.1879	-0.061251	   1.1259	   1.3429	  0.74262	   1.6353	 -0.30395	   -1.145	   1.1367
Endou	 0.52133	 0.86867	 0.57488	  1.5987	 0.73642	  0.7184	 0.19751	-0.15135	 0.90278
Megf6	   0.56106	   0.79374	   0.66772	    1.4436	   0.73686	    1.1738	-0.0034545	  0.047846	    1.0717
Gm10560	  0.2501	 0.79578	 0.41027	  1.2662	  0.2315	  1.0623	 0.28598	-0.25402	 0.94124
Snx16	-0.20638	 0.66325	 0.41528	   1.339	 0.41258	  1.1217	-0.11841	 -0.4853	  0.7047
Mapt	  0.19846	   1.2661	  0.67065	    1.175	  0.46469	   1.1086	-0.071475	 -0.49072	  0.50093
Layn	0.089094	 0.58722	 0.98733	  1.5464	  1.1137	  1.1832	-0.26962	-0.58591	 0.84326
Tex14	 0.22901	 0.95365	  1.0935	  1.6273	  0.6486	  1.8271	-0.18083	-0.29889	 0.90437
Clmn	 0.85068	 0.87815	 0.74583	 0.49445	 0.30072	  0.3448	-0.68375	 -1.1243	   1.198
Serpind1	 0.37614	  0.9142	 0.94026	 0.98033	 0.52876	 0.93196	 -1.1997	-0.86899	  1.3125
Tmbim7	  0.7427	 0.80458	  0.7921	 0.65495	 0.36518	  0.6349	 -1.2574	-0.71464	  1.3697
Gm14326	  0.8031	 0.79746	  0.3965	 0.84693	 0.55069	  0.9815	-0.71237	-0.49914	   1.141
Id4	 0.94031	 0.83938	 0.51873	   1.253	 0.56906	 0.86639	-0.84873	-0.90491	 0.78625
Snora20	 0.64272	 0.91088	 0.88523	  1.2003	 0.54214	 0.87126	-0.29963	-0.89151	  1.0147
Zfp300	 0.93173	  1.3511	 0.75844	 0.92474	 0.25368	 0.78426	 -0.5094	-0.85133	 0.73192
Pkd1l3	  1.0159	  1.4483	 0.51692	 0.46431	 0.17254	 0.40784	 -1.0586	-0.16455	 0.86238
Tsga10	   1.013	  1.0098	 0.75551	 0.84134	 0.26603	 0.15978	 -1.1608	-0.45385	 0.95935
Gm12504	  1.2262	  1.2427	 0.70307	  1.1586	  1.4139	  1.2158	-0.58623	 -1.1293	 0.74841
Rps19-ps3	  1.0404	 0.69886	 0.47158	 0.94351	  1.4726	  1.2603	-0.79878	-0.76881	   1.004
Syde1	  1.2477	 0.87957	 0.71424	   1.177	   1.035	  1.4326	-0.19328	-0.59447	  1.1761
Zfp605	  0.8003	 0.99547	 0.71427	  1.3458	   1.096	  1.0438	-0.10709	-0.44595	 0.75864
Sobp	 0.61536	  1.0683	  1.4377	  1.0963	  1.3955	  1.0294	-0.86161	-0.78186	 0.75531
Spag9	 0.93301	  1.0829	  1.2402	  1.4541	  1.5481	  1.7283	-0.53043	-0.51629	 0.37425
Hsd17b13	 0.54009	 0.62147	  0.7548	  1.2245	  1.1519	  1.0717	-0.76709	 -1.1958	   1.371
Slc18a2	 0.42199	 0.52867	 0.94258	 0.71846	  1.2402	   1.225	-0.61932	-0.95296	  1.2024
Npr3	  0.7662	  1.3265	 0.88406	 0.80735	  1.1983	 0.93069	-0.72106	 -1.5977	  1.3763
Catsper2	 0.57682	 0.21025	 0.36909	  1.2208	 0.27065	-0.20896	 0.41126	 -1.1608	 0.68785
Fam189a1	  0.2311	0.028368	 0.12279	 0.74493	0.029053	0.029507	 0.14649	 -0.8142	  1.0902
Slc26a6	 0.14866	 0.40242	 0.33994	 0.88269	-0.33211	 0.25582	 0.29858	 -1.1651	  1.1047
Clec2d	 0.43014	-0.23687	 0.57365	 0.96589	-0.16767	-0.21245	-0.23882	 -1.5663	  1.1578
Ccdc184	  0.72647	-0.036461	  0.59798	    1.187	 -0.24876	 0.073511	 -0.24408	 -0.44495	    1.314
Rnls	 0.42733	-0.22715	 0.80467	 0.84284	-0.60102	0.026425	-0.64587	-0.64398	  1.1665
Kank3	 0.41242	 0.55854	 0.18822	 0.56835	 0.53894	 -0.4005	-0.26156	-0.67725	  1.8016
Nostrin	0.080792	 0.37351	 0.35725	   1.292	 0.29006	-0.31787	-0.27937	-0.47425	  1.6455
Nrp1	 0.38987	 0.75616	 0.39311	  1.1608	-0.01592	-0.11516	-0.41842	-0.63312	  1.9303
N4bp2l1	  0.52485	  0.94052	-0.012153	  0.37076	  0.16903	 -0.35598	 -0.11824	 -0.23626	   1.2488
Nfkbia	  0.25045	  0.54449	  0.44468	  0.59049	-0.098787	 -0.61565	 -0.11717	 -0.89505	   1.0435
Cobll1	 0.72677	  0.4541	-0.18086	  1.1361	 0.10642	 0.61971	0.047638	-0.34648	  1.0162
Hecw2	  0.40275	  0.53523	-0.066852	  0.81578	 0.074725	   0.7182	  -0.2017	 -0.76162	   1.2546
Fzd2	 0.29403	 0.39225	 0.19769	 0.81201	 0.50846	  0.4006	 0.14598	-0.33118	  1.6232
Uchl4	  0.49222	  0.54764	  0.25515	   1.2991	-0.044192	  0.74761	-0.067094	  0.24034	   1.8311
Efhd1	  1.0181	 0.41344	 0.45647	 0.81541	 0.42289	 0.35661	-0.58126	 0.20091	 0.94555
Msh4	 0.89492	 0.61441	 0.37555	 0.49097	 0.11343	0.077504	-0.24673	0.020219	  1.0105
Nmb	  0.63529	   0.6721	  0.66966	  0.74467	-0.019084	  0.54281	 -0.67835	  0.44142	   1.1101
Uap1	 0.79974	 0.64883	 0.77439	  1.2671	 0.22188	0.044744	  0.2184	 0.11343	  1.0542
Vmn2r84	 0.93532	 0.70285	 0.41152	  1.2897	 0.46716	 0.42565	-0.19767	-0.45775	   1.192
Gal	   0.43476	    1.4206	 -0.011582	    1.0575	   0.28172	   0.69896	-0.0021789	  0.062345	    1.0754
Tbc1d24	 0.52507	  1.0949	 0.14293	  1.0315	 0.57694	 0.74803	-0.54786	 0.33241	  1.0846
Gch1	 0.58616	  1.0084	 0.33347	 0.58746	0.089015	 0.42724	0.066147	 0.18652	 0.93122
Mir7027	-0.037163	  0.64443	-0.028299	    1.024	   0.3549	  0.52527	 -0.30461	  0.50597	  0.93509
Laptm4b	-0.28485	  1.0596	0.010021	  1.1766	 0.51004	-0.32527	-0.16897	-0.65466	 0.74366
Wwc2	 0.25071	  1.0313	-0.36957	 0.97164	 0.62232	 0.13687	 -0.3338	-0.13809	 0.77659
Gadd45b	  0.86762	   1.5974	   1.0357	   1.2665	0.0056992	 -0.22804	 -0.94106	  -1.2072	    1.541
Slc22a15	  1.3505	  1.5934	 0.91357	  1.2942	-0.46715	 0.25278	 -1.1555	-0.19868	  1.7981
Il18r1	 0.81041	 0.71748	 0.38517	  1.1737	-0.83598	 0.17361	-0.50358	-0.85466	  2.0438
Myo3b	 0.63639	 0.12421	 0.24075	 0.42674	-0.31996	 0.21252	-0.89431	-0.93069	  2.4214
Tcp11	 0.90247	  1.0753	 0.58059	 0.97737	 -1.2757	 0.88445	-0.68282	-0.20726	  1.6227
Ptgs1	 0.41388	-0.22895	 0.86057	 0.35658	 -1.1567	-0.59792	-0.68965	-0.40035	  1.9349
Adamts3	-0.46487	  1.1236	-0.59508	0.066353	 0.90306	 0.82418	 -1.0417	 -0.5414	  0.3005
Rapgef5	-0.10016	 0.68046	-0.47262	 0.70211	  1.0586	 0.88126	 -1.4844	-0.36831	 0.88803
Col17a1	-0.41935	 0.90589	-0.42631	 0.33984	 0.88254	  1.3197	-0.51411	 0.26689	-0.57173
Tex2	-0.35646	 0.65051	-0.47286	-0.16089	  1.1031	  1.3028	-0.74539	 0.17175	 0.10146
Lpar1	0.029843	  0.9834	-0.42563	 0.61243	  1.0595	 0.94362	-0.16991	-0.19513	-0.35766
Rxfp4	 0.13117	 0.34699	-0.38696	 0.13628	  1.2579	 0.71306	-0.42955	-0.10128	-0.34374
Ccdc73	 0.16917	-0.12171	0.030669	 0.79021	  0.8229	  1.3988	 -1.0954	-0.70314	  0.4361
Nrg4	 0.51779	 0.46836	-0.11089	 0.88176	  1.3984	  1.4181	-0.94425	 -0.1005	0.059378
Gpm6b	-0.19906	  0.9923	0.085684	 0.64688	 0.82953	  1.5753	-0.71642	 -1.2182	  1.0332
Plxnc1	 0.11796	  1.0533	0.039139	 0.85092	  1.7431	  1.7467	-0.47379	-0.50272	 0.66686
Tceal1	 0.39661	 0.90896	 0.53364	 0.22174	  1.2534	   1.245	-0.76506	 -0.6501	 0.50603
Tnn	-0.033347	   0.3265	 0.054729	  0.16514	    1.397	   1.0378	 -0.52226	 -0.83841	   0.2181
Diras2	 -0.19485	  0.51987	   1.0769	-0.012361	   1.3157	   1.3284	 -0.56803	  -1.4457	  0.10833
Mybpc3	-0.027396	 -0.23556	  0.19366	   0.3977	   1.6012	    1.542	 -0.51491	  -1.4242	 -0.18866
Dnah1	 0.25909	-0.18499	  1.6817	 0.39668	  1.6746	   1.639	 0.54283	-0.85188	  1.1227
Fosl1	    0.10515	     0.3012	    0.31102	     1.0443	     1.3079	     2.1081	    0.54621	-0.00099725	     1.2564
Tktl1	 0.14867	 0.50369	 0.85942	 0.54408	 0.63203	  2.5621	0.042879	-0.15394	  1.3169
Por	 -0.24358	-0.033703	    1.002	  0.39254	   1.4247	    2.004	 0.014642	 0.081087	  0.36472
Folr2	 0.13389	 0.18821	-0.08196	 0.26198	  2.5282	  1.7761	 0.13917	-0.20757	 0.35203
Arhgef28	  0.71754	   1.0638	 0.077488	 -0.22029	   1.3313	  0.26382	-0.044962	 -0.62078	    1.654
Spaca6	  0.31353	  0.62842	-0.097144	 0.080972	  0.78353	  0.65101	 -0.29404	 -0.87622	   1.5994
Fam57a	   1.0893	  0.74713	 0.062804	   0.2729	   1.2778	  0.55694	 0.045444	-0.024586	   1.7774
Leprel2	   1.0002	   1.0107	  0.19905	-0.047319	  0.79289	  0.64091	 -0.43581	-0.064894	   2.0439
Chst1	   1.1952	  0.24312	 -0.54728	 0.049494	   0.7585	 -0.06454	0.0089942	 -0.60752	   1.7909
Rnf144a	 0.91968	 0.45337	-0.82814	 0.14909	 0.72003	  0.3533	0.034642	-0.72237	  1.3835
Gpr82	 0.56642	 0.55187	-0.82096	-0.59756	 0.27341	-0.14921	 0.41133	 -1.0305	   1.599
Bbs12	  1.0647	 0.47678	 -0.2373	-0.24735	 0.96937	 0.20762	 0.87523	 0.20357	  1.1802
Efhb	-0.039735	  0.24091	 0.082573	 -0.13285	   1.0169	  0.50415	  0.66073	 0.033049	   1.0828
Shc4	 0.33988	 0.41928	-0.19344	-0.17525	  1.0067	 0.69801	   0.507	 0.24717	  1.0206
Rcn1	 0.31853	 0.34044	-0.12458	-0.23637	  1.2566	 0.31504	 0.21963	-0.19008	 0.64208
Fam160a2	 0.33992	 0.37395	-0.30614	-0.38348	 0.51812	 0.85971	 0.28903	-0.29651	  1.0646
Car11	  0.27993	 0.078733	  0.18027	   0.1376	   1.5122	  0.52773	  0.74728	-0.087713	  0.73814
Snora7a	  0.46706	-0.085952	  0.11337	  0.64557	   1.2495	   0.2959	   1.0918	 -0.12709	  0.37243
Ppih	   0.4588	 -0.15171	  0.19011	-0.031118	   1.3115	 -0.27548	  0.73089	  0.33304	  0.84496
Mpz	 0.26513	-0.25595	 0.31386	0.054129	  1.4111	 0.90391	 0.47624	-0.71901	  1.3212
Zfp174	 0.24115	 0.08729	-0.32285	-0.37809	   1.157	 0.89662	 0.87712	-0.51957	  1.7026
Dbn1	  0.7717	 0.16275	-0.37823	-0.56579	  1.0949	-0.22543	 0.26872	 -0.4475	 0.44969
Dync2li1	  0.63073	-0.012387	 -0.23038	 -0.42616	   1.3511	  -0.4315	  0.47821	  -1.0491	  0.77412
Lct	 0.14077	 0.21586	-0.31791	-0.80242	  1.6119	-0.51397	 0.38498	-0.19068	 0.40238
Dennd2a	  1.2543	-0.12642	-0.40466	 0.39769	  1.3063	 0.18645	 0.51877	-0.38148	 0.65502
Fam198a	   1.5088	-0.080108	-0.041074	  0.17769	   1.6391	  0.76206	 0.098618	-0.099786	  0.49632
Gna11	  0.90866	-0.093846	 -0.28345	-0.078963	  0.95685	-0.049847	  0.19627	   1.0743	 0.072718
Tnfrsf26	0.93692	0.17374	-0.4441	0.11129	 1.0733	0.66842	0.24957	0.35528	0.13321
Gm12359	  1.2457	 0.23046	-0.58262	 0.63052	 0.65108	 0.75243	  0.2896	-0.38223	  0.6809
Nap1l5	  1.0006	   0.589	-0.59688	 0.27871	 0.27315	 0.52519	 0.74483	-0.38076	 0.28592
Lrrc39	  0.77739	  0.20529	 -0.50075	-0.050321	  0.43785	   1.4169	 0.043008	 -0.28555	  0.46254
Dmkn	    1.067	 -0.25576	 -0.46826	  -0.2844	    1.082	  0.87394	 -0.47577	  -0.3472	-0.055392
Patl2	 0.78562	 0.12561	-0.47102	 0.36203	 0.82972	  1.1599	0.068395	-0.27331	-0.96704
Cd34	  1.0035	  0.2281	-0.67671	 0.70658	  1.6091	 0.75698	-0.13408	 0.78986	  1.1487
Rasip1	  0.95629	   0.3076	-0.081099	   1.6111	   1.5205	  0.64545	-0.064242	  0.68846	   1.0754
Esam	  0.42419	  0.37225	 -0.84009	   0.8324	   1.1304	  0.22421	 -0.36571	-0.032035	   1.2838
Pdlim7	  0.27853	  0.28639	 -0.34269	   1.4365	  0.92464	  0.45313	 -0.17755	-0.042343	  0.58762
Ppap2a	   0.38458	   -0.4754	   0.19323	    1.7818	     1.283	   0.65818	-0.0058863	   0.06605	   0.38826
Dcun1d4	  0.56286	   0.5437	  0.23455	 -0.87107	   1.6287	-0.064605	 -0.63922	  0.66924	 -0.60585
Sigmar1	 0.61501	 0.46931	 0.14339	-0.63358	  2.1953	 0.33726	       0	       0	       0
Ccr6	  0.93674	   1.0419	-0.016626	   1.5537	  0.67112	 -0.18746	   1.0455	  -1.0154	  0.32472
Tnfsf4	 0.41635	 0.56391	 0.58528	  1.9815	  0.4711	-0.61205	  1.5285	-0.51541	  1.3433
Gm16712	 1.0529	0.24227	 1.0777	 1.1863	0.77204	0.11972	 0.7866	 -1.435	 1.0641
Slco5a1	 0.18464	  1.2645	  1.0578	  1.1117	 0.49566	-0.31096	 0.56137	 -1.5919	   1.191
Utf1	  -0.2773	  0.86636	  0.94441	   1.3815	  0.51572	-0.031762	  0.16775	  -1.3155	  0.65327
Cdo1	 1.6337	 1.8177	0.97128	0.69934	0.25067	  1.385	 1.3623	-1.8653	0.53216
Gm16617	  1.2625	  1.5682	 0.46308	   1.334	-0.18282	 0.60923	  1.1743	 -1.0315	 0.31168
Tnfrsf4	 0.88569	  1.9782	 0.79086	    1.16	-0.28488	 0.38274	  1.3598	 -1.3055	 0.72023
Lrrc71	0.28171	 1.2402	0.25506	 1.3096	0.67548	0.76392	 1.2385	-2.4183	0.36618
Ms4a6d	 0.66093	  1.4528	  0.4648	 0.73356	-0.16657	 0.19589	 0.69635	 -2.1639	 0.19298
Plet1	 0.68342	  1.1502	 0.41746	 0.33631	 0.38109	-0.54016	   1.467	 -1.8026	  0.1592
Gm128	  1.2994	 0.63223	 0.34385	 0.92435	-0.12096	  1.0619	  1.1244	 -1.9942	  0.9648
Tmprss9	   1.0308	 -0.14618	  0.95133	  0.72072	-0.082205	  0.85417	   1.4767	  -1.3967	   1.1635
Krt222	  0.54171	 0.048361	   1.2281	   1.0426	-0.071473	  0.76247	   1.6603	  -2.5186	  0.35746
Grk5	  1.3489	  0.2731	  1.7686	  1.2158	-0.03009	-0.49807	 0.11289	-0.99074	-0.11938
Zfp459	  0.47804	   1.2334	    1.556	  0.90527	  0.67259	 -0.49231	-0.097337	 -0.97448	 -0.59707
Hoxa1	  1.3186	  1.0912	  1.6752	  1.5162	-0.92838	   0.212	-0.35605	 -1.7916	-0.22733
Mab21l3	  1.4447	  1.0406	  1.2875	  1.7086	 -1.0229	 -0.3258	 0.67104	-0.91413	 0.74633
R74862	   1.3626	   1.0299	   2.0386	  0.89922	  -0.2144	-0.041679	  0.43779	 -0.22122	   1.2166
Adamdec1	0.057398	  1.3416	 0.50452	  1.6546	  1.2226	-0.90483	       0	       0	       0
Nck2	 0.63272	 0.41947	  0.6039	  1.4835	  1.7632	-0.62445	 0.65983	 0.40613	 0.28956
Il12b	  0.4275	 0.91619	  1.9591	  3.0775	  1.5064	-0.50376	  1.0255	  1.0853	-0.19078
Abca6	 -1.1185	 0.95549	  1.9681	  0.9901	 0.43965	  1.2244	0.028283	-0.79767	  1.3257
Arl5c	 -1.2353	    1.12	 0.52694	 0.58434	 0.30372	 0.29179	-0.47414	 0.20871	 0.84894
Rab6b	 -1.7405	 0.64804	 0.65425	 0.59729	  1.1308	 0.44564	-0.34499	-0.14781	  0.1176
Nceh1	-0.74479	  1.6205	 0.71487	 0.40849	  1.3433	  1.1864	 0.28372	 0.87961	 0.66214
Adora2a	-0.80165	  1.6995	  1.7254	   1.497	   0.997	  1.1791	       0	       0	       0
Dab2	-0.93395	  2.1051	   1.643	  2.9031	  1.2919	  1.5203	       0	       0	       0
Fxyd2	 -1.1433	  1.8762	 0.76519	  2.0737	 0.43013	 0.51013	 0.24371	0.057793	-0.51846
Esr1	-0.34779	  1.1721	  1.7745	  0.9414	 0.76685	  0.7094	 0.21501	-0.69613	-0.98366
Tenm4	-0.60307	   1.357	  1.8403	 0.53885	 0.58954	 0.91769	 0.36094	  -1.384	 -1.1779
F5	  -1.0645	  0.69274	   1.4499	 -0.14603	   1.2625	   1.2065	-0.049663	  -1.1133	  -1.7969
Alpk3	0.014957	 0.33082	 0.92288	0.018117	 0.54347	  0.6034	  1.1508	 0.67382	 -2.0652
Igsf11	 0.2989	0.83968	0.43887	 0.3531	0.30033	0.50101	 1.5128	  0.406	-2.1232
Map6d1	0.32561	0.45922	0.52956	0.44326	0.93311	0.42665	 1.8756	  0.757	-2.1151
Snord83b	-0.31321	0.094543	 0.02026	 0.84245	 0.46428	 0.80662	  1.6611	   1.235	 -1.5711
Slc22a18	  1.181	 0.1973	0.54471	0.78809	0.72365	0.39647	 2.2393	 1.1685	-1.3151
Ccr10	0.11175	0.17913	0.24233	0.24466	 0.6146	0.78345	0.33152	0.82767	-2.4844
Cd244	-0.15559	 0.54301	-0.38852	  -0.609	 0.62709	 0.61375	-0.01267	  1.2033	 -2.4766
Chrna2	  0.59806	  0.42608	 0.059606	-0.018259	  0.22831	  0.55901	  0.21533	   1.8201	  -1.8859
Noxa1	0.32351	0.44185	0.32635	0.50185	0.32579	0.56284	0.90684	  1.653	-2.1585
Bend4	-0.049554	 0.020293	 -0.50051	 -0.63978	   1.8564	   1.0471	   1.9015	  0.60486	  -2.7913
Nme4	 0.015476	 -0.18518	 -0.54252	-0.037279	   1.3581	  0.14794	   1.6508	 -0.35399	  -2.1736
Ankrd9	0.80975	0.59288	 1.2742	0.59306	0.51873	 0.7402	0.28625	0.37741	-1.5412
Pcdhb14	  1.1071	 0.66199	  1.2089	 0.70048	   0.532	  1.1188	 0.30089	0.017785	 -1.4139
Plcd3	 0.31284	 0.90833	  0.8965	0.055879	0.046508	 0.56618	 0.88879	-0.36135	  -1.303
Pou2f2	0.28456	0.44503	0.92781	0.65467	0.33209	0.48261	0.95194	0.18106	-1.3941
Hlx	 1.0197	 1.4371	 1.3031	0.31246	0.30942	0.15864	 1.0812	0.11357	-1.5412
Cpq	 0.84335	-0.14425	  1.5127	 0.76114	-0.45534	0.070426	 0.15652	 -0.4802	-0.94908
Gm11696	   1.0763	  0.17889	   1.1887	  0.89081	 -0.15934	  0.28215	   0.2694	-0.098665	 -0.81375
Pou6f1	    1.139	   0.4316	   1.1034	   1.1202	 -0.32876	  0.46953	  0.82791	-0.098423	  -0.9499
Gm3086	  0.81095	  0.37776	   1.3356	  0.76595	-0.071538	  0.58174	  0.54964	 -0.55167	 -0.65676
Iqsec2	 0.76142	  0.7879	  1.3863	 0.98562	0.044967	 0.26089	 0.95203	-0.21899	-0.48647
Hspb9	   1.162	 0.37658	  1.5434	 0.38492	-0.19712	 0.96444	 0.88523	  0.7152	-0.16366
Klrb1a	 0.92771	 0.16575	  1.6989	 0.70547	-0.20409	 0.57982	 0.84425	 0.36532	-0.84996
Fam78b	  1.2301	0.062734	  1.9301	  1.7556	-0.82531	 0.50178	 0.56759	 0.56963	 -1.0374
Chst3	 0.43522	 0.50898	  2.0577	 0.54214	 -1.0702	-0.18526	 0.97167	 0.75034	-0.91014
Ubtd1	  0.34893	  0.67505	   1.5479	  0.14578	-0.021687	 0.042451	  0.70618	   1.2913	 -0.83805
Kcnk13	-0.081989	   1.0138	   1.4929	 -0.06804	  0.37084	  0.60691	  0.73254	  0.17646	 0.064802
Rab4a	-0.15156	  1.0345	    1.19	 0.15317	 0.35537	 0.36469	  1.0147	 0.44651	0.019574
Lyz2	-0.083486	   1.0818	   1.8844	 -0.36713	  0.20362	  0.36515	   1.0756	  0.62763	 -0.10742
Bahcc1	  1.0436	 0.43828	  1.4989	  1.3664	 0.69241	  0.4672	    1.45	-0.16019	 -2.0672
Ccl22	  0.40373	  0.54312	   1.4949	   1.7477	 -0.26219	 -0.50082	   2.2285	-0.065215	  -1.6184
Jdp2	 0.19471	-0.26313	 0.96395	  1.9271	-0.34954	0.071827	  1.0756	0.015085	 -1.8702
Cd19	 0.30642	  0.8582	 0.22427	 0.83727	-0.25933	-0.45382	  1.1252	 0.15203	  -1.174
Myb	   0.35821	    1.5321	 -0.053751	   0.65096	  -0.25571	-0.0089947	    1.5586	   0.21685	   -2.3162
Rapsn	-0.25742	  1.1182	 0.21896	0.011516	 -0.6163	 0.49979	   1.281	-0.28964	-0.78957
Zfp704	  1.1399	 0.83429	-0.36727	 0.16449	-0.49804	 0.26802	  1.0567	-0.13825	-0.85625
Sh3tc1	  1.3494	   0.892	 0.88674	 0.76802	-0.98575	 0.24612	  1.1094	 0.23462	 -1.7267
Tm4sf5	 0.81632	  1.2651	 0.58371	  0.9757	 -1.0987	 0.38207	 0.35218	-0.20109	 -1.6985
Ehd3	   1.5894	  0.85811	-0.084558	   1.4306	  0.35366	  0.56527	  0.90005	-0.097579	 -0.90975
Itga9	   1.5422	    1.071	-0.020052	   1.6042	 -0.34129	  0.39016	  0.37199	  0.25748	 -0.70965
Ppifos	   1.4859	  0.63764	0.0051161	    1.117	 -0.71464	  -0.1167	  0.50665	   0.7922	 -0.74431
Gnat1	 0.41973	  1.2408	-0.80534	  1.0577	-0.14163	 0.11897	  1.3509	 0.85102	 -1.0756
Tnfaip8l3	  0.4569	  1.3304	0.055315	  1.0576	-0.28391	 0.92672	  1.7812	   1.249	 -1.0533
Ifitm1	  0.41235	  0.99232	-0.072236	   1.4629	 -0.51109	 -0.06386	   1.7058	   1.1183	 -0.18472
Sult2b1	 0.89348	   1.061	-0.30326	   1.164	 -1.5466	 0.70755	  1.3604	  0.3673	-0.52913
Arhgap10	  1.0578	  1.5565	  1.7737	-0.56829	   1.291	  1.8092	-0.22615	-0.41154	 0.62279
Tlr2	 0.18674	  1.4566	   2.089	-0.13685	 0.72872	   1.456	-0.11187	-0.53669	 0.89775
Lyz1	 1.2124	 0.9541	 2.5476	 -1.077	0.36554	 2.2826	      0	      0	      0
Acsl3	0.26069	0.57805	 1.3381	0.74794	0.66413	0.88388	 1.5727	0.71537	 1.2561
Ssh3	0.66951	0.36128	 1.5676	0.55774	0.48889	0.84138	 1.4187	0.38234	 1.2821
Fsd1l	0.99116	0.12873	 1.1204	0.71776	0.75476	 1.4157	 1.8058	0.25764	0.59036
Rufy3	0.56468	0.57918	0.61652	 1.0354	0.46664	 1.1642	 1.4622	0.20745	0.53099
Ano7	0.25318	0.20446	 1.4474	0.66637	0.31416	0.37148	 2.3745	0.47119	 1.0472
Cd24a	  0.68062	  0.47213	   1.6291	  0.34794	0.0004962	  0.55459	   2.4364	  0.18481	  0.63668
Stk32a	-0.10899	 0.32681	  1.1955	0.031369	 0.62902	 0.35492	  2.1085	 0.14451	 0.30022
Ankrd35	 -0.35961	  0.99548	  0.74459	  0.44538	  0.54635	  0.85914	   1.9971	-0.048437	  -0.2757
Tk1	-0.01799	  0.7413	 0.20799	  1.1558	 0.47804	 0.46779	  2.2038	 0.18545	 0.18622
Utp14b	 0.21052	 0.60912	 0.77476	 0.82204	 0.65154	 0.77877	  2.2632	-0.15046	 0.47222
Ifitm10	 0.33383	 0.25387	 0.51758	 0.25801	 0.24681	 0.94335	  2.1681	-0.14418	-0.86761
Sds	 0.52584	 0.25656	  0.9035	 0.45378	  0.4033	  1.3322	  2.6208	 0.45255	-0.19797
Ccl1	 0.71725	 0.48568	 0.85889	 0.90948	 0.89882	 0.68658	   3.157	-0.26945	  1.4171
Fscn3	0.96769	 0.2621	0.44955	0.76101	 0.6274	 1.2075	 2.7929	0.38554	 1.0348
Galnt6	 0.11329	  1.0768	-0.38867	  0.1891	   1.117	 0.89263	  1.6718	 0.45238	  1.2112
Tnfrsf23	 0.65333	 0.28262	-0.14676	 0.51146	  1.0986	  1.1716	   1.886	0.037547	 0.52596
Il6ra	   0.83441	    1.0205	   0.31425	  0.060855	 -0.068605	-0.0062761	     2.865	  -0.12135	    1.0907
Lat2	0.93574	 1.5508	 1.1439	0.10303	0.45934	0.68041	 2.1546	0.57289	  1.401
St6gal1	  0.72827	   1.1736	   1.0906	-0.042616	 -0.22667	  0.33632	   2.0689	   0.3506	   1.6259
Ak8	   0.62243	   0.58546	    2.3695	    1.1655	  0.030132	    1.2021	    1.1078	   -1.3309	-0.0045116
Plcd1	    1.033	   1.6355	   1.9853	    2.041	  0.26453	    1.318	   1.8769	  -1.5269	0.0059424
Cadm1	 1.2472	0.48018	 1.3956	0.97698	0.43508	  1.216	 1.8222	-1.2347	0.21509
