	SFB_v_GF_CD11b-CD103-	SFB_v_GF_CD11b-CD103+	SFB_v_GF_CD11b+CD103-	SFB_v_GF_CD11b+CD103+	SFB_v_GF_Monocyte	SFB_v_GF_Macrophage	SFB_v_GF_CCR6-ILC3	SFB_v_GF_CCR6+ILC3	SFB_v_GF_SCA+CCR6+ILC3	DKO_v_JAX_3day_CCR6-ILC3	DKO_v_JAX_3day_CCR6+ILC3	DKO_v_JAX_eday_SCA+CCR6+ILC3
Mrps16	 -0.1897	-0.12047	 0.57855	 0.28586	 0.36771	 0.99103	-0.14131	 -1.6402	-0.40199	 0.13353	  -1.106	-0.30454
Dusp22	-0.038697	 0.021726	  0.18616	  0.18569	  0.21712	  0.27786	 -0.16477	   -1.324	 -0.83852	 -0.73961	   -1.483	  0.86636
Hdc	 0.46585	-0.42588	0.073653	 0.38498	 0.63314	 0.48444	-0.07811	 -1.9019	-0.99573	-0.14628	 -1.0533	 0.51057
Mrpl41	 0.019831	0.0091291	   0.2034	 0.091396	  0.56225	  -0.1354	   0.1494	  -1.7782	 -0.68842	 -0.39659	 -0.76175	  0.37998
Auh	   0.9079	  0.43497	  0.28196	  0.84243	  0.75968	  0.48759	 -0.11223	  -1.6806	 -0.38848	-0.024642	  -1.5035	  0.10354
Hsd17b7	 0.56432	 0.26228	 0.16337	 0.61766	 0.70591	 0.44899	-0.07227	 -1.3168	-0.43472	 0.42447	 -1.0367	 0.11807
Lysmd4	 0.62051	 0.35626	 0.80434	 0.40539	 0.35218	-0.15134	0.091965	 -1.2127	-0.59941	 0.14004	 -1.0736	 -0.1946
Eid1	  0.42171	  0.55352	  0.97811	   0.4582	  0.28392	  0.60845	 -0.99348	  -0.8302	 -0.38239	 -0.31385	  -1.3338	-0.084745
Twistnb	 0.51546	 0.33264	 0.88094	 0.48719	 0.35825	    0.53	-0.85895	 -1.0016	-0.63178	-0.12217	-0.80522	 0.12758
Lrif1	 0.57934	 0.11206	 0.72447	  0.5777	 0.33177	 0.47722	-0.53588	-0.94813	-0.40536	 0.36726	 -1.2908	 0.37527
Zfp672	 0.27138	-0.13949	   0.709	 0.49085	 0.54445	 0.27555	-0.45205	 -1.1388	-0.63089	  0.2851	 -1.0517	 0.16859
Rnft1	 0.63218	 0.58131	 0.41639	 0.32721	 0.48525	 0.52115	-0.90825	  -1.202	 -1.1341	 0.31683	 -1.1779	-0.34147
Zdhhc14	    0.6929	   0.68485	   0.48282	   0.46271	    0.5127	-0.0034661	  -0.72311	  -0.85678	  -0.66091	  0.061834	   -1.1687	 -0.036088
C1qtnf6	   1.3937	  0.76622	   1.1371	  0.31634	  0.11832	  0.68172	 -0.34258	  -1.6701	 -0.67598	-0.024866	  -1.1767	    0.202
Eif1ax	 0.75477	 0.73383	 0.68762	 0.30763	 0.28028	 0.82665	-0.28224	 -2.0375	-0.80471	  0.5693	 -1.4439	 -0.5227
St6gal1	 0.90027	 0.67912	 0.49435	 0.18149	  0.8612	 0.77053	-0.18852	 -1.6353	-0.19639	 0.07806	 -1.6328	-0.51977
Ankrd50	    0.49977	   0.023852	-1.4152e-05	   -0.87003	     1.3197	    0.69374	    0.35788	    -1.5061	   -0.13416	   -0.29875	    -1.2218	   -0.04105
Cbwd1	  0.34507	  0.22263	  0.76431	 0.071692	   1.8497	  0.39455	-0.030947	   -1.768	  0.26858	  0.34806	  -1.5012	  0.18577
Fas	 0.58957	-0.34523	  1.2417	 0.29224	 0.69707	 0.53725	-0.29089	 -1.5007	 0.47609	-0.54227	 -1.5512	0.051958
Zscan2	   1.1309	 -0.26284	  0.49095	-0.038646	  0.89536	   0.4824	-0.022667	   -1.775	  0.31652	 0.011642	  -1.4694	  0.25913
B4galnt4	  0.14414	 -0.37324	  0.73985	 -0.33548	   1.2081	 -0.34507	 -0.56034	  -1.1423	 -0.09049	  0.31782	 -0.65843	-0.021125
Clcf1	 0.23996	-0.14275	 0.51322	-0.30154	  1.1354	-0.19247	 0.26626	 -1.4608	0.094188	 0.44764	-0.62051	-0.20449
Wfs1	-0.45346	-0.27001	 0.68778	 -0.4819	  1.5086	-0.57006	-0.63178	 -2.2208	 0.22907	 0.27854	-0.36904	0.070683
Gtf2e1	-0.072919	 -0.23073	  0.20711	 -0.21416	   1.2035	  -0.1907	-0.031199	  -1.3514	 -0.19592	 -0.45244	  -1.3566	 0.024815
Mrps23	  0.13985	-0.065647	  0.41209	 -0.34622	  0.40496	-0.067169	 -0.13474	  -1.9546	  0.20232	 -0.46589	  -1.3093	 -0.61324
Polr1b	  -0.83654	 -0.082709	    0.3076	  -0.14342	   0.52804	  -0.55283	-0.0024692	    -2.066	   0.18011	 -0.083486	   -1.3113	  -0.15235
Rab11fip3	-0.46949	-0.51864	 0.40983	-0.16463	  1.4485	-0.32713	-0.20087	 -2.0749	 0.10863	  0.1252	 -1.5865	-0.23297
Hook2	 -0.50043	 0.081519	  0.10978	  0.19122	  0.93576	0.0087512	 -0.64799	  -1.2699	 -0.23833	  0.14241	 -0.97287	 -0.10129
Mrps28	  0.03513	-0.038865	 -0.17302	 -0.15605	   1.3044	  0.22871	 -0.52612	  -1.7106	 -0.31029	 0.097603	 -0.90776	 -0.34103
Psen2	-0.74884	0.088414	-0.26222	 0.18325	 0.62277	 0.39888	-0.06651	 -1.5912	-0.36305	-0.14777	-0.63514	 -0.4649
Net1	0.059805	 0.10222	-0.47523	 0.16275	  1.8894	 0.54174	0.086045	 -1.7948	-0.39732	 -0.1685	-0.77187	-0.22022
C2cd2	 -0.23346	  -0.4298	  0.73291	 -0.47204	  0.26956	 -0.18597	 -0.67004	  -1.7629	  -0.6213	-0.082453	 -0.70664	 -0.29871
Exo5	 -0.10649	  0.36511	  0.47062	 -0.52184	  0.28756	-0.084985	 -0.85636	  -1.7614	 -0.23371	 -0.60347	 -0.58037	  0.21637
Dsn1	  -0.1622	  0.77124	 0.061187	 -0.21412	  0.16909	 -0.60643	 -0.50542	  -1.4965	 -0.09198	-0.085101	  -1.0125	 -0.34439
Stradb	  -0.27142	   0.15888	  0.073081	  -0.32014	   0.51341	  -0.93778	   -1.1078	   -1.1862	0.00097178	   0.30057	   -1.2318	  0.074541
Ska3	-0.073835	 -0.10831	 -0.19056	 -0.69251	  0.98868	-0.010661	   -1.222	  -0.8668	 -0.83688	  0.25377	  -1.1524	 -0.39357
Nap1l5	-0.079431	 -0.44492	    1.021	 -0.51802	-0.045819	  0.12681	  -0.8158	  -2.5063	   0.1004	 0.095645	  -1.3719	 -0.64629
Arhgap11a	0.012543	 0.16282	-0.18213	-0.20741	-0.34514	-0.28754	-0.76435	 -1.2948	 -1.3247	-0.28294	  -2.612	0.093921
Top2a	 -0.11672	 -0.40154	 -0.17079	 -0.34433	0.0091531	 -0.28015	  -1.5997	  -2.0035	    -1.26	 0.089754	    -1.95	 -0.27394
Txndc15	 -0.27381	   0.1016	  0.45457	-0.069689	  0.45232	 0.059622	  -1.1553	  -1.3268	  -1.5955	 -0.27752	  -1.5644	 0.041931
Ercc6l	  0.15386	 -0.43451	 -0.11177	 -0.31972	  0.98288	  0.18178	 -0.85674	  -2.4935	 -0.85084	-0.077138	  -1.9131	  0.24246
Mars2	-0.39508	 0.31874	0.024987	 0.32385	 0.13052	-0.85985	-0.54718	 -1.1969	-0.65071	-0.67922	 -1.7569	-0.89217
Stmn1	-0.23106	-0.22349	-0.29422	-0.49215	 -0.4029	-0.41721	-0.84054	 -1.2882	 -1.7694	-0.64555	 -1.2224	-0.93072
Angptl7	  0.87231	  0.70758	 0.043648	  0.20934	 -0.52898	  0.47029	-0.014654	  -2.1166	  0.95092	    1.148	 -0.31746	 -0.68362
Sorbs3	 0.62739	   1.532	 0.09303	 0.27934	-0.17455	 0.09628	-0.12209	 -1.5843	-0.11893	  1.2029	 -1.3219	0.015179
Ehhadh	  0.0668	 0.80843	-0.84354	 0.37606	-0.63837	 0.15618	 0.74757	  -2.444	 0.40112	 0.27186	-0.45774	 -0.3773
March8	 0.56236	  1.1002	 -0.3784	 0.64764	0.018567	-0.25966	     0.2	 -3.1263	 0.35717	-0.11224	 -1.1857	-0.25716
Mcam	  0.3004	  1.2645	  -0.514	 0.45619	-0.92041	 0.27782	 0.42037	 -1.6741	 0.54063	 -1.3774	-0.39066	-0.84615
Agrp	-0.26444	-0.27016	0.042974	 0.23381	 0.78925	-0.11304	-0.31873	 -1.1064	 0.54039	-0.89221	 0.93699	 -1.1098
Nup133	-0.43571	-0.39872	-0.37154	-0.55595	 0.73366	-0.65931	-0.32122	 -1.5915	 0.89118	-0.27242	  1.0876	-0.47151
Pkn3	 -0.5296	-0.90492	-0.41562	-0.49825	 0.49141	-0.49749	-0.56884	-0.99259	 0.92531	-0.99129	  1.6533	-0.48446
Ankrd61	   0.1461	  0.42983	  -1.4947	 0.065174	  0.63024	-0.033766	 -0.35871	  -1.0336	  0.34181	 -0.90893	    1.442	 -0.59548
Lrrc14b	-0.030021	  0.55387	   -1.471	  0.20073	  0.29623	 -0.64336	 0.022131	  -1.2942	 0.092605	 -0.83761	  0.71702	 -0.32768
Zfyve28	 0.034522	-0.035903	  -1.3804	   0.1161	  0.54841	 -0.16774	  0.46133	 -0.70553	  0.85615	  -1.2458	   1.2083	 -0.58708
Prmt7	 -0.19799	-0.019308	  -1.0778	 0.067579	  0.47254	  -0.8217	  -0.8455	  -1.0347	 0.037169	 -0.56566	  0.72833	  -0.1702
Lyrm7	-0.44349	 0.45463	-0.95771	-0.19096	-0.26968	-0.32878	-0.42852	-0.84923	 0.19551	-0.70446	  1.5801	-0.61268
Zfp85	-0.70762	 0.21953	 -1.1411	0.019939	-0.95505	-0.58888	 -1.0777	-0.70313	 0.49006	-0.77817	  1.5401	-0.36363
Fbxo40	 -0.5364	-0.26231	-0.78201	 0.35021	-0.24934	 0.24124	-0.63166	 -1.2422	 0.84759	 -1.2585	   1.294	 0.43397
Gm14634	-0.33703	 -0.3436	 -1.1871	0.087429	-0.18682	 0.25983	 0.37847	 -1.5288	 0.38285	 -1.5019	 0.86295	 0.19668
Snx22	-0.83728	-0.23649	 -1.3056	-0.13048	-0.73255	0.032197	 0.19448	 -1.6887	-0.49897	 -1.1865	  1.5221	 0.61105
Camk2n2	-0.076865	 -0.51237	 -0.65356	  -1.1628	  -0.2977	 -0.45377	  -1.3257	  -1.5771	  0.44674	  -1.2222	  0.70323	  0.31087
Gm21284	 -0.8768	  0.2375	-0.97988	 -1.1876	-0.85803	-0.25226	 -1.0264	 -1.2917	 0.29406	 -1.4912	  1.4354	0.023124
Alg1	-0.29897	 0.34256	0.022059	-0.16812	 -1.1697	  0.1947	-0.38505	 -2.0878	  -1.095	-0.94458	 0.55852	-0.59294
Jpx	-0.70133	 0.41577	 0.66264	-0.13568	-0.39912	-0.63594	-0.33347	 -2.3487	 -1.2239	-0.84066	 0.14814	-0.70445
Tcf24	 -0.30213	  0.66491	 0.018299	  0.51521	 -0.72561	 -0.61062	-0.070936	  -1.4623	 -0.24457	 -0.87382	  0.77464	   0.2359
Tomm6os	  0.26826	  0.76282	  -0.1941	-0.098787	 -0.37364	 -0.60318	  -1.0348	  -1.4981	 -0.97609	  -1.1403	  0.58856	 -0.17569
Cdc20	-0.39366	-0.32626	-0.84191	-0.42018	-0.15464	 -0.5879	-0.19221	 -2.5111	 -1.3629	 -1.3631	  0.4664	-0.30318
Nudt13	-0.62677	 -1.2019	-0.31076	-0.52377	-0.84854	-0.49527	 -0.9237	 -1.9277	-0.97083	-0.95284	 -0.1964	-0.76824
Cdca3	-0.17912	-0.97292	-0.61519	-0.67742	 -1.3734	 -1.1542	-0.36917	 -1.2865	-0.35438	 -1.5287	 0.31053	-0.50604
Mir7675	-0.72633	-0.77846	-0.42551	-0.34029	-0.79417	-0.74141	-0.35157	 -0.3502	-0.18576	 -1.4239	  0.3807	-0.60495
Zfp647	-0.77123	-0.35397	-0.30464	-0.35162	-0.71741	-0.73962	 0.32365	-0.85661	0.055859	 -1.0883	 0.57818	-0.20744
Stard8	 -0.99744	 -0.63971	 -0.78128	  -1.1043	 -0.74262	 -0.99018	  0.49705	  -1.4168	-0.080756	  -1.7383	 -0.12981	 -0.74092
Chchd7	 -0.45836	 -0.26037	-0.098926	  0.24713	 -0.16449	 -0.54403	 -0.43802	  -1.8279	  0.91519	 -0.39375	 -0.13872	 -0.58715
Dnajc11	-0.24992	-0.20133	-0.55662	0.069597	0.099277	-0.80744	-0.28119	 -1.0625	 0.56907	 -0.2084	-0.14288	-0.45914
Nupl2	 -0.50644	 -0.16194	  -0.2393	-0.050174	  -0.2691	  -1.0812	 -0.25471	  -1.2153	  0.69152	 -0.93888	  0.22705	 -0.40132
Slc37a2	-0.27047	 -0.6317	-0.53659	-0.25265	-0.40001	-0.56372	-0.85597	 -1.9165	 0.41341	-0.89277	-0.33976	-0.44106
Xrcc6	-0.58463	-0.44827	 0.23577	 -0.1417	-0.70108	 -1.1643	-0.70043	 -2.2219	  0.1163	-0.77762	-0.17191	-0.48023
Selo	-0.12917	-0.33114	-0.29987	-0.21456	  -1.282	-0.93986	 -1.5848	 -1.5759	-0.35549	-0.15896	0.047382	-0.80723
Zfp184	 -0.83069	 -0.52567	 -0.20426	 -0.33111	  -1.4142	  -1.0965	 -0.67042	   -1.706	   0.2544	-0.041112	  0.55525	 -0.80719
Ociad2	 -0.16748	  0.34622	  -1.2987	 -0.98619	 -0.11383	 -0.87591	  0.27701	  -1.6143	  0.78971	 -0.31639	-0.030233	 -0.38739
Zfp764	-0.82477	 0.55225	-0.86964	-0.83336	 0.15566	-0.29459	-0.48724	 -2.2525	  1.0867	 -0.5944	0.028818	-0.35512
Fam69b	  0.1448	 -1.2453	-0.25194	-0.56085	  1.0624	-0.56284	0.025077	-0.96276	-0.55814	 0.58319	-0.42359	 0.18062
Icos	-0.082388	 -0.41557	 -0.30811	   -1.075	  0.86569	 -0.62927	 -0.25357	 -0.73264	 -0.71821	  0.22643	 -0.44122	-0.027164
Mecr	-0.12982	-0.55542	-0.83036	-0.66652	 0.86199	-0.60935	-0.46059	-0.89727	 0.16024	  1.1018	-0.22595	 0.17523
Hist3h2ba	 -0.28934	 -0.31931	 -0.55829	-0.054948	  0.51731	  -1.1029	 -0.34076	   -1.188	  0.27034	  0.44163	  0.40877	   1.2119
Prrt1	 -0.42917	 -0.32881	 -0.97762	 -0.42918	   0.5493	  -1.1708	  0.36179	 -0.79978	 -0.16427	  0.19142	-0.097508	  0.46096
Snora74a	-0.59815	 0.31149	0.079585	-0.19044	  1.3205	 -1.0786	0.094754	-0.33132	-0.98671	 0.71063	-0.54135	 0.64598
Galr2	-0.23379	-0.58004	-0.57846	-0.53262	  1.2826	-0.57694	 -1.4262	-0.61071	-0.11621	 -0.1401	 0.47172	 0.82011
Rac3	  -0.42716	   0.62984	  -0.46295	  -0.51299	    1.6628	  -0.38034	  -0.62944	 0.0049208	   0.63282	0.00089046	   0.22811	0.00036863
S100b	  -0.50372	 -0.032247	  -0.51653	  -0.28132	    1.3114	  -0.21268	-0.0024256	 0.0051534	   0.57764	0.00093456	 0.0064992	   0.89589
Gpsm2	 -0.4585	 0.50249	-0.42535	-0.56057	 0.62374	-0.12722	  -0.813	 -1.1638	 0.86714	 0.43505	 0.27863	-0.49051
Kcnk7	 -0.42959	  0.53068	  0.20093	-0.010551	   1.3221	 -0.41806	 -0.98213	  -1.0588	   1.3051	   0.7857	 -0.11356	   -1.006
Rab3a	 -1.3887	-0.12972	-0.38996	 0.33097	  1.1346	-0.63734	 -0.8556	 -1.4359	 0.39695	  1.1977	0.016871	-0.84431
Rundc1	-0.23696	0.029513	-0.34432	 -1.2652	-0.02139	 -2.5044	-0.13666	-0.83422	 0.38467	 0.28244	-0.26514	-0.26359
Akap5	 0.56192	-0.24807	 0.94933	 0.25952	 0.12441	 0.58858	-0.11588	 -2.8206	 0.88403	 0.57621	-0.49543	  1.1819
Ccr1	  0.62133	 -0.50754	    0.375	  0.40473	-0.039771	  0.44429	  -0.5235	  -2.4604	  0.66837	 -0.15274	   -1.226	   0.5583
Map7d2	 0.90808	-0.10735	 0.45504	 0.35568	 0.43925	 0.50263	 -1.1346	 -1.7641	  1.2453	-0.22768	 -1.1808	 0.26442
Thbs3	 0.29579	 0.31655	 0.72491	 0.36421	 0.04406	 0.59202	  -1.588	  -1.491	 0.53413	-0.54987	-0.69271	0.058535
Snord71	 0.71388	 0.63745	 0.37337	-0.11048	 0.51228	 0.19742	-0.93824	 -1.1907	  1.8087	 0.41367	 -1.0167	  0.4766
Nmrk2	 0.46237	 0.70876	   1.569	 0.80778	 0.18212	 0.13343	-0.21054	 -2.2684	   1.062	 0.48884	-0.59946	-0.65957
Ppp1r3fos	 0.38203	-0.35559	   1.547	 0.33239	 0.33139	 0.27075	  0.1762	 -1.5097	  1.3504	-0.34003	 -1.0061	-0.67192
Pdgfrb	   1.4423	   -1.169	    1.152	 -0.37516	  0.21216	 0.074119	 0.041575	  -1.6886	  0.97542	-0.095877	 0.029364	  0.28444
Adcy3	 0.42233	-0.60512	 0.24218	-0.11507	-0.18377	-0.12864	 -2.1288	 -1.3929	 -1.1228	 0.57606	 0.13746	 0.49656
Mest	  0.34313	 -0.18867	  0.77892	 -0.42178	  -0.7766	 0.010598	  -1.4889	  -1.9994	 -0.94039	-0.063227	  0.65489	  0.35612
Shcbp1	  0.19779	 -0.53931	 -0.10621	  0.14864	  -1.2085	  0.41281	  -1.6757	  -1.5721	-0.044414	  0.44629	 -0.25965	  0.46155
Inpp4b	 0.62532	0.096522	 0.53929	-0.64183	-0.10058	 0.51168	-0.98356	   -2.89	  -0.976	 0.17712	 0.69984	-0.22408
Rgs18	  0.3483	-0.18577	-0.16487	-0.57305	 -0.2805	 0.38248	-0.80547	 -2.1268	 -1.4128	 0.54374	  1.0229	-0.76582
Naglu	-0.0084219	   0.12136	   -0.4336	  -0.63798	   0.78426	  -0.13757	    -1.149	    -2.152	  -0.64591	  -0.73333	   0.26304	  -0.98564
Col18a1	-0.77196	 -0.6747	 -1.0324	-0.27778	 -1.1846	 0.96087	-0.49443	  -1.835	-0.28537	 0.33727	   2.352	 0.89595
Gm20939	 0.27162	 0.36282	 -0.4853	 0.10305	 -1.0141	 0.47433	 -1.3591	   -1.65	-0.37203	-0.18862	   1.784	0.050796
Spata7	 0.24584	 0.26659	-0.61269	-0.64187	 -1.2357	 0.57013	 -1.0069	 -1.6186	 -1.1217	 0.19074	  1.2612	 0.51613
Gnb4	 0.36158	 0.52008	   0.276	-0.36956	 0.30599	  1.4434	 0.45656	 -2.9056	-0.27896	 0.68696	 0.22984	-0.72136
Nek3	 -0.42796	-0.041552	   1.3568	 0.054557	  0.85693	   0.3347	   1.3303	  -2.5988	 -0.68037	  0.24802	  0.28145	 -0.59691
Creb3	-0.94407	-0.18647	 -1.1838	-0.27998	-0.40465	-0.85708	 0.34435	 -2.4443	-0.40737	-0.36096	-0.90015	-0.26943
Gm19897	  -1.2304	 -0.97782	  -1.6047	 -0.27971	 -0.27598	  -0.7267	  0.76625	  -2.0046	 -0.46252	-0.056315	  -1.0442	  0.53422
Gsg2	-0.68937	-0.13526	 -1.1702	-0.57609	 -1.4383	 -1.0114	-0.13374	 -1.7102	-0.94433	 -1.0093	-0.91189	 0.42428
Mir215	  -1.0484	 -0.72698	  -1.3709	 -0.83385	 -0.70178	  -1.0358	-0.081934	  -1.4668	  -1.2114	   -0.986	 -0.95433	  0.35531
Narf	 -0.85093	 -0.43349	 -0.67331	 -0.74539	  -0.1224	 -0.81381	-0.075997	  -1.5521	  -1.3398	 -0.26641	   -1.242	  0.23657
Tor4a	-0.57629	 -1.1118	 -1.5977	-0.73348	-0.54988	 -1.6539	0.014429	 -2.6521	-0.26541	 0.29738	 -1.5414	 0.67073
Ptprv	   -1.842	  -1.2588	 -0.13142	 -0.99853	 -0.61191	  -1.4002	 -0.27342	  -2.7175	 -0.89345	-0.079683	  -1.0597	 0.013349
Trim21	 -1.4584	 -0.6883	-0.23653	 -1.7185	 -1.3774	   -1.43	-0.54211	 -2.1561	-0.94504	 -0.2435	-0.30597	 0.19218
Tsen15	 -1.3788	-0.54587	-0.62747	-0.66861	 -1.1658	-0.96563	  0.2361	 -2.0369	 -1.0941	 0.66714	  -0.215	-0.30375
Snord35a	 -1.1945	-0.30907	-0.52672	 -1.3225	-0.51153	-0.86485	-0.29159	  -2.399	-0.28142	 0.16126	  -0.581	 0.23263
Tmem86a	  -1.1643	  0.32225	 -0.29251	  -1.4293	-0.048829	 -0.90643	  0.20515	  -2.2972	 -0.41569	 -0.50508	-0.051083	-0.046657
Alad	 0.11743	-0.32527	 0.40513	 0.11217	 0.69043	-0.58483	 0.61511	-0.71819	  1.9124	-0.37772	 -1.6772	 0.30636
Apex1	0.072276	-0.53783	-0.28086	 0.38537	  1.1338	-0.44744	  1.2972	-0.30441	  1.7046	0.005177	  -1.936	 0.67566
Tnnt3	-0.27639	 0.38054	-0.89666	0.060862	 0.87607	-0.92471	  1.4991	-0.44993	  2.0353	-0.73379	-0.33961	-0.65134
Bbs4	  0.10764	-0.039014	 -0.18203	 -0.16238	 -0.54516	-0.053122	    1.585	 -0.72606	   1.0849	 -0.15256	 -0.38803	 -0.13447
Bnip1	 -0.08577	 -0.33378	 -0.26967	-0.015722	 -0.29446	 -0.32256	   1.1544	  -0.3582	  0.98988	 -0.21373	  -1.0561	 -0.20609
Glrp1	-0.077114	 -0.91454	 -0.34036	 -0.21606	 -0.98801	 -0.33813	   1.3672	 -0.11672	   1.0119	  0.34786	 -0.69006	  0.33122
Ntpcr	 -0.45046	 -0.80517	 -0.27016	-0.087143	  -1.0683	 -0.85147	  0.92598	 -0.39826	   1.3299	 -0.29914	 -0.75391	  0.97542
Osgin1	  0.20086	  -0.6154	 -0.99271	 0.047739	 -0.56374	 -0.55241	  0.96118	  -1.0091	  0.95495	  0.41286	-0.014437	  0.40696
Snord35b	-0.68971	-0.32857	-0.82117	 0.16328	 -1.1189	-0.40841	 0.74885	-0.35834	 0.43559	-0.12493	0.033517	 0.62491
Grtp1	 0.17014	 -0.4515	 -0.6111	-0.61668	 -1.0062	 -0.3918	 0.68226	-0.30745	  2.1346	 0.25198	-0.29893	0.085177
Snora69	  0.038781	  -0.35962	-0.0070176	  -0.83252	  -0.86381	  -0.72188	   0.10306	  -0.25238	    1.6138	   0.24076	   0.29325	   0.28482
Htra4	 -0.9733	 -0.2354	-0.74471	0.082488	-0.29619	-0.33875	 0.65055	0.082875	  1.7761	  1.0297	-0.72611	0.052044
Mir6395	 -0.65011	 -0.76795	   -1.422	-0.048727	 -0.22912	 -0.52555	   1.1224	  0.13795	   1.9363	  0.37755	  0.31165	 -0.32735
Plp1	-0.42668	-0.48617	-0.58184	 -0.4452	-0.63179	 0.55998	  1.1337	-0.43604	  1.7693	 0.82637	 0.35263	-0.32196
Mir677	   -0.4896	  -0.04832	  -0.54341	  -0.61737	   0.70363	-0.0025385	    1.3439	  -0.55734	   0.84884	  0.030968	  -0.11504	  -0.16055
Tmem163	  -0.4475	 -0.55122	  -1.0048	  -1.3012	-0.090132	 0.054577	   1.5301	0.0074022	  0.87883	-0.052519	  -0.5642	-0.012052
Nsun5	-0.80918	-0.81433	 -1.1335	-0.73102	 -1.1582	-0.47151	 0.78558	-0.55058	  1.9997	 0.88203	 -1.1043	 0.92564
Alkbh7	-0.28508	-0.48912	-0.76439	-0.15359	-0.78308	-0.83991	-0.91659	 -2.0647	 0.70324	  1.4379	 -1.1112	-0.15437
Coa3	 -0.16105	 -0.50009	  -1.1087	 -0.95006	  -1.1062	 -0.51951	 -0.57169	  -2.2181	   1.4373	  0.59949	   -0.674	-0.024964
Elp6	-0.27161	 -1.1348	0.096075	 0.16317	  -0.501	-0.57193	-0.41245	 -1.5269	  1.2404	  1.2305	-0.42134	 0.37647
Zfp560	 -0.16811	 -0.25295	  0.22542	  0.16089	  0.17361	 -0.71918	 -0.17859	  -1.6355	   1.5653	  0.65858	 -0.89382	-0.070301
Zfp784	-0.85031	-0.79702	-0.17234	  -0.386	-0.66321	-0.73553	0.039954	 -2.4174	  1.3164	 0.35095	 -1.1179	 0.30952
Kcnrg	-0.44369	-0.48974	 -1.7385	 0.11336	-0.61019	 -1.3384	  1.2169	 -2.3058	  1.0991	-0.54797	-0.87185	 0.14006
Trmt12	 -1.1017	-0.90736	-0.92388	0.032984	 -1.2429	 -1.7355	 0.73859	 -2.1313	  1.3017	 0.15991	-0.70283	 0.10662
Arhgap33	-0.71704	 -1.0865	-0.14582	-0.12443	-0.61245	 -1.4579	    0.38	-0.60663	 0.93832	-0.93711	-0.11211	-0.47114
Ccdc66	  -0.4233	     -1.5	-0.021411	 -0.69854	 -0.53284	 -0.84951	  0.16839	 -0.76995	  0.35492	  -0.8293	 -0.91265	  0.13362
Gpx3	  -0.89579	   -1.5499	-0.0049375	  -0.65053	  -0.54477	  -0.12294	   0.62877	   -1.1417	   0.86721	  -0.39096	    -1.042	  -0.81295
Fam72a	-0.063498	  -1.4168	   0.9012	 -0.98833	  0.58044	  -1.0121	-0.081366	 -0.83206	  0.28575	 -0.61907	  -1.3019	-0.021625
Wrap53	-0.68539	-0.84705	 0.86461	-0.71763	-0.91628	 -1.3686	 0.34417	 -2.9144	 0.40751	-0.72624	 -1.1685	-0.24062
A3galt2	 0.72895	 0.22979	  1.2033	 0.44846	  0.7859	 0.92225	 -0.5668	   -2.11	-0.82104	-0.31002	  1.4149	-0.01215
Emid1	 0.56068	 0.33051	  1.2282	 0.44398	 0.79119	 0.74011	-0.46855	 -1.6084	-0.87406	-0.21405	  1.4174	-0.16951
Slc16a1	  0.66832	  0.72385	  0.44861	  0.33359	  0.75343	   1.0729	  -1.0841	  -2.0695	 -0.89564	 -0.44109	   2.0041	0.0017313
Abracl	  0.29277	  0.26363	  0.54946	  0.46621	 -0.17939	  0.59149	-0.012881	   -1.692	 -0.66585	  0.15777	   1.9444	 -0.02848
Ccdc116	 0.65326	 0.68818	 0.74618	 0.47584	-0.40255	 0.79395	-0.37557	 -1.2448	-0.92042	0.027528	  2.3132	 0.26601
Gnao1	 0.32586	 0.56414	 0.81461	 0.61644	 0.13029	  1.0175	-0.33086	  -1.342	-0.58439	 0.12767	  2.0897	0.098337
Cdk5r1	 0.87085	 0.65588	  0.7374	 0.33598	 0.29322	 0.68762	-0.58654	 -1.4716	-0.14051	-0.13898	  2.1678	 0.91752
Emc6	 0.21272	 0.41877	 0.69834	 0.36793	 0.27818	 0.50162	0.042563	 -1.5041	 -0.1668	 0.11514	  2.4574	 0.66124
Mettl10	 0.61923	0.065462	 0.92143	 0.25437	 0.19867	 0.47005	-0.15395	 -1.8696	-0.18181	-0.10408	  2.1425	 0.31871
Vsig2	 0.81438	 0.25317	 0.47693	 0.68882	 0.62117	 0.72873	-0.65311	 -1.5767	-0.36473	  0.4129	  1.7821	  0.2366
Zbtb18	 0.50999	 0.39086	 0.63224	0.089363	 0.51764	  1.2075	0.086676	 -1.6108	-0.71252	 0.28411	  1.8324	 0.62088
Dmtn	 0.35766	-0.15406	 0.31572	-0.14122	 0.04803	  1.2954	-0.72859	 -1.9026	-0.72061	 0.21078	  2.1406	 0.18482
Cldn12	  1.0108	-0.08215	  1.1405	 0.23576	  0.2573	   1.294	 0.22499	 -1.7288	-0.69319	 0.56213	  1.5152	-0.23388
Mirlet7f-1	   1.018	 0.43679	   0.896	 0.69159	 0.56539	 0.87504	 0.05373	 -1.2632	-0.69862	 0.55936	  1.2673	0.030355
Dcun1d5	 0.64978	 0.48546	 0.96102	 0.55298	 0.33127	 0.88448	 0.26115	 -1.6951	-0.31465	-0.31919	   0.735	-0.22772
