	Hh_v_GF_CD11b-CD103-	Hh_v_GF_CD11b-CD103+	Hh_v_GF_CD11b+CD103-	Hh_v_GF_CD11b+CD103+	Hh_v_GF_Monocyte	Hh_v_GF_Macrophage	SFB_v_GF_CD11b-CD103-	SFB_v_GF_CD11b-CD103+	SFB_v_GF_CD11b+CD103-	SFB_v_GF_CD11b+CD103+	SFB_v_GF_Monocyte	SFB_v_GF_Macrophage	SFB_v_GF_CCR6-ILC3	SFB_v_GF_CCR6+ILC3	SFB_v_GF_SCA+CCR6+ILC3	DKO_v_JAX_3day_CCR6-ILC3	DKO_v_JAX_3day_CCR6+ILC3	DKO_v_JAX_eday_SCA+CCR6+ILC3
Serac1	 -0.10724	 -0.23026	 -0.40617	 -0.84573	 0.051796	 -0.17055	-0.041269	  -0.0988	 -0.45092	 0.088028	 -0.64602	 -0.31938	 -0.01233	  -1.0247	  0.45967	  0.30722	   1.0751	 -0.23083
Rad51d	 -0.39245	  0.15512	 -0.81337	  -0.2489	   0.5592	 -0.11543	-0.068571	  0.17502	 -0.65316	 -0.26505	 -0.46725	 -0.27796	 -0.32958	  -1.2551	  0.40621	  0.19558	   1.7384	 -0.07239
St6galnac4	-0.47528	0.051684	-0.18212	-0.34715	 0.47012	 0.28009	-0.16357	 0.16188	-0.52096	-0.44983	 0.07413	-0.29986	 0.10694	 -1.0455	  0.1197	 0.14561	  1.4442	 0.17467
Recql5	-0.098732	  0.25886	 -0.77775	 -0.65432	  0.19653	 0.083618	 -0.32488	 0.079399	 -0.51451	 0.047163	 -0.88949	 -0.15802	  0.51995	 -0.88638	  0.37759	 -0.33571	   2.2705	-0.051125
Trmt10a	-0.011831	-0.061046	  -0.2555	 -0.68716	 0.056138	  0.19884	  -0.0362	  0.30025	  -0.6195	-0.083074	 -0.62264	 0.075333	   0.0924	  -1.2438	  0.60056	  0.38739	    2.582	  0.45774
Chml	 -0.37128	 -0.38143	  0.21771	-0.093808	 -0.14735	 -0.26708	 -0.19477	 -0.03663	  -0.2975	-0.055858	 -0.46942	 -0.05904	  -0.4418	  -1.6792	   0.3359	  0.57755	   1.9545	 -0.54516
Dok1	 -0.20073	 -0.46001	 0.070006	  -0.1816	  0.40738	 0.018302	-0.049917	 -0.30453	-0.047338	 -0.24554	 -0.70864	 -0.31119	 -0.11239	  -1.4762	   0.6145	  0.39527	   1.8223	 -0.40312
Iah1	  0.15054	 -0.97695	  0.13663	 0.032355	  0.35432	-0.086494	 -0.10372	0.0018818	  -0.3081	 -0.22757	  -0.4169	 -0.12488	 0.061065	  -1.5164	  0.57877	  0.71082	    1.329	 -0.60099
Ttc21a	-0.58485	-0.64899	 0.56511	0.078203	 0.02525	  0.2371	0.016555	0.053801	-0.30363	-0.21461	-0.37021	0.041533	 0.11604	 -1.2994	 0.13899	 0.81648	    2.38	-0.60341
Gm16973	 -0.26387	-0.070488	  0.34183	 0.092435	 0.086246	 -0.51996	  0.17371	  0.06148	  -1.0575	 -0.57674	  0.26937	 -0.20537	 -0.46108	  -1.5736	  0.66838	  0.27472	   2.3098	-0.042088
Klhdc9	  -0.24017	 0.0080852	   0.68584	   0.57266	   0.12264	  -0.21361	   0.70059	  -0.15998	  -0.58332	  0.079408	    0.1324	 -0.064935	  -0.78762	   -1.5056	   0.51463	-0.0055893	    1.7842	  -0.19532
Idh1	   -0.38839	   -0.62673	    0.13181	    0.45719	   -0.22199	-0.00057225	    0.32781	    0.29313	   -0.26992	    0.16927	   0.033082	   -0.19852	    -1.2134	    -2.0999	    0.67144	    0.57509	     1.8429	   0.093341
Fgfr1	 -0.13617	 -0.32835	-0.086811	  0.57991	  -0.2494	 -0.15707	 -0.23411	 -0.73496	 -0.15767	 0.030574	 -0.44471	  0.18317	 -0.54224	 -0.57476	  0.42018	 0.086768	   1.8234	 -0.27824
Mrps18b	 -0.14966	 -0.66882	-0.082849	  0.55344	  0.18126	 0.084099	 -0.33843	  -0.1216	-0.039918	  0.11671	 -0.97379	 0.041811	 -0.30625	 -0.82765	  0.94973	 -0.21847	   1.8987	  0.70069
Mybl1	  -0.5913	 -0.46086	 -0.23686	   1.1982	  0.13428	 -0.18121	-0.091263	 -0.13948	 -0.42541	  0.23566	 -0.68219	 -0.43203	 -0.86723	  -1.3931	  0.11677	  0.11457	   2.0367	  0.23898
Zfp760	 -0.11873	 -0.76814	   0.4274	   0.7012	 -0.29912	 -0.42446	  -0.6314	 -0.26639	-0.040795	  0.10489	  -0.5933	 -0.15527	 -0.61512	  -1.5912	  0.31294	  0.21072	   1.6166	  0.46109
Cbfa2t3	  -0.14245	  -0.11899	  -0.19011	  -0.15405	   0.59609	   0.31917	  -0.86046	  -0.38185	  -0.59249	  -0.63237	-0.0094662	 -0.074178	   0.16705	    -1.249	  -0.88107	 -0.067694	    1.7165	  -0.15902
Cep250	  0.12173	 -0.43569	  -0.2904	 0.088473	   0.1349	-0.084437	 -0.36336	  -0.3758	 -0.30857	  -0.4962	-0.073315	 -0.47078	  0.22776	  -1.2395	 -0.55571	  -0.1074	   2.1549	-0.059258
Fer1l5	 -0.41378	 -0.66654	 0.067824	 0.030165	 -0.17322	  0.04795	 -0.50879	 -0.54933	 -0.56459	  -0.4761	 -0.10796	 -0.45807	  0.39971	  -1.0937	 -0.28466	-0.062639	   1.5442	  -0.2019
Taz	  -0.235	-0.37001	0.023378	 0.60038	 0.30925	0.041942	-0.59741	-0.31198	-0.61633	-0.60068	0.051394	-0.33994	  0.6826	 -1.5855	-0.12977	  0.2316	  1.5777	-0.62267
Dnpep	 -0.34987	 -0.22886	   0.1013	 0.098862	  0.63394	0.0082499	 -0.47784	-0.051605	 -0.39201	  -0.2607	   0.2402	 -0.42507	  0.22787	  -2.0314	 -0.73193	  0.41988	   1.8024	 -0.21154
Hmgxb4	-0.057006	 -0.27208	-0.070106	  -0.1387	  0.87907	  0.15301	-0.078451	 -0.19502	-0.042705	 -0.46757	  0.14015	 -0.92944	  0.17442	  -1.8142	 -0.61366	-0.010493	   2.0882	 -0.20701
Tfeb	  -0.42714	  -0.52248	   0.32552	  -0.25587	   0.16533	 -0.089809	   -1.0768	  -0.47264	  -0.39411	  -0.42986	 -0.019381	  -0.92378	   0.37727	   -1.8283	  -0.70103	-0.0023015	    1.7383	  -0.13776
Nox1	 0.011433	 -0.65144	0.0045222	 -0.14992	-0.004588	 0.019118	 -0.21887	  -0.8109	 -0.34973	 -0.22036	-0.033551	 -0.58657	  0.16945	  -1.8582	  -1.0317	 -0.41449	   1.4321	  0.27872
Pstpip2	  -0.08451	  -0.86899	  -0.32062	  -0.29768	-0.0033845	  -0.35017	   0.12651	  -0.10166	  -0.54203	  -0.22201	  -0.12076	   -0.5048	   0.23612	    -1.222	    -1.085	  -0.54972	    1.7419	  -0.22428
Dut	  -0.413	-0.78427	-0.30821	-0.12029	-0.27356	-0.32682	-0.43533	-0.14243	-0.57177	-0.21743	-0.62619	-0.16401	-0.17896	-0.61385	 -1.0125	 0.12683	  1.8367	 0.21286
Zfp512	-0.12938	-0.55128	-0.15514	-0.53844	-0.48498	-0.41563	-0.79982	-0.79349	-0.18449	-0.11458	-0.44972	-0.39018	-0.37765	-0.87122	-0.40438	0.024248	  2.2865	 0.30833
Smc2	   -0.6741	  -0.26302	  -0.22582	  -0.19996	  -0.63962	  -0.45561	 -0.088296	  -0.37309	-0.0067304	  -0.10075	  -0.81756	   -0.3692	  -0.85922	  -0.72222	  -0.88618	  -0.46494	    2.0288	  -0.21476
Gnb1l	 -0.91693	 -0.74965	  0.10956	 0.082529	 -0.29734	 -0.42512	 -0.25437	  -0.4996	  0.34575	 -0.50566	-0.016957	 -0.17365	  0.16912	  -1.0185	  -1.5107	 -0.61298	    1.851	 0.059267
Zik1	  -1.0144	  -0.4609	 -0.25388	 0.069487	  0.10946	 -0.31096	 -0.33496	 -0.40932	 0.026886	  -0.2631	  -0.3973	 -0.23901	  0.20311	    -1.62	 -0.92561	-0.022495	   1.9813	  0.36617
Ccdc28a	  -0.1817	 0.034491	 -0.50632	  0.76174	  0.72208	-0.067903	 0.064022	 -0.71886	 -0.85122	 -0.44258	 -0.45571	 -0.44487	 -0.67199	  -2.0312	 -0.30018	 -0.34621	   1.9906	 -0.13045
Gatc	  0.07951	  0.16171	 -0.83426	  0.38865	  0.41029	-0.072937	 -0.23524	 -0.34554	 -0.20413	  -0.3594	 -0.44954	 -0.43839	  -1.0272	  -1.6864	 -0.58946	 -0.34786	   1.9526	  0.58341
Rbl1	 -0.36862	 -0.23412	-0.074218	 0.013566	  0.51068	  -0.3344	 -0.42596	 -0.48481	 -0.58193	 -0.56508	  -0.4114	 -0.34805	 -0.80918	  -1.6676	  -1.4063	  -0.1041	   2.2865	  0.17699
Hsdl1	  0.17655	  0.21219	 -0.26171	-0.037514	  0.69129	  0.16181	 -0.19359	 -0.26389	   -1.201	 -0.29292	 -0.62408	 -0.24545	  0.24838	  -1.9165	   -0.937	 -0.69394	   2.3319	-0.083233
Mbd4	 -0.94656	  -0.5686	 -0.78634	 0.032131	   0.2694	   0.1598	 -0.77702	 -0.86055	  -1.0015	 -0.61741	 -0.73068	 -0.12789	 -0.54522	  -2.3202	  -0.5152	 -0.51552	   1.9063	-0.093944
Zw10	-0.51401	-0.57066	-0.39576	0.014654	 0.43941	-0.34173	 -0.3613	-0.76745	-0.79934	-0.39061	 -1.0335	0.094678	-0.41296	 -2.1108	-0.81091	-0.25027	  1.7321	-0.21958
Ormdl1	 -0.26976	 0.027111	  0.20712	   0.4276	  0.49264	 0.072566	 -0.53854	 -0.30203	 -0.85981	-0.050584	  -1.1596	  0.11934	 -0.55937	  -2.4698	  -1.2291	-0.069674	   1.3121	 -0.33742
Cdh2	  0.13292	  0.69321	 -0.84763	  0.53538	-0.046141	 -0.34457	-0.091771	 0.059652	  0.13337	 -0.27311	 -0.43741	  0.33427	-0.031462	  -1.5956	 -0.58063	  0.71019	   1.6276	 -0.03559
Mir3473g	  -0.7833	  0.77177	 -0.30441	  0.72708	-0.041915	 0.094731	 -0.32685	 0.091697	 -0.44368	 -0.14609	 -0.53939	  0.64808	-0.067244	  -1.5154	  -1.0493	  0.48149	   1.5285	-0.080418
Cnrip1	    0.15694	    0.57203	   -0.47113	    0.72037	   -0.26017	   -0.59248	   -0.34887	   -0.54787	    -0.5257	   -0.75659	   -0.39005	   -0.22194	   -0.84015	    -1.3053	   -0.11722	-0.00047512	     1.8763	    0.15773
Pacsin3	 0.86594	 0.26739	-0.94524	  0.1625	-0.54719	-0.23475	-0.46967	-0.18047	-0.29601	-0.27878	-0.24645	0.032858	-0.51931	 -1.0995	  -0.559	-0.24848	  1.7471	-0.13929
Mrps34	  0.031774	-0.0062834	  -0.04648	   0.50845	  -0.49376	   0.22896	   0.14551	   0.48283	  -0.50504	  -0.53801	  0.040449	   0.10548	 -0.065582	   -1.5455	  -0.27952	 -0.057226	    1.9844	   -0.8755
Serpinb8	 0.057494	 -0.07818	  -0.4743	  0.25384	 -0.36547	  -0.3616	 -0.21885	-0.059292	 -0.44217	  -1.1028	  0.11094	-0.083653	 -0.42095	  -1.4373	 -0.20461	  0.11838	   2.0505	 -0.89841
Snhg6	 -0.26814	  0.10992	-0.049921	  0.50384	 -0.27804	 -0.31702	 -0.07057	 0.013255	 -0.95991	 -0.89082	 -0.61785	   0.3202	 -0.11562	  -1.8843	 -0.50899	 -0.20236	   1.5015	 -0.57448
Abracl	 -0.25737	 -0.14149	  0.19766	 -0.74055	 -0.27267	  0.15451	  0.29277	  0.26363	  0.54946	  0.46621	 -0.17939	  0.59149	-0.012881	   -1.692	 -0.66585	  0.15777	   1.9444	 -0.02848
Lcorl	 -0.10958	 -0.34867	 0.093129	 -0.35799	 -0.51278	 -0.26429	  0.45192	 0.089669	  0.26761	  0.16954	  0.38918	  0.63746	 -0.34343	  -1.7039	 -0.23123	0.0013589	   2.1831	 -0.18541
Mettl10	 -0.16266	-0.044284	    0.413	 -0.54726	  0.42815	  0.19973	  0.61923	 0.065462	  0.92143	  0.25437	  0.19867	  0.47005	 -0.15395	  -1.8696	 -0.18181	 -0.10408	   2.1425	  0.31871
Diap3	  0.20417	 -0.20843	  0.17821	 -0.35031	-0.012555	  -0.6631	-0.038422	-0.052195	-0.090374	  0.27076	 0.063634	  0.22925	 -0.67731	  -1.8463	  -0.4888	 0.083205	   1.6489	 -0.26872
Gtf2e2	 -0.15514	 -0.05355	 -0.15928	  0.14775	  0.20156	 -0.14936	  0.44951	    0.362	  0.24904	-0.075772	  0.12895	    0.537	 -0.56058	  -2.1322	 -0.25507	 -0.31156	    1.717	 -0.19651
Sc5d	  0.20058	 -0.14128	  0.16791	 -0.24824	-0.084731	  0.29137	  0.31643	  0.66941	 -0.01613	  0.54277	   -0.152	  0.59036	 -0.12468	  -2.4485	-0.014679	 -0.30766	   2.6234	 0.055153
Aim1	    0.18582	   -0.21642	   -0.19968	   -0.06214	-0.00038902	    0.12517	    0.28976	  -0.024002	    0.37208	    0.20455	    0.34178	     0.3424	  -0.028082	    -1.7472	     0.2567	   -0.26561	     1.9544	    0.13027
Prkar2a	 -0.13064	  0.17832	 -0.24339	  0.14337	  -0.6226	  0.11067	   0.1313	  0.44243	 0.081832	  0.31167	  0.54186	  0.36136	-0.082965	  -1.8895	 0.026585	-0.098067	   1.8877	-0.095328
Hivep3	    0.4063	-0.0011184	  -0.55538	  0.027009	   0.25051	  0.091283	   0.01012	   0.52146	  -0.11072	   0.23548	   0.67044	   0.40577	  -0.11074	   -1.6958	   0.63272	    0.1576	    1.9626	  -0.24437
Dapk1	  0.11787	 -0.20234	 -0.25812	  0.15065	 -0.14749	 -0.10538	-0.059658	  0.12479	-0.099937	 -0.14209	  0.42158	   1.0687	 -0.50381	  -1.8641	  0.29109	 -0.27873	   2.2912	 -0.13031
Tmem71	  0.38094	  0.78537	 -0.72766	  0.43053	-0.052069	  0.20902	  0.67738	  0.28105	   0.2966	   0.1689	  0.34083	  0.18423	 -0.26244	  -1.5509	 -0.08953	 -0.25019	   2.1496	-0.020822
Trub2	  0.29467	  0.28774	 -0.84036	 -0.15084	  0.29439	-0.026461	  0.17649	 -0.11153	  0.52599	  0.47144	  0.39328	 0.094646	  0.42704	  -1.3791	-0.073458	 -0.24399	    2.252	-0.019707
Eif6	 -0.12763	 0.011599	 -0.44958	-0.063018	   0.2198	  0.39297	0.0083221	  0.39958	   0.3512	   0.2373	 -0.32669	  0.34823	 0.075241	  -1.6855	 -0.14963	 -0.12806	   2.0039	  0.10077
Rnf130	 0.059162	   0.3458	 -0.12249	 -0.31127	  0.18429	  0.30394	  0.15253	   0.3779	-0.067364	  0.14477	 -0.32842	 -0.11631	 -0.21385	  -1.6309	  -0.2799	 -0.25731	   1.9012	 -0.34048
Pole3	-0.092968	  -0.2551	  -0.6109	 -0.27486	 0.090041	  0.41802	  0.38003	 -0.30838	  0.51852	   0.3141	 -0.65922	  0.31107	  0.31372	  -1.8608	 -0.41213	 -0.38287	   2.0821	 0.010864
Med30	 -0.37328	-0.094542	 -0.71219	  0.26882	  0.04749	  0.94366	-0.011396	 -0.10052	  0.46428	  0.17574	 -0.26008	-0.014937	 0.040658	  -1.3437	  -0.1846	-0.098082	   1.8484	  0.34698
Wdr4	  0.25165	 -0.10416	-0.048222	   0.1288	 -0.13173	   0.6528	  0.45117	  0.81847	  0.38305	  0.61222	 -0.45752	-0.068301	  0.10072	  -1.6494	 -0.17042	  0.22226	   1.5755	 -0.23099
Wrnip1	  0.38789	 0.062694	 -0.38677	  0.17915	 -0.24399	-0.035458	  0.72123	  0.13555	 0.059439	 -0.35751	 -0.73023	 -0.32582	  0.20349	  -1.4232	 0.003289	 -0.19475	   1.8909	 -0.17286
Suv39h2	  0.41189	  0.26881	-0.048566	 -0.91333	  0.41089	  -0.3048	-0.077235	-0.057408	  0.60437	  0.50469	  0.26047	  0.14962	 -0.59611	  -1.3449	 -0.12627	 -0.57286	    1.859	-0.050075
Tmsb15b1	  0.13603	-0.016033	 -0.39652	 -0.72954	  0.64538	 -0.66078	 -0.22207	  0.71134	  0.29273	  0.45242	 -0.22063	  0.14915	 -0.53264	  -1.6022	 0.032371	 -0.31777	   1.7644	 -0.37062
Acacb	 -0.12558	  0.18515	  0.40706	  0.43272	  0.51003	  0.54987	  0.87694	   0.1319	  0.29001	  0.25156	  0.11842	  0.31551	-0.035416	  -1.0615	 -0.68706	 -0.18392	   2.4414	 0.023269
Nif3l1	0.011959	-0.26698	 0.21119	  0.4113	  0.3185	 0.36543	-0.25965	 0.23096	-0.18871	0.082964	-0.13276	 0.44392	-0.30533	  -1.317	-0.77118	 0.11999	  2.3516	-0.11948
Rnf123	   0.4114	  0.12355	  0.55539	  0.43834	   0.4528	  0.14484	  0.11683	-0.076069	  0.16204	  0.19126	  0.10774	  0.58907	  0.39768	  -1.4129	 -0.46525	-0.043586	   2.0488	0.0053063
Ubiad1	 0.37075	-0.51496	0.067685	 0.13144	 0.57328	 0.17233	-0.12561	 0.30407	 0.55272	 0.43973	 0.47621	-0.20535	 0.28279	  -1.444	-0.59563	 0.29373	   2.357	0.099954
Gm16062	  0.52628	-0.022412	  0.64126	  0.13436	  0.52401	  0.44568	0.0083631	 -0.46534	  0.50805	 -0.31507	 -0.12975	  0.26209	 -0.41374	  -1.5495	  0.21476	  0.21528	   1.2985	 -0.52787
Paqr6	  0.59073	 -0.26848	  0.53826	 0.011567	  0.60464	  0.47941	   0.2982	 -0.10283	  0.47393	  0.18504	  0.60312	  0.12199	-0.083914	  -1.1583	 0.023366	  0.33761	   2.1266	  -0.3684
Zhx3	  0.29981	 0.060613	  0.51995	  0.12809	  0.51286	 -0.32737	  0.45588	 0.035982	  0.77576	 0.055973	  0.18594	   0.1218	 0.010439	  -1.3369	-0.073186	   0.3541	    1.602	 -0.19481
Actn3	-0.27637	0.069859	 0.10406	0.066056	 0.12216	0.019814	-0.31373	-0.31025	-0.20173	-0.31036	-0.30989	-0.31062	 0.52434	 -1.7472	  -1.185	 0.52307	  1.8786	 0.23487
Glo1	-0.072883	  0.32909	 -0.17543	  0.33704	  0.06481	  0.54453	  0.24176	-0.041624	  0.15656	 -0.31331	-0.064304	 -0.15231	 0.042045	  -1.6916	 -0.99122	  0.39133	   1.4648	  0.11929
Shc3	 0.0098228	   0.10131	3.5469e-05	1.6973e-05	  -0.27324	  0.028415	  0.087392	  0.087363	  0.087523	  0.087444	   0.08726	   0.15698	   0.18294	   -1.5972	  -0.95705	   0.76337	    1.8115	 -0.018974
Gm6981	0.071976	 0.37922	0.064157	 0.18284	 0.76688	0.049688	 0.31501	-0.43636	-0.51705	0.094465	0.021126	 -0.1186	0.059788	 -1.4476	 -1.4359	 0.35799	  1.5677	 0.30627
Gm10548	  0.27208	 -0.24619	  -0.3857	  0.24069	 0.062256	  0.27069	-0.078258	  0.15208	 -0.26831	  0.38409	  0.40028	  0.24418	  0.16653	  -1.9989	 -0.30283	  0.60995	   1.7581	  0.40498
Gtf3a	-0.034613	 0.083787	 -0.71146	-0.017248	 -0.23173	 0.040124	 -0.29597	 -0.39091	 -0.14131	 0.068709	  0.15479	 -0.29974	 0.051795	  -1.4802	 -0.15435	  0.91964	   1.8021	 0.092475
Atg9a	-0.33629	 0.41272	 0.25753	 0.62165	 0.01173	 0.22775	-0.28664	-0.31201	 0.26305	-0.28031	  0.2676	-0.12197	-0.48833	 -2.1383	-0.65226	 0.22957	  1.6747	 0.30344
Jkamp	-0.021825	 0.088396	  0.33047	  0.37428	 -0.37537	  0.13721	 0.050221	 -0.30985	  0.30181	0.0085216	  0.70093	-0.025763	 -0.31833	  -1.7333	 -0.54481	  0.26354	   2.0827	  0.48918
Pddc1	-0.21822	  0.2448	 0.49613	 0.61205	 0.13079	 0.32014	-0.70834	-0.67912	 -0.5706	-0.32373	0.088711	-0.59442	  0.2173	 -1.8866	-0.79774	0.094641	  1.7638	 0.56554
Add3	  0.057209	  -0.50912	 -0.088992	  -0.17412	  -0.14647	   0.18938	    0.2002	   0.69956	   0.18852	  0.067679	   0.15712	0.00091557	   0.20915	   -1.2302	  -0.27378	  0.099519	     1.343	  -0.47669
Hdac6	  -0.12002	  -0.10654	   0.25241	 -0.087328	  -0.26478	   0.03307	 -0.036158	   0.84559	  -0.10865	-0.0026058	   0.65929	  0.036984	   0.29739	  -0.93701	  -0.51719	-0.0085686	    1.7084	  -0.35909
Arhgdib	  -0.27297	   -0.2165	   -0.1119	  0.027549	   0.21034	   0.35397	-0.0011418	  -0.12513	  0.055122	  0.090499	   0.09485	  -0.12846	  -0.04213	   -1.1193	  -0.93249	   0.08617	   0.56084	 -0.025348
Eef1a2	    0.13248	  -0.049305	 0.00026479	 0.00061152	-0.00019841	  0.0013736	   -0.04696	  -0.047122	  -0.044607	  -0.045483	  -0.045862	  -0.044588	    0.15966	    -1.0512	    -1.0879	    0.27942	    0.80848	   0.002836
Eif4ebp2	 -0.17564	 0.086941	 -0.18735	  0.34538	   0.3609	  0.22432	 0.041395	  0.14885	 -0.11022	 0.091237	  0.21627	-0.002221	 0.074037	  -1.4611	 -0.59318	  0.12142	  0.90056	 0.097673
Hmgcr	 0.035112	 -0.10208	 0.037584	-0.062996	  -0.1988	  0.14267	  0.22307	-0.035807	  -0.1502	 0.067885	  0.37985	  0.11193	 0.033652	  -1.3278	  -0.4863	 0.027703	  0.98748	-0.041844
Cdkn1b	   -0.3095	-0.0091601	 -0.088708	 -0.091241	 -0.051083	 0.0007295	  -0.06563	   0.12994	  0.084323	  -0.17929	   0.15021	   0.31606	    0.4353	  -0.97492	  -0.29803	   0.29968	    1.0613	  -0.51252
Lhfpl3	   -0.13025	  0.0003567	 0.00013018	 7.2348e-05	-0.00011587	  -0.053817	   0.048132	    0.12801	    0.19244	   0.048669	   0.048795	   0.048201	    0.24798	      -1.22	   -0.79988	    0.60008	     1.0232	   -0.47471
Chrm4	 -0.14236	  0.13243	 -0.20477	  -0.1117	 0.016057	 0.077577	 0.074563	-0.069022	 -0.29387	  0.25514	  0.34778	  0.28697	  0.49999	 -0.59221	 -0.62758	 -0.41544	  0.99604	  0.21553
Gpalpp1	 0.084254	  -0.1755	0.0070686	 -0.12233	-0.064855	  0.09671	  0.24489	-0.031647	 0.016494	 0.072827	  0.13798	  0.47002	-0.022968	 -0.85391	 -0.56757	 -0.45345	   1.1576	  0.34603
Gzme	  0.0021441	  0.0043122	  0.0016338	 0.00079145	 -0.0012639	   0.004474	 -0.0028985	 -0.0018314	-0.00072218	    0.30173	 0.00029503	-0.00014631	   -0.11766	    -1.1541	   -0.84861	   -0.64339	      1.057	  -0.070667
Atp5e	 0.068822	  0.21941	   0.1279	   0.2136	   0.5069	  0.67592	  -0.1815	  0.23595	-0.038447	-0.031855	 -0.23404	-0.065816	  0.32194	  -1.4357	 -0.91483	  0.02453	   1.2642	 0.010795
Psmb1	   0.27432	  0.050103	   0.10389	   0.53709	   0.16363	   0.33069	-0.0095203	   0.37137	  -0.13877	 -0.094138	  -0.41411	  0.030375	   0.28887	   -1.0766	  -0.75294	   0.20102	   0.77311	  -0.15518
Lactb	   0.43893	   0.15086	-0.0040816	    0.2405	   0.60533	   0.14055	  -0.11483	   0.30923	  -0.25438	   0.23921	  -0.11193	   0.46113	 -0.025608	   -1.6428	  -0.69455	  0.043329	    1.0871	  -0.29246
P2ry12	   -0.2761	  0.043996	  -0.46695	   0.44339	  -0.36733	    0.3288	   0.54015	    0.2834	   0.56699	 0.0067276	   0.30597	  -0.28646	  -0.16003	   -1.3445	  -0.60478	0.00097664	   0.80505	  -0.36598
Sh3bp5l	 -0.35234	  0.20754	 -0.33106	  0.29795	-0.011412	  0.86175	 -0.14029	  0.20547	  0.22489	 0.036282	  0.18326	 -0.37166	0.0086756	  -1.5897	 -0.74133	 -0.11974	  0.66324	 -0.12701
Atpif1	 -0.12896	   0.1577	  0.15575	  0.25138	 0.085222	  0.52062	 -0.22685	  0.24459	 0.069939	 0.090574	 -0.13426	 0.068074	-0.070479	 -0.98471	 -0.62795	 -0.36301	   1.5283	 -0.35916
Gm2a	  0.01689	  0.38528	  0.22196	  0.24429	  0.19216	  0.41143	 -0.11071	 0.075872	 0.092986	  0.14903	 0.013602	  0.13935	 -0.59002	 -0.83421	 -0.41253	0.0069091	   1.0933	 -0.30864
Plbd2	  0.10799	  0.20884	  0.22919	 0.016377	  0.43333	  0.24782	-0.019711	  0.11342	  0.20109	  0.13821	  0.25919	  0.15622	 -0.31357	 -0.71255	 0.085327	 -0.19449	   1.3731	 -0.17733
Ifnar2	-0.042278	 0.084158	 -0.11001	 -0.14582	  0.17022	-0.055302	-0.019899	  0.27578	  0.44785	  0.39024	 0.080549	0.0020653	-0.078002	  -1.3767	 -0.31819	   0.1402	  0.98139	 -0.30555
Psmd6	  0.16189	-0.094922	 -0.11183	 -0.18648	  0.27526	  0.15371	  0.18014	  0.14907	  0.10106	  0.07012	 -0.10853	-0.011533	 -0.59808	  -1.2758	 -0.21215	-0.096706	  0.93375	 -0.32199
Ppp2r2b	  -0.25855	   0.57785	   0.18394	   -0.2255	 -0.010005	  -0.13749	 -0.012575	 -0.014675	-0.0099173	 -0.011608	 -0.012648	  0.057764	  -0.79688	   -1.0696	  -0.74513	  -0.59274	    1.1345	 -0.097933
Spaca1	   0.037067	 0.00091689	   0.088494	 0.00016614	-0.00019643	  -0.062234	  -0.015709	  -0.099955	  0.0042424	  -0.099772	   -0.10102	     0.3171	    -0.8845	   -0.97499	   -0.43173	   -0.57338	     1.2649	    0.16429
Bcas1os2	    0.11059	 0.00022718	  8.578e-05	 4.2796e-05	-6.6556e-05	 0.00020946	    0.10712	  -0.065888	  -0.065716	   -0.06584	  -0.065768	  -0.065906	   -0.11014	    -1.3901	    0.41728	   -0.81019	     1.2948	   -0.45682
Rogdi	   0.25884	  -0.17823	 -0.070559	-0.0049214	  0.044262	   0.10421	 -0.013119	  -0.01581	 -0.038687	  -0.23896	 -0.082146	-0.0013196	  -0.53778	   -1.7527	   0.14063	  -0.80983	    1.4525	  -0.60158
Slc25a32	 -0.11486	  0.16044	  0.13953	  0.37115	 0.044861	 -0.19459	  0.19753	  0.18643	-0.050416	 -0.16237	 -0.23396	 0.094419	 -0.55067	  -1.4232	 -0.20549	 -0.36791	   1.1407	 -0.52358
Btrc	   0.02285	  -0.17963	   0.13408	   0.14186	   0.72009	  -0.24001	   0.17415	   0.48209	  -0.27928	  -0.22651	  -0.40647	   0.20458	  -0.85645	   -1.2277	-0.0039946	  -0.49943	    1.3029	 -0.068038
Napsa	  0.52512	-0.034541	  0.30572	  0.30665	  0.32501	  0.53349	-0.097237	 -0.23832	-0.082159	-0.097262	 0.045533	  0.63214	 -0.41396	  -1.1891	 0.040037	 -0.68393	   1.4585	  0.27159
Chaf1b	 -0.23954	 -0.48779	  0.67747	  0.35102	 0.033104	   0.1853	 -0.11617	 0.027527	  0.52926	  0.13702	  0.11948	  0.10558	 -0.25622	  -1.3384	 -0.68571	-0.031819	   1.6096	  0.26244
Pex2	 -0.38857	 -0.40267	   0.5498	  0.24644	  0.13681	 -0.29745	 -0.34564	-0.080749	  0.37196	 -0.55757	 0.099054	-0.086643	 -0.30867	  -1.3992	  -0.1987	  0.30283	   1.7994	 0.019908
Tbck	 -0.59805	 -0.42385	  0.37876	  0.44164	 0.019969	 -0.14055	  0.16302	  -0.2546	  0.29447	0.0086095	 -0.47344	  0.16799	 -0.14714	 -0.95281	 -0.36056	  0.25093	   1.2304	 -0.12392
Fen1	  -0.60026	  -0.26166	 -0.068868	   0.54927	   0.71293	-0.0028921	  0.043396	   0.17996	   0.11129	  0.084658	 -0.016309	  -0.23273	    0.1327	   -1.1251	  -0.16974	  -0.19395	    1.9019	   -0.1675
