	SFB_v_GF_CD11b-CD103-	SFB_v_GF_CD11b-CD103+	SFB_v_GF_CD11b+CD103-	SFB_v_GF_CD11b+CD103+	SFB_v_GF_Monocyte	SFB_v_GF_Macrophage
Mthfd1l	-0.010335	  0.51752	  0.39476	  0.13681	  0.83719	  0.65988
Cecr2	0.21064	0.49222	0.41366	0.16968	 1.0645	0.65219
Slc46a2	0.20426	0.57791	0.55273	0.24396	0.88765	0.85847
Mbip	0.17045	0.70044	0.58907	0.47413	  1.019	0.74564
Snord118	0.20252	0.66625	0.54412	0.48727	0.91442	0.61608
Atxn1l	0.048772	 0.40407	 0.30547	0.087882	  0.9437	 0.36679
Gosr2	0.042872	 0.36319	 0.29838	 0.24936	 0.76082	 0.36173
Zdhhc3	0.058512	 0.52567	 0.25319	 0.36178	 0.91429	 0.32945
Gm13547	0.27743	0.28579	0.27808	0.28675	0.87335	0.33423
Slc1a1	0.24621	0.32942	0.31301	0.32376	0.92056	0.26724
Gm16796	0.097961	 0.17977	 0.49426	 0.27677	 0.91266	 0.12159
Pcnxl4	0.056711	 0.25903	 0.46163	  0.2654	  0.8374	 0.07052
Rusc1	0.18517	0.29527	0.48434	0.28601	 1.0411	0.21414
Man1b1	0.054201	 0.21315	 0.47305	 0.17377	 0.78212	 0.31231
Nfkbib	0.22354	 0.0495	0.35564	0.37551	0.79545	0.15938
Pdzd7	0.31879	0.63966	0.22061	0.47383	 1.0327	0.30217
Slc5a10	0.38657	0.57485	0.38588	0.30902	 1.0923	0.30955
Sla2	0.045524	 0.46921	 0.35449	 0.28644	  1.2459	 0.37274
Brd4	 0.1691	0.39641	0.47786	0.30526	0.44948	0.35693
Zfp451	0.13385	 0.4319	0.36572	0.26273	0.44034	0.46141
Rhbdf2	0.14511	0.47302	0.37896	 0.2007	0.62146	0.33848
Sec63	0.27075	0.49964	0.47693	0.20529	0.53615	0.35588
Cngb3	0.26986	0.49733	0.27741	0.28436	0.53234	0.38369
Snx18	0.18534	0.47477	0.28647	0.39577	0.51015	0.36582
Fmn1	0.24668	0.55134	0.24017	0.42699	0.52559	0.23165
Pdap1	0.012733	 0.37276	 0.33926	 0.40935	 0.49785	 0.28834
Rn45s	0.052509	 0.29283	 0.34272	 0.33384	  0.3923	 0.21878
Tmem87a	-0.0020712	   0.36148	   0.29803	   0.38034	   0.37508	   0.23143
Snx15	-0.017955	  0.33389	   0.3876	  0.22285	   0.3721	  0.32048
Tmsb10	-0.10228	 0.33211	 0.36856	 0.30215	 0.28911	 0.44295
Hlcs	0.037538	  0.6757	 0.44397	 0.37327	 0.65035	 0.31481
Phykpl	0.16823	0.56026	0.50373	0.46282	0.61309	0.43396
Kat6b	0.12785	0.44601	0.62817	0.28543	 0.6377	0.39633
Tnip1	 0.1607	0.52823	0.69313	 0.3989	0.58905	 0.2886
Trak1	0.18626	0.48907	0.68076	0.25652	0.62088	0.15743
Slc11a2	0.073377	 0.34556	 0.53391	 0.39667	 0.63488	 0.21319
Slc6a6	0.39072	0.62287	0.55189	0.32938	0.54753	0.32224
Tmem57	0.39501	0.59241	0.45847	0.22772	0.70945	0.27205
Nkd2	0.088641	 0.69944	 0.37177	0.044969	 0.50487	   0.484
Ralgapa2	0.026605	 0.52412	  0.1594	0.065091	 0.55993	 0.50222
Stk40	 0.22082	 0.61432	 0.26215	0.018861	 0.59793	 0.37912
Tmc6	 0.22989	  0.7123	 0.20058	-0.13252	 0.51074	 0.28571
Xrcc4	-0.0038036	   0.51924	   0.54685	   0.70314	   0.63295	   0.31365
Zglp1	-0.036637	  0.73433	  0.64291	  0.57435	  0.68674	  0.15971
Fam151b	-0.028487	  0.57559	  0.82881	  0.12789	   0.8525	  0.66346
Hyi	-0.095316	  0.60127	  0.66756	 -0.16644	  0.87298	  0.55439
Cd300ld	  0.71638	   0.4243	  0.77486	  0.92924	  0.20858	-0.053625
Zswim6	  1.003	 0.6257	 0.5899	0.91576	0.23237	0.14545
Ceacam1	    0.70117	    0.37704	    0.40985	    0.82914	     0.4394	-0.00067696
Foxc1	   1.2391	0.0053608	  0.48042	  0.73053	   0.3082	 0.099671
Med26	   0.96796	  0.018578	  0.090666	   0.69587	   0.32208	-0.0099916
Satb2	0.85277	0.09402	0.25204	0.76018	0.33332	0.15461
Syt5	0.99976	0.21549	0.31027	 0.9138	0.23505	0.17977
Mxd1	0.70278	0.43766	0.36209	0.68025	0.29826	 0.3479
Rtbdn	0.81926	0.51958	0.29368	0.63082	0.15307	0.33908
Pla2g4f	0.94984	0.29567	0.28443	0.56725	0.27058	0.15233
Stk3	 0.9628	0.37642	0.38065	0.52456	0.47854	0.35223
Sync	0.91938	 0.2842	0.29126	0.57074	0.49278	0.33341
Ocrl	 0.97615	  0.2113	 0.48183	 0.53864	 0.37299	-0.21282
Sv2c	    1.138	  0.19725	  0.48296	   0.2729	  0.33501	-0.083224
Stxbp1	  1.0452	 0.48048	 0.33282	 0.28909	 0.61936	0.041675
Col6a6	 1.0934	0.38907	0.38524	 1.2156	0.47291	0.33899
Muc2	 1.2295	0.31647	 0.4038	 1.1088	0.17361	0.32984
Abt1	0.59361	 0.3436	0.56475	 0.2169	0.78026	 1.3031
Pln	0.49712	 0.2359	0.60588	0.17709	0.90006	 1.1918
Fam107b	0.53466	0.40499	0.66048	0.44738	0.73559	 1.1511
Vegfa	0.50199	0.26107	0.70081	0.51527	0.81233	 1.1339
Gan	0.71789	0.22362	0.63819	0.34781	0.73052	 1.0783
Msl2	0.69895	0.27581	0.63195	0.48583	0.83752	  1.092
Dennd4a	0.61249	0.52785	0.84927	0.64016	0.87072	 1.3225
Id2	0.56722	0.30739	0.90392	0.59775	0.99252	 1.3183
Gm21057	0.62612	0.28764	0.86126	0.53065	0.73337	  1.396
Myl9	0.49286	0.42793	0.76267	0.46041	0.73251	 1.3229
Cacna1g	0.76463	 0.4613	0.41152	0.49747	0.85558	  1.318
Gng11	0.90435	0.47884	0.54471	 0.4421	0.75097	 1.1149
Rhobtb3	 1.0096	0.52455	0.24735	0.51706	0.98124	 1.1576
Klrg2	0.78013	0.38758	 0.7745	0.60138	 1.0577	 1.1547
Sgsm3	0.77789	0.33008	 0.5802	0.72186	 1.2541	 1.1326
Lin54	 0.6868	 0.3232	0.44444	0.74371	 1.0048	 1.1746
Naa30	 0.7717	0.52098	0.51193	0.66484	0.93313	 1.0975
Slc7a1	0.47298	0.41885	0.56388	0.78671	 0.8569	 1.0775
Usp44	0.67492	0.14916	0.39431	  0.708	0.77213	   1.17
Agtr1a	0.53883	0.72162	0.53084	0.48131	0.67384	 1.1751
Kcnh1	0.65359	0.69006	0.59705	0.53045	0.65487	 1.2354
Wipf3	 0.6866	0.87553	0.54694	0.46832	0.64792	 1.1803
Mmp25	 0.7616	0.63746	0.58835	 0.3349	0.66846	 1.2189
Gm20199	0.59745	0.74869	0.48075	0.22944	0.63005	 1.0709
Slc16a1	0.66832	0.72385	0.44861	0.33359	0.75343	 1.0729
Kcnq1ot1	0.65025	 0.8599	0.54579	0.40465	0.93875	 1.0179
Pabpn1l	0.75592	0.79297	0.83454	0.57609	0.89145	 1.2386
Sestd1	 0.5887	 0.7595	0.76349	0.47505	0.78489	  1.056
Arl2bp	0.46751	0.54142	 0.2945	0.18299	0.85707	 1.1078
Dmwd	0.56357	0.57637	0.59944	0.19259	0.88341	 1.2507
Fyn	0.45269	0.67587	0.50678	0.28492	0.76697	 1.3011
Bbs5	0.59787	  0.521	 0.6052	0.66812	0.26194	 1.2233
Clca1	0.81208	0.77178	0.60534	0.46803	0.40098	 1.2725
Ppargc1a	0.79176	0.77537	0.54419	0.46612	0.38976	 1.1439
Sox6	0.81653	0.56959	0.62724	0.35571	  0.383	 1.1544
Tie1	0.64212	0.63379	 0.7049	0.35639	0.39879	 1.3252
Il1rap	0.85315	0.95198	0.87977	0.16885	0.45255	 1.1502
Sncaip	 0.8496	 1.0678	 0.6811	0.44169	0.44859	 1.0777
Satb1	  0.76045	  0.83966	  0.59395	-0.016033	  0.48853	    1.332
Epas1	0.50812	 1.0028	0.38379	0.33811	 0.7452	 1.3714
Mgll	0.76711	 1.1101	0.32344	0.10071	0.55589	 1.5637
Amigo2	0.30315	0.38331	0.38648	0.26818	0.50394	  1.606
Edil3	 0.3587	0.31904	0.54533	0.38428	0.62741	 1.5519
Gm13546	0.59716	0.32142	0.62715	0.15859	0.73977	 1.5972
Clstn2	0.46653	0.46355	0.47899	0.45849	 0.4605	 1.1887
Id4	0.48578	0.44889	0.53823	0.45247	0.57273	 1.2063
Srpx2	0.36505	0.54446	0.48354	0.47937	0.40695	 1.2019
Tes	0.49176	0.33377	0.63389	0.42768	0.40185	 1.1526
Thbs2	0.45969	0.34474	0.52565	0.32604	0.33645	 1.1855
Jak2	0.29708	  0.377	0.63562	0.35442	0.44278	 1.3572
Kdm4d	0.46497	0.41191	0.61297	0.28924	0.34716	 1.4005
Gpr171	0.37134	0.14043	0.71944	0.27891	 0.6144	 1.3023
Id1	 0.2018	0.25193	0.74876	0.34331	0.45541	 1.2296
Ndrg1	0.31289	0.29838	0.78509	0.59005	0.19519	 1.3828
Klrk1	  0.57133	  0.26542	  0.76908	-0.085617	  0.61582	   1.3815
Zbtb18	 0.50999	 0.39086	 0.63224	0.089363	 0.51764	  1.2075
Ccdc71l	 0.24192	 0.27778	 0.56175	0.056928	 0.70153	 0.93843
Shisa3	 0.1567	0.47705	0.58304	0.14493	0.65393	 1.0229
Sept1	 0.19034	0.033434	 0.67537	 0.05682	 0.81658	   1.082
Cyfip2	0.11884	0.23979	 0.1802	 0.2742	0.63139	 1.2897
Gfra1	0.22752	0.21112	0.23069	 0.2354	0.77691	 1.2714
Rab11fip1	0.26588	0.15493	0.38167	0.28164	0.66007	 1.1153
Ccdc150	0.74174	0.37261	0.32064	0.26187	0.60791	 0.9777
Foxf1	0.77797	0.43135	0.31898	0.16099	0.58949	0.87864
Itga8	0.80972	0.45404	0.25745	0.14971	0.79581	 1.0148
Sp4	0.54246	0.33428	0.20693	 0.1267	0.72663	0.78696
Mir5098	0.62844	0.20914	0.16911	0.20779	0.58063	 1.1931
Zfp958	0.74652	0.28549	0.31259	0.42719	0.67496	 1.1538
Comp	0.73106	0.11564	0.40547	0.20125	0.87613	 1.0414
Gm19522	 0.72939	 0.11875	 0.46002	0.075981	  0.7498	 0.90614
Mapk8	   0.673	0.097126	 0.48929	 0.15777	 0.55343	 0.77367
Ptges	 0.88974	 0.44214	 0.65108	-0.12179	 0.79819	  1.2648
Slc26a9	 0.98732	 0.49798	 0.40894	-0.13007	 0.92892	 0.95748
Asph	0.27759	 0.9183	0.62085	0.62881	0.95246	 1.4072
Slc24a1	0.12644	0.77987	0.34624	0.42349	0.96072	  1.258
Tex2	0.14754	0.81187	0.56487	0.56259	0.83456	  1.214
Dhcr24	0.41237	0.73069	0.20083	0.46295	0.96687	 1.2641
Mir687	0.50432	0.61285	0.36406	0.52852	 1.1031	 1.1022
Txndc2	0.54691	0.62428	0.46017	0.59322	 1.0981	 1.3218
Ccdc167	0.26488	0.45056	0.81786	 0.9264	  1.021	 1.6011
Fut2	0.040932	 0.74896	 0.80356	  1.0234	 0.90592	  1.2394
Nrg4	0.086175	 0.60705	 0.73318	 0.58877	 0.97601	  1.1428
Sdcbp2	0.10706	0.47356	0.82629	0.60535	 1.1515	 1.0555
Gm6402	0.39054	 1.0584	0.67483	0.63913	 1.2032	 1.1025
Nol10	0.06178	 1.1644	0.47541	 0.7448	 1.0359	 0.8314
Serpind1	-0.046776	  0.85039	  0.76584	  0.39195	   1.0452	  0.97655
Ugt1a6b	-0.20955	  1.0671	 0.60522	  0.3528	  1.2353	 0.90324
Calr3	 0.099372	  0.55215	  0.89495	-0.030037	  0.41605	  0.46011
Cobll1	 0.20106	 0.70707	  1.1462	0.047043	  0.2934	 0.89069
Ppap2a	0.080074	 0.76638	 0.65626	0.049259	 0.23602	  0.8005
Tcp10a	0.072241	 0.65734	 0.91687	0.080503	 0.15695	 0.83288
Gdap1	0.073183	 0.16868	 0.85667	  0.1862	0.078361	 0.81421
Mir6364	0.17941	0.40829	0.84057	0.15941	 0.3001	0.87787
Hunk	  0.04279	  0.36763	  0.65033	-0.021353	  0.03825	  0.83552
Flt1	-0.33669	 0.43572	 0.85774	-0.32408	 0.38855	 0.83921
Fsd1l	-0.15399	 0.37004	 0.87945	 -0.3937	 0.22877	 0.50878
Sept5	-0.44277	  0.3148	 0.95802	 0.12757	 0.40807	  0.6908
Casc1	 0.38065	 0.99678	 0.51694	 0.45166	0.097768	  1.1295
Ndufb6	 0.47116	 0.91418	 0.62474	 0.34708	-0.11096	 0.92872
Cxcl14	0.27162	0.68647	0.45999	0.28934	0.16682	 1.0364
Mir6386	0.33149	0.69559	0.64776	0.24768	 0.4632	 1.0828
Sdpr	0.42047	0.89565	0.66152	0.18661	0.30296	 1.1233
Lzts3	-0.053417	  0.70133	  0.54223	  0.37817	 -0.13447	  0.90029
Micall1	  0.10829	  0.78299	  0.43653	-0.075424	 0.058918	  0.98971
Gm11517	0.27189	0.48547	  1.028	0.43206	0.18908	 1.0125
Mtcp1	  0.35398	  0.20543	  0.92564	  0.41387	0.0028006	  0.99257
Gnao1	0.32586	0.56414	0.81461	0.61644	0.13029	 1.0175
Slc10a1	0.36884	0.53253	0.74927	0.64358	0.37412	0.94557
Smim3	0.37705	0.59659	0.57675	0.58322	0.32938	  1.076
Lmo4	0.43525	0.74139	0.96676	0.72712	0.32315	 1.0476
Clec1a	-0.15224	 0.41096	 0.81211	  0.5533	 0.61374	 0.94356
Rsad1	-0.34349	  0.3733	 0.78107	 0.58663	 0.43116	 0.99282
Irf2bpl	0.083449	 0.30283	 0.79693	 0.62626	 0.35525	 0.96957
Jag2	-0.19565	 0.30383	 0.66295	 0.70045	 0.17594	  1.0198
Gm1123	-0.10099	 0.42284	 0.54636	 0.70045	 0.27121	 0.61046
Prg4	-0.21476	 0.62539	 0.52361	 0.43934	 0.40458	 0.74508
Plscr4	-0.0088219	   0.17364	   0.64018	   0.68977	 -0.028897	   0.56478
Rrs1	0.011448	 0.41463	  1.0543	 0.64993	 0.11604	 0.68896
Tll1	0.18156	0.38187	 1.0635	0.87105	 0.2836	0.39419
Zfp628	0.084485	 0.39268	 0.84856	 0.67287	 0.31015	 0.47801
Agpat9	 0.1388	0.81667	0.22767	0.27231	0.82442	0.54501
Zfp931	0.21491	 0.7912	0.31897	0.38303	0.80787	 0.5936
Cblb	0.40563	0.91568	0.23482	0.24696	0.71299	0.61009
Krba1	  0.40983	  0.77743	-0.037676	  0.11497	  0.64646	  0.56574
Pira2	0.36828	0.83753	0.10886	 0.1688	0.68863	0.50765
Dnmt3l	0.36607	0.77899	 0.3312	0.35838	0.67611	 0.8917
F8a	0.10203	0.88647	0.16004	0.27848	0.81511	0.99165
Efcab12	0.12902	 1.1053	 0.5732	0.32848	0.89655	0.66007
Gm3086	0.18327	  1.214	0.59982	0.31383	0.89989	0.57466
Fam83g	0.24433	 0.9185	 0.5083	0.33519	0.99783	0.38479
Syce1l	  0.479	 1.0424	0.50452	0.47639	0.95261	0.47317
Il20rb	  0.37898	   1.1917	   0.1435	-0.079629	   0.6648	  0.74631
Nrarp	  0.39262	   1.0568	-0.033054	 -0.25207	  0.53383	  0.68209
Nr1d1	-0.012649	   1.1017	  0.31946	 0.090844	   0.5596	   0.3652
Pla1a	-0.28696	  1.0824	 0.47612	0.014135	 0.50575	 0.51411
Cxcr6	-0.049522	   1.2921	 -0.10474	  0.38964	  0.87393	  0.41514
Sytl1	 0.1277	 1.4254	0.25728	0.25231	 0.7247	0.38015
Pdk2	 0.10947	  1.1533	0.002172	  0.6031	 0.62261	  0.2144
Ubxn8	 0.31934	 0.92131	-0.17852	 0.53466	 0.50536	 0.12657
Fam228a	 0.38643	  1.4608	-0.10618	 0.44846	 0.71676	-0.22261
Ap1m2	0.29547	0.92016	 0.6238	0.56696	0.24982	0.17411
Gjc1	0.27768	0.93878	0.44724	0.45335	0.23509	0.33055
Patl2	0.28372	 1.1109	0.66558	0.58259	0.42067	0.36105
Gm12159	0.36902	0.95224	0.38387	 0.7965	0.36107	0.41678
Zfp939	0.33776	 0.8909	 0.3566	0.67057	0.46694	0.25842
Rep15	0.33761	0.62974	0.48284	0.80949	0.44715	  0.207
Fam210b	0.56849	0.63544	0.54541	0.70787	0.63154	 0.3187
Foxn3	0.62151	 0.7996	0.54054	0.69032	 0.4614	0.24434
Lnx2	0.69695	0.52144	0.53036	0.58175	0.76268	0.24832
Ggnbp1	0.67849	0.96793	0.34194	0.63289	0.47591	 0.3414
Gm4532	0.64889	 0.9539	0.57315	0.52869	0.49813	0.10831
Cited1	 0.4354	 1.2555	0.30486	0.31951	0.40439	 0.3462
Fitm1	0.52626	 1.1734	0.34041	0.38428	0.54904	0.38131
Ttc26	0.68275	 1.0513	 0.3145	0.20844	0.44435	0.31174
Slc2a9	0.88796	 1.1329	 0.5879	0.49433	0.19736	0.32794
Spats1	0.78356	 1.1857	0.52153	0.36378	0.40177	0.30322
Fkbp1b	  0.32841	   0.9376	  0.46783	  0.30113	  0.77423	-0.091621
Ier3	 0.62246	 0.76546	 0.26491	 0.30189	 0.44634	0.035074
Pink1	 0.69605	 0.72827	  0.4301	 0.26694	 0.49834	0.015056
Zdhhc14	    0.6929	   0.68485	   0.48282	   0.46271	    0.5127	-0.0034661
Mthfd2l	 0.66903	 0.86662	 0.29998	 0.19725	  0.5567	-0.30576
Apmap	  0.17636	  0.77204	 0.061612	  0.13582	0.0070137	  0.24222
Plekhg3	 0.18013	 0.81363	 0.14606	 0.20725	0.076469	 0.30301
Pigf	 0.17802	 0.73683	 0.18545	 0.39245	0.038548	  0.2779
Apol9b	 0.027248	  0.70809	  0.11059	  0.32385	-0.031492	  0.48153
Asb5	 0.17928	 0.82905	 0.09023	  0.5623	0.067369	 0.64572
Gm10785	0.049387	 0.90017	0.067574	 0.51804	0.085326	 0.35123
B3gnt9	 0.60952	  1.0071	0.093923	 0.21535	 0.25949	 0.54253
Sez6l	0.63621	0.82466	0.24471	0.13679	0.30425	0.59403
Lrrc34	 0.4593	0.79316	0.48767	0.36759	0.23461	0.62903
Sqle	0.46237	 0.9003	0.35579	0.30952	0.23689	0.63045
Bend5	0.13741	 1.0576	0.13323	0.39683	0.42411	0.27159
Pou2f1	 0.11938	 0.83368	0.058145	  0.1546	 0.37409	 0.40053
Tmem89	0.23507	0.82248	0.12007	0.27737	0.40548	0.20961
Cyp51	0.22709	0.65906	0.22007	0.28746	 0.3189	0.57431
Dnah10	0.26386	0.68837	0.28116	0.26715	0.37379	0.45409
Ndufa1	0.38296	0.63774	0.11658	0.21889	 0.3297	0.45544
Tbrg3	0.32326	0.58422	0.22028	0.15214	 0.2584	0.54755
Fam171b	0.32858	0.64218	0.33724	0.29842	0.38971	0.26071
Nppc	0.34508	0.72244	0.37536	0.35411	0.35601	0.35904
Scn5a	0.30818	 0.7807	 0.4694	0.38392	0.39484	0.30356
Myadml2	 0.2744	0.94223	0.37329	0.26574	0.41485	0.26964
Nts	0.29267	0.84171	0.29765	0.28994	0.29458	0.34163
Olfr432	 0.2625	0.78861	0.38203	0.22254	0.22469	 0.3312
Snord98	0.20909	0.79171	0.43342	0.15008	0.27277	0.29177
C77370	0.54556	0.86069	 0.1647	0.25794	0.18138	0.17725
Ptplad2	 0.4946	0.82227	0.13983	0.21709	0.33023	 0.2128
Tanc1	 0.64912	 0.74288	0.014168	 0.12179	 0.25762	 0.24334
Cpsf4l	 0.48637	 0.97749	0.097636	0.030491	 0.18938	 0.29747
Cdhr1	 0.31623	  1.1896	 0.13068	  0.1062	 0.30811	0.091505
Hacl1	  0.40491	   1.0384	  0.31759	-0.042278	  0.40976	-0.080817
Numbl	 0.095679	    1.157	  0.13438	-0.082902	  0.46879	 -0.06351
Parp16	 0.55637	  1.3592	 0.44362	 0.20684	 0.34717	-0.27815
Mettl9	 0.15998	 0.98017	 0.23121	  0.3223	0.093456	 0.23204
Srp54b	0.15909	 1.1247	0.37842	0.23503	0.13577	0.13239
Pcyt1b	  0.19861	   1.2652	  0.33153	  0.46345	  0.11627	-0.038361
Pkd1l3	   0.1715	   1.3142	-0.015947	  0.65015	 0.076312	  0.10764
Bcl2a1b	0.50282	0.54687	0.61733	0.26959	0.23591	0.27815
Ypel5	0.48585	0.59744	0.64217	0.31312	0.10868	0.24917
Nufip1	0.33374	0.64593	0.88783	0.36257	0.25791	0.39783
Tepp	0.45274	0.63405	0.84258	0.38066	0.20748	0.20253
Dab2	  0.48212	  0.61502	  0.73788	  0.37026	-0.061298	 0.092955
Crisp1	0.45879	 0.9372	0.73068	0.27295	 0.2944	0.36761
Phex	0.56541	 0.7759	0.88567	0.28083	 0.2498	 0.5408
Fndc3b	 0.48335	  0.6417	  0.5461	0.096332	0.054883	 0.22294
Polb	     0.529	   0.62273	   0.47898	  -0.01815	-0.0040104	   0.29048
Memo1	 0.34398	 0.51203	 0.63216	 0.17541	-0.19795	 0.34145
Zfp758	  0.36475	  0.43949	  0.59231	 0.018812	-0.087266	  0.39478
Siah1a	 0.39382	 0.61246	 0.83247	 -0.1032	0.054158	 0.41098
Gpr87	 0.50473	 0.82048	 0.54723	 0.10549	0.057086	 0.63574
Ncoa7	 0.41998	 0.73493	  0.5732	  0.1176	-0.16128	 0.57435
Crim1	 0.79258	 0.89324	  0.6845	 0.32635	-0.24208	 0.36261
Zfp112	 0.83898	 0.71784	 0.69662	 0.41149	-0.24526	 0.15924
Klhl11	 0.90214	 0.86316	 0.50993	 0.32101	0.046081	 0.33843
Cryba1	 0.78441	  0.9647	 0.97081	 0.32783	-0.41852	  0.4348
Abcg8	0.40525	 0.6316	0.28504	0.78246	0.37604	0.73595
Clic6	0.26059	0.66109	0.26725	0.68459	0.25571	0.82591
Scd2	0.25971	0.48581	0.26089	0.62268	0.24215	0.80549
Cend1	 0.3422	0.72362	0.26522	0.51635	0.30587	0.63337
Denr	0.39609	0.65052	0.40404	0.60847	0.19714	 0.6473
Tex43	 0.3281	0.67146	0.31808	0.53113	0.15243	0.64072
Fam124b	0.24396	0.87674	0.22808	0.65415	0.22469	 1.1339
Mir128-1	0.38817	0.87313	0.38939	0.51539	0.34467	 1.1164
Mia2	0.39384	0.66338	0.41706	0.67252	0.37236	0.92255
Mir697	0.38546	0.69729	0.28307	0.70682	0.40981	 1.0883
Ache	  0.11863	  0.40002	  0.30027	  0.71871	-0.087557	  0.87243
Ece1	 0.35811	  0.3963	 0.38645	  0.8663	0.047046	 0.88447
Pgc	0.36962	0.57094	0.47844	 0.7875	 0.0745	0.93083
Cadps2	 0.28135	 0.55056	-0.13337	 0.36994	-0.02659	 0.96085
Zfp286	  0.32826	  0.59506	-0.032361	  0.44923	-0.040611	  0.91833
Smim22	   0.2088	  0.66428	-0.044896	  0.67095	  0.05744	  0.94089
Fxyd3	  0.41054	  0.48075	0.0014076	  0.59014	 0.048831	  0.76921
Mir140	    0.31695	    0.45887	-8.8531e-05	    0.52655	    0.16053	    0.72934
Pcdhgb7	0.18591	0.40544	0.02324	0.51535	0.20263	0.76646
Rbms3	 0.10778	 0.47244	0.049081	 0.55937	 0.26479	 0.76679
Gm6568	 0.023376	  0.67238	-0.019964	  0.67782	  0.33058	  0.87627
Dgke	   0.29902	   0.58065	-0.0096727	   0.20167	   0.16792	   0.77392
Kif21a	 0.16664	 0.58777	 0.11092	 0.20391	0.084621	 0.79022
Mir7686	   0.1355	  0.62091	  0.12833	  0.13032	-0.085811	  0.85366
Sc5d	 0.31643	 0.66941	-0.01613	 0.54277	  -0.152	 0.59036
Sept3	  0.24482	  0.50798	 0.097855	  0.32282	-0.083826	  0.66761
Zfp40	  0.15757	  0.47991	0.0096776	  0.43499	 -0.18494	  0.55769
Zfp383	-0.0097728	   0.67166	  -0.15568	   0.48029	  -0.15575	   0.54971
Cldn2	 0.56959	 0.37844	-0.11871	   0.913	 0.39548	 0.69478
Gm10012	 0.63678	 0.34331	-0.13056	 0.80467	0.005502	 0.48573
Spink2	 0.46332	 0.43083	0.038933	 0.82508	0.094328	 0.71753
Cxadr	 0.37968	 0.68492	0.057909	 0.99311	 0.15893	 0.37678
Xlr	 0.29904	 0.74096	 0.08503	 0.86861	0.011786	 0.42024
Adcyap1r1	 1.1806	0.38597	0.50757	0.49643	0.35858	0.84699
Fam160a1	 1.0135	0.37526	0.44796	0.44752	0.30725	 1.0046
Lhfp	 0.9169	0.35591	0.56787	0.28329	0.35132	 1.1598
Sema6c	0.99611	0.42578	 0.5982	0.27347	0.47764	 1.1432
Rasef	 1.1894	0.40094	0.36084	0.68597	0.42974	 1.2118
Klrb1b	  0.96825	  0.35594	  0.62383	  0.34113	-0.040642	   1.0136
Tceal1	  1.0869	 0.24827	 0.58145	 0.44251	-0.12732	  1.0919
Styk1	 1.0108	0.14376	0.75366	0.13897	0.11887	0.86857
Cacna2d1	0.83501	0.32981	0.43472	 0.4812	0.24336	 1.2264
Efna5	0.74047	0.35038	0.39582	0.41533	0.39526	 1.2726
Ptk7	0.68993	0.23126	0.47444	0.38216	0.15486	 1.2958
Tubb2b	0.69262	0.28748	0.21325	0.42351	0.11318	   1.19
Popdc2	  0.76823	  0.37241	  0.33827	  0.24336	-0.033932	   1.0452
Ces1d	0.80898	 0.3479	0.31518	0.62733	0.23677	0.86584
Mrgpre	0.75783	0.45166	 0.1284	0.55137	 0.1827	0.93537
Clip3	0.71042	0.17253	0.18411	0.69608	0.26499	 1.1185
Lingo1	0.73505	 0.1949	0.39848	0.71586	 0.2198	 1.0452
Foxq1	 0.65621	 0.37803	 0.21217	 0.60791	-0.12831	  1.0477
Sdk2	0.58503	0.36218	 0.1469	0.67796	0.13589	 1.0771
Foxp4	  0.50254	  0.32471	  0.67253	  0.22873	-0.015136	   1.0112
Gng10	  0.49541	   0.2763	  0.59192	  0.41653	-0.071171	  0.86653
Gabpb1	  0.52111	   0.1112	  0.40008	  0.45097	-0.091009	  0.68406
Plcxd2	 0.64008	 0.23845	 0.34228	 0.53289	0.051226	 0.77294
Syap1	0.58723	0.16203	0.37991	0.51043	0.21044	0.85852
Ndufb4	  0.6499	 0.23983	 0.53844	 0.78987	-0.15993	 0.85119
Aplp1	  1.0984	  0.2446	 0.52904	 0.67207	-0.20098	  1.4157
Gsto2	 0.80562	 0.68433	 0.36432	 0.76364	-0.37037	  1.2057
Plet1	  0.71133	  0.73073	  0.54287	  0.83092	0.0074106	   1.5305
Traf4	 0.79278	 0.57257	 0.24458	 0.29223	-0.39372	  1.4772
Ccdc92	 0.50414	 0.10711	0.066285	 0.23011	 0.28792	 0.86483
Tom1l1	   0.57951	   0.37929	0.00040081	   0.32209	    0.2999	   0.93125
Gm15706	 0.30563	 0.22097	0.066943	 0.21511	   0.132	  1.0149
Lrrc16a	0.26282	0.37797	0.10365	0.14117	0.32373	 1.1621
Shb	  0.27422	  0.24415	-0.029584	  0.22867	  0.24365	   1.1818
Rs1	  0.39742	 0.037698	-0.098736	  0.42872	  0.52413	   1.0262
Serpine3	0.30261	0.14228	 0.1129	0.31549	0.48052	 1.0675
Cntd1	  0.38081	  0.26992	-0.058062	  0.53064	  0.22251	   1.1196
Zfp821	 0.34239	0.032725	-0.16052	 0.52035	0.055645	  1.0052
Cdkn2b	  0.67098	-0.037884	 -0.27181	  0.55534	   0.2526	   1.2512
Tln2	  0.74283	-0.012011	 -0.16059	  0.44707	  0.29087	  0.83861
Fam174b	 0.67467	0.010707	-0.04104	 0.31005	 0.72505	  1.0507
Grhl2	   0.64836	 -0.043133	-0.0079336	    0.3368	   0.69379	    1.3334
Chst11	-0.060163	  0.48102	   0.1111	  0.30016	  0.33419	   1.7258
