	LI_v_SI_GF_CD11b-CD103-	LI_v_SI_GF_CD11b-CD103+	LI_v_SI_GF_CD11b+CD103-	LI_v_SI_GF_CD11b+CD103+	LI_v_SI_GF_Monocyte	LI_v_SI_GF_Macrophage
Mttp	 -1.0705	-0.54167	-0.59802	-0.86924	  -0.704	-0.78446
Pofut1	 -1.4558	-0.54958	-0.57878	-0.83069	-0.85973	-0.79009
Fabp7	 -1.2207	-0.51421	-0.84746	  -1.105	  -1.043	-0.50272
Mlxipl	 -1.2994	-0.47908	-0.74918	-0.94013	 -0.9211	-0.66196
Lrrc4c	 -1.0314	-0.46697	-0.63184	 -1.0073	-0.81211	-0.49669
Ppm1h	 -1.3057	-0.72882	-0.79098	-0.75854	 -0.8911	-0.73014
Sirt4	 -1.2844	-0.59461	-0.78228	-0.67284	 -1.1107	-0.59251
Aimp1	-0.81367	-0.49781	-0.72215	 -1.0569	 -1.2175	-0.60593
Fkbp5	-0.88943	-0.43573	-0.69615	 -1.2841	 -1.0096	-0.48157
Mitd1	-0.72315	-0.55527	-0.84882	 -1.4197	 -1.0604	-0.51136
Pcbp3	-0.62966	-0.26656	-0.88643	 -1.0095	 -1.1029	-0.49361
Ruvbl2	-0.60153	-0.45729	-0.80086	 -1.0076	 -0.9379	-0.39268
Rwdd2a	-0.45462	-0.22673	-0.72014	 -1.2513	 -1.1653	-0.49604
Efcab4b	-0.95671	-0.57717	-0.91601	 -1.2269	 -0.8003	-0.49879
Fkbp15	-0.79751	-0.51299	-0.93124	 -1.1653	-0.73629	-0.47952
Siae	 -1.0161	-0.40504	 -0.9217	 -1.2686	-0.67606	-0.54351
Stambpl1	  -1.096	-0.42679	 -1.0323	 -1.0861	-0.65102	-0.53366
S1pr5	-0.90795	-0.64753	 -1.0112	-0.95858	-0.84353	-0.43279
Scap	-0.78443	-0.63286	-0.92176	 -1.0165	-0.62054	-0.37684
Rasa4	-0.93793	-0.55197	 -1.2598	 -1.1809	-0.89578	-0.26747
Olfr98	 -1.1481	 -0.3994	 -1.0368	 -1.1429	-0.52856	-0.21463
Anks1	 -1.1537	-0.76405	 -0.9206	 -1.4345	-0.67712	-0.77636
Arhgap15os	   -1.17	-0.53295	 -1.0249	 -1.2048	-0.64971	-0.88921
Focad	 -1.1503	-0.64607	 -1.2102	 -1.5448	-0.71105	-0.83861
Myo1f	 -1.0957	-0.68326	  -1.289	 -1.5959	-0.69148	-0.66745
Pick1	 -1.1757	-0.35223	 -1.1459	  -1.394	-0.99085	-0.58804
Xpc	 -1.4617	-0.46624	-0.99455	 -1.5262	-0.86075	-0.71878
Ccdc53	 -1.3007	-0.75868	 -0.8557	 -1.4466	  -1.059	-0.75865
Mir5620	 -1.5049	-0.82949	-0.91548	 -1.3391	-0.92392	 -1.1337
Tle6	 -1.4685	-0.64883	-0.90341	 -1.2985	 -0.7131	 -1.0302
Slx4ip	 -1.6634	-0.92795	  -0.821	 -1.4187	-0.86337	-0.87553
Pvt1	 -1.6388	-0.63109	 -1.2095	 -1.7661	-0.99459	-0.98346
Adamts10	-0.80129	-0.10555	-0.64428	 -1.4264	-0.87495	-0.34946
Brat1	-0.67988	-0.26837	-0.80025	 -1.5422	-0.87465	-0.65078
Rab24	 -0.65786	-0.018298	 -0.71615	  -1.5285	   -1.068	 -0.60932
Osgep	-0.98757	0.019171	-0.47381	 -1.3076	-0.64244	-0.58444
Tmem106a	-0.83028	-0.26925	-0.47582	 -1.4588	-0.70202	-0.69643
Atg4c	-0.98499	-0.25381	 -0.3603	 -1.3764	 -0.4506	-0.13351
Slc45a4	 -1.0804	-0.16638	-0.63082	 -1.2385	-0.82182	-0.13824
Adcy7	-0.55953	-0.39843	-0.92094	 -1.8813	-0.33901	-0.44743
Manba	-0.67861	-0.54389	-0.63338	 -1.5962	-0.58703	-0.37112
Zfp512	-0.76041	-0.50075	-0.49217	 -1.5073	-0.44792	-0.34459
Zfp608	-0.75286	 -0.3559	-0.48756	 -1.9296	-0.38849	-0.11124
Pmm1	-0.73546	-0.32958	-0.90329	 -1.6235	-0.58955	-0.23775
Trappc2l	-0.48495	 -0.1618	-0.88007	 -1.4048	-0.66726	-0.16836
Ppcdc	 -0.63768	 -0.44604	 -0.76636	  -1.3087	 -0.70767	0.0001822
Dram1	 -0.97354	-0.067189	 -0.23037	  -1.0236	 -0.13187	 -0.33161
Slc36a1	  -1.322	-0.02509	 -0.6551	 -1.2985	-0.32088	-0.51689
Dyrk3	 -0.51931	 -0.23356	 -0.70703	  -1.1338	 -0.19894	-0.091081
Pomk	 -0.78202	 -0.18086	  -0.6705	  -1.0465	-0.051351	  0.19076
Ggct	 -1.0185	-0.35176	-0.59454	 -1.1803	-0.13626	-0.11483
Rmdn2	 -1.0199	-0.48659	 -0.8277	 -1.3021	-0.27094	-0.10304
Elf3	 -1.1153	 -0.3753	-0.92563	-0.76577	-0.73871	-0.44601
Gprasp1	 -1.1535	 -0.3265	-0.92674	-0.62964	-0.50576	 -0.2748
Riiad1	  -1.097	-0.56413	-0.83673	-0.75056	-0.47624	-0.22109
Scrn2	 -1.0557	-0.45606	 -0.6519	-0.93009	-0.23989	-0.40277
Thy1	 -1.0841	-0.48624	-0.65831	-0.84952	-0.21538	-0.64531
Lrrc27	  -1.1825	 -0.61883	 -0.45632	 -0.69746	 -0.49539	0.0075498
Stk38l	 -1.3298	-0.28173	-0.58527	-0.77741	-0.29736	0.030003
Abcd1	-0.78516	-0.72652	-0.69036	-0.84931	-0.58595	  -1.239
Gpr18	-0.73693	-0.82061	-0.58241	-0.95564	-0.57253	 -1.4249
Parp12	-0.86445	-0.75816	-0.72367	 -0.8678	-0.70482	 -1.0523
Pold2	-0.79494	  -0.671	-0.82294	 -1.0499	-0.72448	 -1.0302
Thnsl1	-0.93929	-0.60896	 -0.6558	-0.94925	-0.46163	 -1.0885
Gm6251	 -1.1359	-0.67079	-0.47215	 -1.0358	 -0.5819	 -1.2966
Lamtor2	-0.87513	-0.53699	-0.52669	-0.95235	-0.82115	 -1.1197
Unc13d	-0.90781	-0.42978	 -0.5299	 -1.0543	-0.82375	 -1.3466
Nfkbiz	-0.97892	-0.38182	-0.50642	-0.71864	-0.87028	   -1.32
Asnsd1	-0.77016	-0.65229	-0.72954	 -1.2081	-0.94201	 -1.2741
Nipal3	-0.80518	-0.80324	-0.64887	 -1.1935	-0.85003	  -1.207
C8g	-0.80611	-0.70806	-0.51394	  -1.103	-0.91754	 -1.1717
Sat1	-0.80546	-0.75782	-0.52051	 -1.1044	 -1.0586	 -1.2849
Lrrc61	-0.93236	-0.79762	-0.64825	 -1.0194	 -1.1423	 -1.2713
Nlrp1c-ps	-0.91691	-0.83442	-0.57118	 -1.1866	 -1.2418	 -1.2649
Pip4k2a	-0.95926	-0.66194	-0.70134	-0.99308	 -1.1254	 -1.0646
Prdx5	-0.94952	-0.80606	-0.55786	 -1.0325	-0.97171	 -1.0745
Snora65	 -1.0212	-0.64236	-0.50928	 -1.0445	 -1.0154	 -1.1906
Gpx1	-0.69056	  -0.576	-0.56694	-0.88038	 -1.0434	 -1.0441
Trim21	-0.80913	-0.68537	-0.42999	 -0.8164	 -1.2014	 -1.2659
Adck1	-0.92316	-0.51429	 -1.0113	 -1.1492	-0.75726	 -1.3685
Flt3l	-0.99614	-0.44788	-0.94117	 -1.1288	-0.94536	  -1.264
Vav2	 -1.0016	-0.61873	 -1.0062	-0.94036	-0.93935	 -1.4032
Chd9	-0.72684	-0.69913	-0.90102	 -1.2666	 -1.0723	  -1.078
Mir7212	 -0.7453	-0.73329	-0.91886	 -1.0755	 -1.0501	-0.98477
Erp29	-0.67389	-0.58361	-0.84559	 -1.0433	-0.97203	  -1.115
Dtx3l	-0.68028	 -0.7499	-0.96752	  -1.063	 -1.1985	 -1.3801
Mapk1ip1	-0.77269	-0.63885	-0.95431	 -1.2185	 -1.0244	 -1.4539
Dpy19l1	-0.81723	 -0.8329	-0.96116	 -1.2046	-0.63401	 -1.3405
Ganc	 -0.9909	-0.87507	-0.81014	 -1.1634	-0.66452	 -1.4314
Gm16039	-0.83143	-0.93086	-0.85995	 -1.2097	-0.90941	 -1.4097
Gm6654	-0.73232	-0.74058	 -1.1165	 -1.1991	-0.77703	 -1.5522
Atp10d	-0.58207	  -0.293	-0.67906	-0.81111	-0.68343	 -1.2773
Cradd	-0.66156	-0.45706	-0.53641	-0.87622	 -0.7293	 -1.3103
Tmem173	-0.45165	-0.58235	-0.73139	-0.98483	-0.86863	  -1.424
Tnfsf10	-0.46752	-0.50032	-0.78296	-0.80699	-0.83852	 -1.2738
Cd1d1	-0.49076	-0.13889	 -0.5237	-0.77247	-0.77407	 -1.2595
Rnf166	-0.35274	-0.11029	-0.65244	-0.80792	-0.56572	 -1.3231
Gba2	-0.48396	-0.34178	-0.62975	 -1.0812	-0.89806	 -1.1484
Kcne3	-0.76386	-0.14523	-0.76369	 -1.1649	-0.85113	 -1.2118
Sash3	 -0.7104	-0.21256	-0.77174	 -1.2154	-0.87935	 -1.1368
Retnlg	-0.72372	-0.27552	 -0.7292	-0.98477	-0.83684	 -1.2425
Tbc1d13	-0.70325	-0.22725	-0.68631	 -1.3483	-0.71281	-0.99288
Abhd11os	-0.91311	-0.56495	-0.92563	-0.62287	 -0.7743	 -1.0745
Coro1b	-0.88526	 -0.7465	-0.91092	-0.66118	-0.96475	 -1.1181
Fh1	 -0.7688	-0.74554	-0.83905	-0.75049	-0.92877	 -1.0132
Mir1945	-0.97745	-0.62383	 -0.9373	-0.68176	 -1.0415	 -0.8858
Mir16-1	 -0.7835	-0.90274	  -1.012	-0.77444	-0.68491	 -1.2333
Mir3108	 -0.9949	-0.92773	 -1.0467	 -0.7127	-0.82991	 -1.0038
Fam171a2	-0.90517	 -1.0125	-0.78037	-0.58663	 -0.9975	-0.78518
Fsd2	 -1.0647	-0.94726	-0.90602	-0.57834	-0.91746	 -0.8557
Nckap5l	 -1.1034	-0.96525	 -1.0868	-0.49865	 -1.1023	-0.78863
Guca2b	  -1.084	  -1.132	-0.74677	-0.84255	  -1.013	-0.88664
Trim34b	 -1.1384	-0.99518	-0.83033	-0.78007	 -1.0422	  -1.005
Rbm38	 -1.1731	-0.99754	 -0.7423	-0.69317	-0.83304	 -1.0939
Ang4	-1.0099	-1.0081	-1.0039	-1.0227	-1.0036	-1.0156
Slc12a8	-0.98374	-0.94893	-0.90404	-0.97575	-0.93325	 -1.0034
Impg1	 -1.0069	-0.97426	 -1.0481	  -1.115	-0.95273	-0.86959
Pde6g	-0.99668	-0.96922	-0.97888	 -1.0058	-0.95529	 -0.8951
Zfp385a	 -1.1465	 -1.0324	-0.95978	 -0.9843	-0.92055	-0.76219
Marc1	-0.93593	 -1.0825	 -1.0676	 -1.0347	 -1.0394	-0.77324
Pbld1	 -1.0717	 -1.0573	 -1.1339	  -1.061	 -1.1472	-0.80288
Stx19	 -1.0421	-0.91985	 -1.0004	-0.89005	 -1.2346	-0.98621
Arid1a	-0.88923	-0.78829	 -1.0715	-0.90778	-0.97543	 -1.0988
Xlr3a	-0.9723	-0.9114	-1.1316	-1.0411	-1.0034	-1.1416
Hist1h3i	-0.83871	-0.98328	-0.94004	  -1.035	-0.79674	  -1.072
Creb3l3	-0.79922	 -1.0521	-0.84069	 -1.1071	 -1.1563	-0.79026
Lage3	-0.76042	 -1.0704	-0.98836	-0.83174	 -1.0565	-0.83568
Adam28	 -1.1604	-0.90559	-0.90778	-0.95985	-0.71088	 -0.9073
Pctp	 -1.2731	-0.89407	 -1.1091	-0.88471	-0.78029	-0.86003
Rsph1	 -1.0021	-0.73015	 -0.9795	  -1.009	-0.77847	-0.88435
Idh2	 -1.0421	-0.81076	 -1.1698	 -1.0467	-0.79272	-0.82724
Inppl1	 -1.1124	-0.94124	 -1.1552	 -1.0819	 -0.7948	-0.95955
Jade2	-0.96614	-0.88651	 -1.2973	 -1.1933	-0.86784	-0.82007
Ampd3	 -1.3519	-0.72921	 -1.1746	 -1.1406	-0.74676	-0.62614
Arhgap4	 -1.1579	-0.79438	-0.96038	 -1.1638	-0.67768	-0.70226
Zfp937	 -1.2411	-0.87452	 -1.0189	 -1.0819	-0.81826	-0.76559
Ddx60	 -1.1967	-0.78629	 -1.1205	 -1.1817	-0.69734	 -1.0358
Shf	 -1.2459	-0.69434	 -1.0907	 -1.1045	-0.76793	 -1.1487
Mir15a	 -1.1037	-0.65671	-0.96155	 -1.0257	-0.81526	 -1.1892
Ccdc88b	 -1.2559	-0.66572	 -1.2254	 -1.0462	 -1.0999	 -1.1119
Fbxl19	 -1.0849	-0.68327	 -1.3469	-0.98676	 -1.0596	-0.94883
Lst1	 -1.1429	-0.66513	 -1.4543	-0.96825	 -0.9838	 -1.1057
Tmem51os1	 -1.1853	-0.71097	 -1.3207	 -1.1577	-0.94096	-0.96006
Proser2	 -1.4616	-0.56586	 -1.3983	 -1.1059	-0.92091	 -1.1175
Hfe	 -1.1628	-0.51111	 -1.0377	 -0.9816	 -1.0888	 -0.9742
Kcnip2	 -1.0827	-0.83062	 -1.1262	-0.87576	 -1.0246	-0.77646
Rgcc	 -1.1256	 -0.6404	 -1.2234	-0.84774	-0.86522	-0.88061
Cars2	-0.75265	 -1.1615	-0.95745	 -1.4356	 -1.2997	 -1.3287
Irs2	-0.87121	 -1.0847	 -1.0337	 -1.3626	 -1.2019	-0.99612
Zfp947	-0.83592	  -1.033	-0.98702	 -1.3205	 -1.3324	 -1.0349
Gm6460	-1.2051	 -1.162	-1.0625	-1.3383	-1.0578	 -1.093
Gtf2i	 -1.0794	  -1.369	 -1.0229	 -1.3881	 -1.1227	-0.96017
Vars2	 -1.0318	 -1.0657	-0.97382	 -1.3208	 -0.8568	-0.96961
Rab38	-1.2282	 -1.297	-1.0496	-1.5463	-1.3679	-1.0769
Chtf18	-0.68726	 -1.0309	 -1.2365	 -1.7334	 -1.1415	-0.94514
Coq2	-0.84921	 -1.1054	 -1.0904	 -1.5602	-0.82219	-0.98728
Itch	-0.78341	 -1.0741	 -1.1674	 -1.6512	-0.94136	 -1.0554
Exosc5	-0.98714	 -1.1288	 -1.2969	 -1.4509	 -1.0744	 -1.0726
Oma1	-0.78146	 -1.0256	 -1.4234	 -1.6106	  -1.048	 -1.1868
Csk	-1.1338	 -0.524	-1.0225	 -1.461	-1.1342	-1.1157
Dcps	-0.87263	 -0.7165	 -1.0393	 -1.2526	 -1.2016	 -1.0427
Sh2d2a	 -1.0687	-0.65746	 -1.1374	 -1.2239	 -1.1632	 -1.1782
Elavl4	-1.3009	-1.0414	  -1.18	-1.2211	-1.2966	-1.1159
Iqck	 -1.2386	-0.86589	 -1.1562	 -1.2269	 -1.2002	 -1.0054
Lefty1	 -1.1912	-0.89875	 -1.2731	 -1.1778	 -1.1175	 -0.8009
Fabp6	-1.1364	-1.0615	-1.1605	-1.1441	-1.1523	-1.1724
Rgs2	  -1.058	-0.98114	 -1.0611	  -1.104	 -1.2116	  -1.257
Map3k15	 -1.1079	-0.99837	-0.86353	  -1.229	  -1.261	 -1.2341
Ccl25	-1.0062	-1.2908	-0.8078	-1.0188	-1.3096	-1.0997
Cdc25b	-0.92342	 -1.4742	-0.83745	 -1.0171	 -1.2949	 -1.3609
Trim34a	-1.1344	-1.4689	 -1.033	-1.1308	-1.1795	-1.1718
Trit1	-0.86643	 -1.3034	   -1.13	 -1.2263	 -1.1124	 -1.2385
Gart	-0.78956	  -1.251	-0.65813	 -1.2013	-0.96101	 -1.2746
Ttc32	-0.71695	 -1.5251	-0.66429	  -1.014	 -0.9817	 -1.2784
Dguok	 -1.1805	-0.95341	-0.70565	-0.81521	 -1.4547	  -1.347
Pacsin1	 -1.0008	-0.85637	-0.73849	-0.76395	 -1.1883	  -1.459
Gtf2h4	 -1.1387	-0.99433	-0.74997	 -1.0462	-0.92147	 -1.3418
Igtp	 -1.1335	 -1.0505	-0.86202	-0.95314	-0.90189	 -1.4164
Xaf1	-1.0416	-1.0859	-0.9002	 -1.006	-1.2261	-1.5345
Akp3	 -1.146	-1.1825	-1.1256	-0.5123	-1.0539	-1.1767
Bcl11b	 -1.1098	 -1.4145	 -1.2377	-0.54291	 -1.0809	-0.93095
Tuba8	 -1.2766	 -1.1765	  -1.266	-0.70043	 -1.3411	 -1.0415
Isoc2b	-0.95658	 -1.1944	-0.94684	-0.70465	 -1.3886	 -1.2203
Mir1938	 -1.0079	 -1.3098	-0.90985	-0.60283	 -1.4382	 -1.1301
Rorc	-0.93846	 -1.5985	-0.92931	-0.68808	 -1.0843	 -1.3278
Dtx1	-0.79513	 -1.2901	 -1.1835	-0.57465	 -1.1106	-0.93954
Prdm9	-0.68724	 -1.2269	 -1.1577	-0.81317	 -1.1074	-0.99555
Pcyox1l	-0.85128	 -1.0295	 -1.3555	-0.79376	  -1.041	-0.92997
Nt5m	      -1	 -1.1195	 -1.6172	-0.59466	 -1.2935	-0.85323
Snord15a	-0.81606	 -1.0738	 -1.4047	-0.54873	  -1.341	-0.80739
Adat2	 -0.5356	-0.94245	 -1.5791	-0.87896	-0.62226	-0.88534
Enho	-0.44558	-0.82943	 -1.3646	 -1.0076	-0.86417	 -1.0366
Hook1	-0.50754	-0.89097	 -1.3222	-0.84574	-0.67502	 -1.1468
Casp7	 -0.7411	-0.95676	 -1.0608	 -0.8006	-0.52277	 -0.8253
Farsb	-0.71594	-0.98576	 -1.1582	 -1.0741	-0.46235	-0.84391
Cisd1	 -0.4816	-0.82618	 -1.2113	   -0.86	-0.52282	-0.72149
Dis3l	-0.46794	-0.98009	 -1.2108	-0.91384	-0.57042	-0.89644
Hmgb2	-0.43491	-0.85001	 -1.1831	 -1.0355	-0.64734	-0.98233
Ly6e	-0.51928	-0.84076	  -1.352	-0.48566	-0.53091	  -1.021
Ydjc	-0.26973	-0.80518	 -1.6575	-0.61186	-0.55694	 -1.1497
C2cd3	-0.68421	  -0.921	 -1.2107	 -1.0458	 -1.1352	-0.81961
Gnat2	-0.73275	-0.88263	 -1.1836	 -1.1278	 -1.0788	-0.83868
Scd3	-0.55468	-0.99403	 -1.1875	 -1.1487	 -1.0625	-0.71408
Def8	-0.61504	-0.74297	 -1.4545	 -1.1116	 -0.9558	-0.69348
Ttc5	-0.81328	-0.77867	 -1.3964	 -1.1482	 -1.0637	 -0.7119
Plcb2	-0.77662	-0.71739	 -1.2543	 -1.0102	  -1.243	-0.87875
Rxrb	-0.77041	-0.50531	 -1.3053	 -1.0497	 -1.1903	-0.75699
Il23a	-0.93076	-0.85855	 -1.4848	  -1.066	 -1.3716	-0.73447
Pole2	-0.98601	-0.89803	 -1.2537	 -1.0948	  -1.553	-0.66655
Cbx2	-0.61993	-0.75152	 -1.0073	-0.89185	 -1.0569	-0.96996
Cd2ap	-0.67134	-0.90586	 -1.0114	 -0.8269	-0.86886	 -0.9021
Hipk2	-0.55426	-0.88062	 -1.0224	-0.86306	-0.92557	-0.96594
Pdcd4	-0.59842	-0.81334	 -1.0201	-0.62661	 -1.0334	-0.78724
Esrra	-0.61983	-0.68085	 -1.0525	-0.98376	 -1.3432	  -0.985
Foxred1	-0.41603	-0.67128	 -1.0092	-0.93241	 -1.0087	 -1.0422
Srgap3	-0.42052	-0.76286	 -1.1714	-0.86101	  -1.122	-0.97478
Rbl1	-0.44804	-0.85158	 -1.0087	-0.99657	 -1.1857	-0.95389
Heatr5b	-0.57319	-0.96329	-0.92061	 -1.1731	-0.87561	-0.77633
Lamtor1	-0.54565	-0.87082	-0.96825	 -1.0915	-0.76044	-0.73949
Hist1h1t	-0.50594	-0.77895	-0.80429	 -1.0169	-0.91785	-0.65973
Prss22	-0.58112	-0.88569	-0.96533	 -1.0215	-0.96476	 -0.6076
Rere	-0.60616	-0.95749	-0.83565	 -1.0235	-0.98883	-0.76956
Zfp414	-0.37566	-0.82751	-0.69479	 -1.1594	 -1.0174	-0.89385
Ccdc107	-0.50524	-0.62647	 -1.2536	-0.66013	 -1.2352	-0.50185
Prr15l	-0.57138	-0.68021	 -1.1433	-0.90851	  -1.225	-0.55287
Zfp819	-0.42469	 -0.6157	 -1.2688	 -0.9783	-0.95476	-0.64162
Nrg2	-0.10086	-0.83337	 -1.1916	-0.71764	 -1.1194	-0.77737
Ssbp3	-0.30288	-0.73834	-0.98781	-0.92132	 -1.1074	  -0.761
Vwa8	-0.16606	-0.76477	-0.90744	 -0.7866	 -1.2012	-0.58928
Car9	-0.53042	  -1.098	 -1.6959	-0.92478	  -1.315	 -0.9754
Stag3	-0.50031	-0.89081	 -1.5616	-0.94765	 -1.1709	-0.70412
Gm3604	 -0.5293	-0.83732	 -1.8469	-0.53254	-0.93358	 -1.0064
Mgst2	-0.68938	 -1.0054	 -1.7488	-0.61091	 -1.0949	-0.81787
Cbx8	-0.70949	 -1.2468	 -1.5258	 -1.2655	 -1.3849	 -1.4371
Hoxc4	-0.79715	 -1.1356	  -1.393	  -1.124	 -1.3889	 -1.5229
Ncapd2	-0.33811	 -1.0388	 -1.5028	 -1.2643	 -1.4916	 -1.4398
Npc1l1	-0.58392	 -1.0428	 -1.2252	 -1.0331	 -1.7087	 -1.2837
Vars	-0.51502	-0.80928	 -1.0828	 -1.1764	 -1.5533	 -1.2759
Ptpn18	 -0.8204	-0.83663	 -1.3715	 -1.2356	 -1.3253	 -1.2791
Taf6	-0.66703	-0.99543	 -1.2671	 -1.1199	 -1.4246	 -1.1087
Zmym3	-0.87985	  -0.758	 -1.4819	 -1.0921	 -1.6891	 -1.2693
Fbxl4	-0.70821	 -1.2622	 -1.2686	 -1.2597	 -1.4584	 -1.0534
Kifc1	-0.67086	 -1.4761	 -1.4077	 -1.1641	 -1.4987	 -1.0864
Rec8	-0.74338	 -1.4274	 -1.4546	 -1.3667	 -1.6297	 -1.1109
Snord104	-0.68131	 -1.3173	 -1.1214	 -1.0584	 -1.2936	 -1.0222
Cmpk2	-0.72665	-0.90342	 -1.1652	-0.80127	 -1.3057	  -1.215
Gm15545	-0.74173	-0.79972	 -1.2026	-0.65316	 -1.1383	 -1.1364
Hist1h2bf	 -0.5509	-0.95834	 -1.1851	-0.86891	 -1.1685	  -1.387
Hspe1	-0.79938	-0.95936	 -1.2408	 -1.0269	 -1.2022	 -1.4557
Tnfrsf14	-0.78863	 -1.0811	  -1.188	-0.89554	 -1.2208	 -1.3354
Ncaph	-0.61011	 -1.0069	-0.89619	-0.75508	 -1.3558	 -1.4589
Rnf26	-0.43225	-0.67732	 -1.0684	-0.79817	 -1.2287	 -1.5011
Tagap	-0.78102	 -1.1388	 -1.1608	-0.98958	 -1.0481	 -1.6775
Dyx1c1	-0.22916	-0.83377	-0.96947	 -1.1629	 -1.2323	 -1.0653
Hist1h1a	-0.27796	 -1.0405	 -0.8218	 -1.4244	  -1.445	 -1.2091
Tmem27	0.088983	 -1.0383	 -1.0297	 -1.2687	 -1.0226	 -1.0495
Iqch	-0.0026546	  -0.77977	   -1.6103	   -1.1294	   -1.2532	   -1.4015
Ms4a4b	-0.22612	-0.90991	 -1.3884	-0.90713	-0.95992	 -1.2687
St18	0.057613	-0.94503	 -1.4324	-0.53176	 -1.5546	 -1.0876
Tmpo	-0.32026	-0.77274	 -1.5346	-0.94638	 -1.6806	-0.99283
Acsf3	 -0.6523	-0.74239	 -1.2465	 -1.0102	-0.35104	 -1.3015
Atf6b	-0.77272	-0.70325	  -1.184	-0.99465	-0.61713	 -1.1565
Dtnb	-0.75467	-0.46133	 -1.4361	 -1.0557	-0.51418	 -1.4239
Rtn1	-0.86507	-0.70134	 -1.4092	-0.76108	-0.49538	 -1.4136
Nthl1	 -1.1447	-0.57875	 -1.3164	 -1.0474	-0.51521	 -1.2932
Mcm7	-0.72132	-0.60882	 -1.5269	 -1.1452	-0.67093	 -1.0183
Rpia	-0.81843	-0.53615	 -1.3455	 -1.3069	-0.50848	  -1.066
Mir6415	-0.69298	-0.39503	 -1.2749	 -1.1877	-0.85307	 -1.1247
Nbeal2	-0.62321	 -0.3985	 -1.3341	 -1.0304	-0.82082	 -1.2705
Ranbp17	-0.82369	-0.41352	 -1.2439	 -1.3741	-0.99062	 -1.1897
Chst15	-0.93746	-0.19867	 -1.6879	 -1.0859	-0.61924	 -1.2648
Gm16894	-0.93645	-0.10942	 -1.7652	  -1.004	 -0.5982	 -1.3573
Thap3	 -1.1605	-0.37039	 -1.5887	  -1.106	  -0.215	 -1.1725
Bmf	 -1.1799	 0.24072	 -1.4609	 -1.0684	-0.89883	 -1.3538
Phf21a	 -1.3377	-0.20352	 -1.2396	-0.81414	-0.72321	 -1.1802
Pot1b	 -1.0006	0.023148	 -1.0725	-0.77139	-0.84635	 -1.3433
Coro2a	 -0.5631	0.033418	 -1.1668	-0.95395	-0.88959	  -1.221
Trappc5	 -0.79671	-0.030357	  -1.1034	  -1.1819	 -0.79114	  -1.2495
Itpr3	-0.65069	-0.30966	 -1.2264	-0.70524	-0.74126	 -1.4007
Actn2	-0.84104	-0.31077	 -1.0139	 -1.0249	-0.34493	-0.75191
Mycbp2	  -1.017	-0.33096	 -1.0366	 -1.1312	-0.55833	-0.76453
Pygl	-0.91587	-0.27762	 -1.0013	 -1.3914	-0.44938	-0.88751
Tmem41a	-0.96616	-0.15577	-0.93987	 -1.2071	-0.82843	-0.81393
Ecsit	  -1.1306	-0.077597	   -1.005	 -0.87862	 -0.60307	 -0.74532
Ift140	  -1.3335	-0.053584	  -1.1417	   -0.997	 -0.57642	 -0.83147
Ctsw	-0.94036	-0.23684	 -1.6025	 -1.2025	-0.95486	-0.65311
Fam221a	 -1.1217	-0.30461	 -1.4393	 -1.2637	 -0.7467	-0.65239
Jakmip1	 -1.1694	 -0.1882	 -1.1729	 -1.1233	 -1.1088	-0.98079
Usp11	  -1.0035	-0.076027	  -1.3437	  -1.1244	  -1.2911	 -0.90412
Aim2	-0.68315	-0.67466	 -1.0751	 -1.4876	-0.58956	 -1.0755
Slc10a7	-0.63344	-0.62531	-0.92681	 -1.5186	-0.64405	 -1.0886
Slc25a11	-0.60006	-0.57293	-0.87445	 -1.3717	-0.49626	 -1.2258
Sgk3	-0.73716	-0.71729	-0.87232	 -1.3725	-0.45594	-0.87727
Tsnax	-0.64601	-0.56351	-0.85819	 -1.4067	-0.41282	-0.99066
Pde6d	-0.63656	-0.80121	-0.84259	 -1.7711	-0.82138	 -1.1543
Tmem150b	-0.67489	-0.79371	 -0.8069	 -1.6643	-0.82043	 -1.1011
Klrb1f	-0.66075	 -1.2307	-0.77754	 -1.3869	-0.72823	 -1.0927
Pbx2	-0.82431	 -1.0166	-0.75944	 -1.4479	-0.71046	 -1.0338
Rgs19	 -0.9459	 -0.8973	 -1.0057	 -1.3933	-0.61955	 -1.0615
Smim24	-0.93997	 -0.9107	 -1.0124	 -1.3385	-0.48672	 -1.0692
Arhgap25	 -0.7878	-0.39255	-0.90579	 -1.6737	-0.57023	-0.79083
Eif4e3	-0.57979	-0.52644	-0.77035	 -1.8705	-0.72696	-0.96536
Zfp652	-0.44429	-0.56781	-0.83297	 -1.9101	-0.57875	-0.79578
Casp9	-0.47664	-0.22953	-0.87113	 -1.6538	-0.83706	 -1.1735
Ccdc28b	-0.76741	-0.23693	-0.89837	 -1.6276	-0.71786	 -1.1862
Ndufs7	-0.31962	-0.55626	-0.56791	 -1.2504	-0.77201	 -1.1387
Sult1a1	-0.22441	-0.52328	-0.58597	 -1.3907	-0.64337	 -1.3788
Slc35d2	-0.38847	-0.61228	-0.47717	 -1.5893	-0.84249	 -1.1918
Dph1	-0.98368	-0.71939	-0.96269	 -1.8732	-0.31415	-0.96165
Xxylt1	 -1.0635	-0.52305	  -1.072	 -1.7539	-0.53807	 -1.1135
Elmo2	-0.79994	-0.38898	 -1.3982	 -2.3958	-0.78396	 -1.1621
