	SFB_v_GF_CD11b-CD103-	SFB_v_GF_CD11b-CD103+	SFB_v_GF_CD11b+CD103-	SFB_v_GF_CD11b+CD103+	SFB_v_GF_Monocyte	SFB_v_GF_Macrophage
Mertk	 -1.4378	  -2.022	 -1.6925	  -1.336	 -1.2869	-0.50187
Slc25a27	 -1.5112	 -1.8176	 -2.0543	-0.82137	 -1.1327	-0.89089
Col14a1	 -1.4557	 -1.3345	 -1.9824	-0.91418	 -1.6986	-0.44152
Col6a3	  -1.526	 -1.3379	 -2.1404	 -1.1765	 -1.2359	-0.15473
Akp3	-1.1368	-1.1782	-1.1143	-1.1712	-1.1703	-1.1677
Grem1	-1.1596	-1.1914	-1.1811	 -1.073	-1.2982	-1.2354
Cd209f	-1.0214	-1.0195	-1.0583	-1.1625	-1.3156	-1.4226
Chordc1	-1.3032	-1.3753	 -1.305	-1.1256	-1.3549	-1.3044
Gbp10	-1.3428	-1.3772	-1.4082	-1.2939	-1.2975	  -1.39
Rasgef1c	-1.4369	-1.4272	-1.4105	-1.1647	-1.3999	-1.4365
Cmpk2	-1.2443	 -1.266	-1.2009	-1.3739	-1.1244	 -1.365
Prickle4	-1.3648	-1.2412	-1.2713	-1.3208	-1.2684	-1.3312
Wdr95	-1.4685	-1.1227	-1.4119	-1.2005	-1.0829	-1.3688
Anln	 -1.1228	 -1.5039	 -1.3579	-0.94816	 -1.2935	 -1.4837
Pomk	-1.0855	-1.6428	-1.4868	 -1.251	-1.1858	 -1.701
Vamp5	-1.0636	-1.5505	-1.3942	-1.1443	-1.4312	-1.8229
Cldn20	-0.96946	 -1.5876	 -1.5687	 -1.2598	 -1.4323	 -1.4265
Gm10069	-1.3538	-1.6458	-1.1618	-1.1837	-1.5201	-1.7118
Camkk1	-1.2842	-1.4482	-1.4832	-1.0968	-1.7533	-1.3868
Sct	-1.3017	-1.4747	-1.4881	-1.2365	-1.5337	-1.4895
Prap1	-1.5821	-1.5418	-1.5347	-1.3662	-1.5938	-1.2409
Trim14	-1.4557	-1.7464	-1.3747	-1.3013	 -1.474	-1.2047
Arr3	-1.6227	-1.5775	-1.5947	-1.5835	-1.0043	-1.6781
Fam71a	-1.6384	-1.5653	-1.8199	-1.0902	-1.5085	-1.5898
Il16	-1.5722	-1.4447	-1.8956	-1.3981	 -1.222	 -1.447
Atf3	-1.5132	-1.6243	-1.7791	-1.3701	-1.8652	-1.7946
Lrat	-1.1534	-1.5942	-1.6196	 -1.618	-1.6212	-1.6163
Olfr456	-1.3866	-1.6918	-1.7092	-1.6266	-1.7003	-1.6687
Sis	-1.6041	-1.6167	-1.5572	-1.6391	-1.6469	-1.6118
Egr1	-0.78358	 -1.6656	 -1.5637	 -1.6959	 -1.5383	 -1.6232
Npc1l1	-0.86845	 -1.6054	 -1.7386	 -1.5131	 -1.6885	 -1.6809
Tfcp2	-0.89327	 -1.2423	 -1.8054	 -1.1952	 -1.6901	 -1.6967
Aldh1l1	-1.6723	-1.6759	-1.7097	-1.0353	-1.7375	 -1.156
Arhgef39	 -1.7753	 -1.4494	 -1.5099	-0.96963	 -1.9227	 -1.0726
Ston1	 -1.7822	 -1.6925	 -1.3529	  -1.139	 -1.8129	-0.68614
Cd40lg	-1.7658	-1.7173	-1.3378	-1.2305	-1.9397	-1.5926
Rslcan18	-1.7427	-1.4775	-1.5223	-1.0672	 -1.894	-1.5772
Ifit2	 -1.7797	 -1.6826	 -1.1358	-0.96802	 -1.7383	 -1.3663
Serpine1	 -1.7754	 -1.8114	 -1.0055	-0.88725	 -1.8644	 -1.2592
Ifi44	 -1.9099	 -1.5665	 -1.1383	 -1.9416	 -1.3812	-0.73995
Plxna4os1	-1.6376	-1.5883	-1.1169	-1.7071	-1.0783	-0.9771
Mx1	 -1.7022	  -1.838	-0.89109	 -2.0076	 -1.3803	 -1.2728
Adh4	 -1.0544	 -1.1825	-0.94388	  -1.092	-0.84477	-0.66352
Epor	 -1.1637	 -1.1834	 -1.1724	 -1.0948	-0.98888	-0.65407
C7	-0.88467	 -1.1554	 -1.1359	 -1.0404	 -1.1997	 -0.5406
Palm3	 -1.0152	-0.91259	 -1.1286	 -1.0917	 -1.1037	-0.63293
Zfp94	 -1.0149	 -1.0122	 -1.1485	-0.98086	 -1.1589	-0.89785
Iqck	-1.0327	-1.1529	-1.1374	-1.2304	 -1.193	-0.8035
Tmprss5	 -1.1117	 -1.3305	 -1.2845	 -1.2874	 -1.3187	-0.83919
Serpina3n	-0.95789	 -1.2182	 -1.0954	 -1.3379	 -1.4244	 -1.0632
Zc3h12d	 -1.0254	 -1.0248	-0.91709	 -1.2232	 -1.3213	-0.96289
Adh6a	 -1.3568	-0.97023	 -1.3445	 -1.2149	  -1.262	-0.73446
Ccl7	 -1.3803	 -0.8113	 -1.3728	-0.99789	 -1.1914	-0.63619
Pax5	 -1.2646	 -1.0592	 -1.0972	 -1.1126	 -1.3164	-0.48696
Pigz	 -1.3257	-0.67972	 -1.5019	  -1.358	 -1.1379	-0.89716
Snord15a	 -1.1172	-0.63657	 -1.3709	 -1.3273	 -1.0975	-0.61424
Akr1c12	-1.4176	-0.8909	-1.0008	-1.4474	-1.8033	-1.0714
Apol7c	-1.0952	 -1.053	 -1.103	-1.2462	-1.6285	-1.1715
Ccnb1	-1.2374	-1.1135	-1.3195	-1.1251	-1.6905	-1.0092
Amica1	 -1.1093	-0.51273	 -1.2455	 -1.1543	 -1.3408	 -1.1849
Ascl2	  -1.215	-0.81704	 -1.3028	 -1.2457	  -1.169	 -1.2742
Gm3435	 -1.2004	-0.80488	 -1.2718	 -1.4552	 -1.3852	 -1.2014
Rab39	 -1.0892	-0.70077	 -1.2942	 -1.3213	 -1.5253	 -1.1119
Btg2	-0.82611	-0.89532	 -1.1658	 -1.0995	 -1.3889	 -1.1331
Frs3	-0.66871	-0.96656	 -1.2239	 -1.3607	 -1.3169	 -1.1659
C2	 -1.1149	 -1.1123	 -1.5278	-0.65966	 -1.3471	-0.72056
Rpgrip1l	-0.88439	 -1.0045	 -1.3769	-0.67511	 -1.6776	-0.54498
Chst14	 -1.2382	 -0.7961	 -1.1439	-0.66293	  -1.615	-0.52911
Hsh2d	-0.95038	 -1.0368	 -1.1315	 -0.9872	 -1.8033	-0.55922
Slc7a15	 -1.1178	-0.86275	 -0.9982	-0.98415	 -1.5317	-0.65043
Enho	 -1.3316	-0.25378	 -1.1171	-0.74986	 -1.3165	-0.85576
Gm6787	  -1.079	-0.61077	 -1.1293	 -1.0473	 -1.2186	-0.66329
Shisa7	 -1.1195	-0.47195	 -1.2099	-0.87774	 -1.3124	 -0.7128
Prc1	-0.93616	-0.58969	 -1.1492	-0.89464	  -1.574	-0.92187
Relt	 -1.1256	-0.49659	  -1.311	 -0.8716	 -1.4021	-0.96176
Shpk	 -1.3114	-0.52787	 -1.0179	-0.98272	 -1.5578	-0.89354
Gm6654	-0.76176	-0.80477	 -1.6182	 -1.1202	 -1.1915	 -0.4132
Palld	 -1.0872	-0.58491	 -1.3826	-0.88996	 -1.4319	-0.23474
Pf4	 -1.1592	-0.58025	 -1.5658	-0.99151	 -1.5653	-0.45761
Gemin6	 -1.6433	-0.68494	 -1.5283	-0.87008	 -1.2863	 -0.9423
Shroom1	 -1.5199	-0.69642	 -1.5667	 -0.8669	-0.88044	-0.88346
Tmem51os1	 -1.7222	-0.83873	 -1.7396	 -0.6602	 -1.1293	 -0.4103
Als2cr12	-0.94585	 -1.0753	-0.97371	-0.78078	-0.99295	-0.96261
Ang4	-0.89635	 -1.0059	-0.99968	 -0.7203	 -1.0015	 -1.0127
Mir25	-0.89181	 -1.0164	 -0.8346	-0.77839	-0.98988	 -1.0323
Hspd1	-0.76662	 -1.0182	-0.84415	-0.80045	-0.86139	-0.98705
Xaf1	-0.98286	 -1.0279	 -0.9771	  -1.006	-0.90452	-0.97065
Synm	-0.95459	 -1.0699	-0.71129	-0.93002	 -0.7845	 -1.0875
Fabp7	-0.73094	  -1.168	 -0.9435	-0.94013	 -1.1564	 -1.0215
Oasl2	-0.69875	 -1.2274	-0.76494	-0.80641	-0.97573	 -1.1867
Pbld1	 -1.0463	 -1.1537	 -1.1248	-0.55616	 -1.1433	 -1.0213
Stc2	 -1.1022	 -1.0897	 -1.1122	-0.73527	 -1.1579	 -1.1134
Xlr3a	 -1.0375	 -1.1506	  -1.122	-0.77767	-0.97224	 -1.1311
Tmem181b-ps	 -1.2398	 -1.3986	 -1.0692	-0.75233	 -1.2107	 -1.0437
Ctrl	 -1.2466	  -1.135	-0.82116	 -1.1581	 -1.0752	 -1.1405
Dusp7	 -1.0757	-0.93787	-0.75895	 -1.0895	 -1.2094	 -1.1578
Slit2	 -1.1062	 -1.0486	-0.62189	-0.94117	  -1.086	 -1.1339
Fam73b	  -1.305	 -1.2299	-0.79707	 -0.5397	-0.99706	-0.73631
Rwdd3	 -1.2639	 -1.1849	-0.80365	-0.62906	 -1.3139	-0.77272
Phf11d	 -1.2659	 -1.1232	-0.83816	-0.83138	  -1.218	-0.97215
Rtn2	 -1.4505	 -1.2252	-0.96293	-0.94226	 -1.2525	-0.83086
Zfp3	 -1.4868	 -1.0273	  -1.118	-0.93812	 -1.0873	-0.91047
Irf7	 -1.3893	 -1.4903	-0.91824	 -1.1855	 -1.2523	-0.93717
Ciita	 -1.1607	-0.86888	 -1.1664	-0.82595	 -0.6215	 -1.0578
Mir215	 -1.0484	-0.72698	 -1.3709	-0.83385	-0.70178	 -1.0358
Grhl3	 -1.0382	-0.83605	-0.97736	-0.79106	-0.76589	-0.96751
Guca2b	 -1.0725	 -1.0055	 -1.0835	-0.71164	-0.81363	-0.77228
Ttk	 -1.1774	-0.88095	 -1.0128	  -0.753	-0.56112	-0.68441
Nfkbid	  -1.192	 -1.1385	  -0.991	-0.65342	-0.56148	-0.99613
Dusp10	-0.86311	 -1.0929	 -1.1035	-0.96417	-0.74015	-0.62985
Igsf10	-0.86572	 -1.0513	 -1.0306	-0.86385	 -0.6647	-0.52233
Stip1	-0.92253	-0.86123	-0.99233	  -1.026	-0.64999	-0.62536
Lef1	-0.94566	 -1.0797	 -1.2853	-0.60046	 -0.7732	 -0.5918
Arhgef37	  -1.673	 -1.3175	 -1.1737	-0.95079	-0.55164	 -1.3769
Lat	 -1.6126	 -1.2549	 -1.0653	 -1.0999	-0.47496	 -1.0943
Gckr	 -1.3458	 -1.3057	 -1.3397	-0.64341	-0.68679	 -1.1037
Neat1	 -1.5067	 -1.4398	 -1.3764	-0.77772	-0.64356	-0.99403
Depdc1b	 -1.2094	 -1.6176	 -1.2097	-0.96457	-0.61074	-0.62687
Slfn1	 -1.4389	 -1.3721	 -1.0936	 -1.0003	-0.64723	-0.66297
Zfp947	 -1.3311	 -1.2493	 -1.2326	-0.98806	-0.67465	-0.74915
Fam26f	 -1.3761	 -1.4632	-0.98608	 -1.0672	-0.36337	-0.55169
Hspa4l	  -1.402	 -1.0996	 -1.3943	-0.83353	 -0.8315	-0.58928
Banp	 -1.3465	 -1.1229	 -1.1178	  -1.207	-0.82242	 -1.2588
Hspa8	 -1.1236	  -1.082	 -1.0521	 -1.1297	-0.92667	 -1.1727
Nodal	 -1.1509	 -1.1425	 -1.2741	 -1.1483	-0.68578	  -1.266
Ccdc42b	 -1.2754	-0.85522	 -1.1907	-0.99754	-0.76378	 -1.2876
Trim65	 -1.3405	-0.78603	 -1.1949	 -1.1521	-0.95625	 -1.4646
Cdca2	 -1.0551	 -1.4262	 -1.4338	 -1.0691	-0.56929	 -1.3743
Igtp	-0.93738	 -1.2962	 -1.4519	-0.89266	-0.91975	 -1.1308
Klhdc1	 -1.0089	 -1.0544	 -1.5451	 -1.0805	-0.70126	 -1.0365
Mblac1	 -1.0798	 -1.5059	 -1.3469	-0.95595	-0.83088	-0.93095
Sh2d3c	 -1.2837	 -1.3556	 -1.1996	-0.99165	-0.70024	 -1.0175
Pldi	 -1.0729	 -1.3135	 -1.2068	 -1.2292	-0.78946	-0.98435
Skap1	 -1.0133	 -1.2961	 -1.1761	 -1.0766	-0.62738	-0.86478
Chek2	 -1.3675	-0.85385	-0.96621	 -1.1151	-0.85556	-0.81076
Dok2	 -1.4308	 -1.0007	-0.60446	-0.94247	-0.76923	-0.89876
Plod1	 -1.1693	 -1.0419	-0.61854	  -1.238	-0.35418	-0.89124
Sertad3	 -1.3107	 -1.2428	 -0.6795	   -1.16	-0.39769	-0.88019
Oas3	 -1.3591	-0.77729	-0.36522	 -1.6331	-0.67891	-0.91988
Lck	 -1.0865	 -1.5674	-0.80851	 -1.5979	-0.57341	  -1.161
Lpar5	 -1.0773	 -1.6138	-0.45469	 -1.2795	  -0.863	-0.88009
Anxa13	-0.59378	 -1.7322	 -1.4492	-0.64181	 -1.6465	-0.97375
Slc44a5	-0.69465	 -1.6407	  -1.238	-0.51264	 -1.8676	-0.88371
Plau	-0.52445	 -1.7313	 -1.1966	-0.49079	 -1.3756	-0.99169
Sarm1	-0.51431	 -1.3772	 -1.2217	-0.50391	 -1.6274	 -0.7188
Fbln1	-0.53869	 -1.7947	 -1.8329	-0.66605	  -1.626	 -1.0638
Calhm2	-0.64754	 -1.3626	 -1.0907	-0.72265	 -1.1885	 -1.4605
Fra10ac1	-0.72128	-0.95158	 -1.2641	-0.47768	 -1.1943	 -1.5678
Kndc1	-0.82226	 -1.6001	 -1.5736	-0.62279	 -1.4187	 -1.5341
Wdr89	   -1.21	  -1.317	 -1.3471	-0.35529	 -1.4215	 -1.4142
Dnal4	-0.62692	 -1.0245	 -1.6241	-0.85128	 -1.3131	 -1.0703
Doc2g	 -1.1355	 -1.1396	 -1.7772	-0.85746	 -1.4972	 -1.1417
Nhej1	-0.35124	-0.71474	 -1.7452	-0.88316	 -1.7661	 -0.9406
Zfp213	-0.44164	-0.75866	 -1.7997	-0.76979	 -1.6774	-0.65423
Rhbdf1	  -0.6905	  -1.0882	  -1.9531	-0.092558	  -1.5794	 -0.46466
C1s1	 -0.9157	 -1.2978	 -1.0628	 -1.3429	-0.47792	 0.85374
Prdm5	-0.83138	 -1.1673	 -1.1641	 -1.4658	 -1.0292	 0.13882
Slit3	-0.90341	 -1.2208	 -1.1176	 -1.6628	-0.71002	 0.45371
Shf	-0.55431	 -1.2507	  -1.053	 -1.1158	 -1.2626	 0.28714
Cacna2d4	 -1.2654	  -1.143	 -1.1646	 -1.0143	 -1.1594	-0.06129
Lao1	 -1.1562	 -1.3933	 -1.1656	-0.88561	 -1.0744	 -0.1568
Tgfbr3	 -1.1558	 -1.1018	-0.93547	-0.76536	 -1.2298	-0.18491
Kazn	 -1.0904	 -1.4351	-0.98613	-0.93044	 -1.1997	 0.22737
Spock1	  -0.8811	  -1.4372	 -0.89528	  -1.0891	  -1.2055	-0.024853
Cpm	-0.94751	 -1.4331	 -1.4564	 -1.0004	 -1.3529	-0.14557
Crnde	-0.74489	   -1.54	 -1.2338	-0.69189	 -1.5621	 -0.2404
Spag6	-0.87937	 -1.6947	 -1.0869	 -1.1724	 -1.6207	0.013759
Col5a2	-0.73116	 -1.6869	 -1.1813	  -1.468	-0.46185	 0.14002
Fhl1	-0.98058	 -1.9223	 -1.0315	 -1.2775	 -1.0849	0.025892
Ltbp1	-0.97406	 -1.8411	  -1.339	  -1.302	-0.74282	-0.35815
Il12rb1	 -1.1679	 -1.5065	-0.88095	 -1.4239	-0.68942	-0.40081
Arpp21	 -1.3826	 -1.1267	 -1.6062	 -1.3244	-0.50101	  -1.542
Exog	 -1.3565	-0.72685	 -1.7477	 -1.1979	-0.67207	  -1.702
Cox6a2	 -1.4643	-0.76892	 -1.5196	 -1.4808	-0.79592	 -1.3674
Dnajb1	 -1.2099	-0.92529	 -1.8002	 -1.3485	 -1.1539	 -1.5338
Lrr1	-0.94758	 -1.2172	 -2.0529	 -1.3048	 -1.1118	 -1.7475
Chil3	 -1.3468	 -1.2081	 -1.5879	 -1.3189	-0.43444	 -2.2985
Cbx2	 -1.8114	-0.77867	 -1.1064	  -1.891	 -1.1154	 -1.7718
Zfp108	 -1.7918	-0.66591	 -1.5204	 -1.8545	 -1.8125	 -2.0024
Ccdc166	 -1.6813	 -1.0277	-0.24517	-0.56325	-0.95829	 -1.0282
Ptprv	  -1.842	 -1.2588	-0.13142	-0.99853	-0.61191	 -1.4002
Pydc3	 -2.0573	  -1.339	-0.46812	 -1.0008	-0.51062	-0.94919
Fam173b	 -1.6798	 -1.6972	-0.50155	 -1.0248	-0.95805	-0.88475
Themis	 -1.8869	 -1.9234	-0.89145	 -1.0528	-0.88054	-0.85577
Pydc4	 -1.8836	 -1.7845	-0.57411	-0.67385	-0.75573	 -0.5272
Ccl2	 -2.1132	 -2.2729	-0.69977	-0.82888	-0.86518	  -1.496
Ccl3	-1.7025	-1.3396	-0.8167	-1.1546	-1.3424	-1.2657
Oas1g	 -1.6949	 -1.3765	-0.68434	-0.93549	 -1.4002	   -1.46
Poll	 -2.0323	-0.99873	-0.98081	-0.64877	 -1.4836	 -1.4288
Pdxp	-2.1261	-1.1273	-1.1346	-1.1241	-1.6093	-1.9242
Htra3	 -1.9467	  -2.372	 -1.4049	-0.48799	-0.79567	-0.65788
Klrb1c	 -1.4989	 -1.7012	 -1.5641	 -1.3557	-0.67611	-0.91045
Pif1	 -1.6647	  -1.441	  -1.528	 -1.3993	-0.30803	  -1.122
Stag3	 -1.3898	 -2.1209	  -1.267	 -1.0516	-0.76987	 -1.4551
Vcan	-0.91275	 -2.4914	 -1.4098	   -1.43	-0.19458	-0.93603
Tnfsf18	  -1.8176	  -1.3212	  -1.9029	  -1.0148	-0.054273	 -0.47547
Abi3bp	-0.18839	-0.30753	 -1.3811	 -1.1017	 -1.6494	 -0.1191
Fam195a	-0.20155	-0.17258	 -1.2421	 -1.0874	 -2.0833	-0.21295
Tmem191c	-0.2292	0.10198	-1.4075	-1.1911	-1.4847	-0.4314
Aldob	-0.35222	0.057364	 -1.0384	 -1.6628	 -2.4353	-0.41721
Acsf3	-0.50792	-0.33528	 -1.0702	-0.66716	 -1.7974	 -0.8729
Mxd3	-0.73187	-0.36761	-0.90381	-0.58088	 -1.9503	-0.95622
Pygo2	-0.70895	-0.25098	 -1.0846	-0.61913	 -1.9131	 -1.0687
Gsg2	-0.68937	-0.13526	 -1.1702	-0.57609	 -1.4383	 -1.0114
Ptges3l	-0.41998	-0.56979	 -1.1603	-0.66618	 -1.8015	-0.62695
Ttc8	-0.44989	-0.43444	 -1.3743	-0.68791	 -1.5386	-0.57442
Fbxw10	 -0.2723	-0.56631	 -1.1757	-0.14495	  -1.619	-0.74027
Lig4	-0.62805	-0.59365	 -1.3895	-0.14367	 -1.8424	-0.97168
Ccbl2	-0.30174	-0.32073	 -1.0963	-0.51081	 -2.3465	-0.33051
Krtcap3	-0.12959	-0.41901	 -1.1807	-0.23452	 -2.1834	-0.67637
Ppp1r35	-0.47676	-0.50377	 -1.5091	  -0.503	  -2.148	-0.58331
Mok	-0.31978	 -1.0111	 -1.3315	 -0.6647	  -2.324	 -0.4723
Nmnat1	-0.56028	-0.90152	 -1.4179	-0.70809	 -1.8161	-0.11747
Src	-0.67026	-0.62081	 -1.0991	-0.75184	  -1.956	-0.18652
Sgol2	 -0.9333	-0.82648	 -1.3256	-0.92451	 -2.5543	-0.55517
Ska1	 -1.1392	-0.87373	 -1.2409	-0.74868	 -2.2053	-0.36082
Adck5	-0.95707	-0.41774	 -1.7888	-0.98639	 -2.3411	 -1.3696
Nthl1	  -1.087	-0.47977	 -1.5889	 -0.8165	 -2.0248	 -1.1732
Ttyh2	-0.91753	-0.45097	 -1.5109	-0.90035	  -2.022	-0.76693
Apol10b	 -1.5716	-0.20379	 -1.8649	  -1.054	 -2.3981	 -1.1585
Spata5l1	 -1.4972	-0.77404	  -1.916	-0.97431	 -2.2203	 -1.1365
Asb2	 -1.2881	-0.61627	 -1.4843	 -1.2022	 -2.1203	 -1.3222
Fbxw17	 -1.1414	-0.72982	 -1.4191	 -0.9211	 -1.9926	 -1.4447
Notch4	 -1.1881	-0.93168	 -1.4375	 -1.1385	  -1.925	 -1.7002
Tnnc2	 -1.2461	 -0.9029	 -1.6433	-0.83655	 -1.8729	 -1.9164
Fam64a	-1.1975	 -1.142	-1.9223	-1.2675	 -1.991	-1.2739
Gm19434	-0.82049	 -1.0196	 -1.5354	-0.88997	 -2.1835	 -1.1732
Zfp109	 -1.1412	 -1.2379	 -1.5774	-0.74044	 -2.4119	 -1.1824
Ahrr	 -1.0342	 -0.9033	 -1.0499	-0.90739	 -2.3173	 -1.1055
Wdr86	 -1.2732	-0.79005	 -1.1114	-0.95102	 -2.1444	 -1.1284
Zscan18	 -1.1096	-0.87999	  -1.147	-0.83299	 -2.0991	 -1.1783
Nim1k	 -1.2912	 -1.0394	 -1.0461	-0.77612	 -1.8906	 -1.0233
Ltc4s	 -1.2782	-0.38466	 -1.0801	-0.64103	 -2.1825	  -1.081
Tnfsf8	 -1.4486	-0.54735	 -1.4025	-0.58887	 -1.8809	-0.93301
Poli	 -1.2609	-0.58419	-0.68502	-0.86386	 -2.4707	-0.92116
Apol7b	-2.1586	-1.1007	-1.9983	-1.4996	-1.9291	-1.0338
Hspa1l	-1.6259	-1.1413	-1.7844	-1.6552	-1.7089	-1.1676
Ppbp	 -1.7944	-0.69969	 -2.0458	 -1.7226	 -1.9121	 -1.3558
Fabp1	 -1.5361	-0.56517	  -1.648	 -1.6035	 -1.3686	 -1.0338
Otc	 -1.4536	-0.67663	 -1.6262	 -1.6556	 -1.6472	-0.90341
Gm10863	 -1.5489	-0.85098	 -1.4594	 -1.3229	 -1.8618	 -1.0821
Hspb1	 -1.331	-0.7577	-1.7116	-1.1262	-1.6547	-1.0954
Rec8	 -1.8034	-0.85913	 -1.3556	 -1.3362	 -1.6088	-0.76677
Gna15	-1.6002	-0.8757	-1.6387	-1.4364	-1.3328	-1.4983
Tmem240	 -1.5482	-0.81043	 -1.4499	 -1.0637	  -1.364	 -1.5095
Gzma	 -1.3055	-0.33284	 -1.9789	 -1.5662	 -1.6132	-0.34001
H2afy3	 -1.0477	-0.25947	 -1.7545	 -1.7315	 -1.8242	-0.68381
Spry1	 -1.5932	-0.45451	 -1.0995	 -1.3589	 -1.8818	-0.40198
Caskin2	 -0.5591	-0.38151	 -1.6278	-0.61864	 -1.5688	 -1.5012
Iqch	 -0.52696	-0.098455	  -1.3196	 -0.71072	  -1.2298	  -1.7125
Tctex1d4	-0.95608	-0.12105	 -1.8201	-0.32891	 -1.4419	 -1.8489
Fam217a	 -0.7728	-0.11974	 -1.6112	  -1.469	 -1.6098	   -1.35
Ifnlr1	   -1.0693	7.2024e-05	   -1.6701	   -1.3047	   -1.2741	   -1.5316
Jade2	-0.71318	-0.19762	 -1.7429	-0.99133	 -1.1607	 -1.1055
Oxld1	-0.72879	-0.58067	 -1.6217	-0.80465	 -1.2971	 -1.0383
Setmar	-0.82961	-0.30434	    -1.5	-0.89808	  -1.344	  -1.055
Ppp1r21	-0.99921	-0.68273	 -1.4989	-0.92381	 -1.0589	 -1.0839
Rhpn1	 -0.99663	-0.074169	   -1.552	 -0.73658	  -1.2069	  -1.3816
Taf6l	 -0.99762	-0.076307	  -1.6888	 -0.67376	  -1.0988	  -1.3849
Kcnj9	 -0.86204	0.0015308	   -1.474	  -0.1794	  -1.8719	  -1.0464
Tmem204	 -0.9375	 0.27775	 -1.5166	-0.73237	 -1.8692	-0.98647
Syna	 -1.5875	 0.03698	 -1.6394	-0.55025	 -1.6337	 -1.4683
Acrbp	-0.61561	  -0.162	-0.97389	 -1.3837	 -1.1968	-0.92117
Mras	 -0.57724	-0.058219	  -1.1345	  -1.8121	  -1.3575	 -0.99642
Polk	 -1.0033	  0.1292	-0.55277	  -1.117	 -1.5252	-0.69761
Rasl2-9	 -1.1083	 0.31628	 -0.8341	 -0.9819	-0.78663	-0.72186
Tmem27	 -1.0122	 0.21068	-0.99703	 -1.2881	 -1.0053	 -1.0094
Zscan12	 -1.1178	-0.18537	 -0.9788	 -1.3645	 -1.0384	-0.81675
Mab21l3	   -1.039	-0.015818	 -0.45003	  -1.6718	  -1.1404	 -0.31455
Ahsa1	 -1.1939	-0.62183	-0.84151	 -1.3432	 -1.3712	 -0.9538
Slfn9	  -1.152	-0.63378	-0.82867	  -1.567	  -1.082	 -1.1139
Cxcl11	  -1.132	-0.77433	-0.51297	 -1.5495	  -1.296	-0.90643
Gpr125	-0.79493	 -0.5168	-0.79943	 -1.7134	-0.86943	 -1.1279
Cxcr3	 -1.4923	-0.44351	  -1.119	  -1.522	-0.96053	-0.59922
Mnda	 -1.1716	 -0.6265	-0.86349	  -1.563	-0.58121	 -0.6096
Efcc1	 -1.0015	-0.70311	 -1.0588	  -1.776	 -1.0822	-0.37756
Lyl1	 -1.3699	-0.56087	-0.91822	 -1.2997	 -1.6928	 -1.4096
Map1a	 -1.2184	-0.46066	-0.58287	 -1.2694	 -1.9326	 -1.1378
Wtip	 -1.0424	-0.34966	-0.89061	 -1.3012	 -1.8492	 -1.1148
Zfp551	 -1.0664	-0.12685	-0.92986	 -1.4156	 -1.4721	 -1.6091
Trim21	 -1.4584	 -0.6883	-0.23653	 -1.7185	 -1.3774	   -1.43
Cd3e	 -1.9438	0.047246	 -1.0912	 -1.7161	 -1.0343	-0.78713
Cd8b1	-0.50727	 -1.1808	 -1.6806	  -2.239	-0.97216	 -1.9986
Gm8221	-0.63398	-0.93811	 -1.6478	 -1.6997	 -2.2388	  -1.174
Tfap4	-0.94994	 -1.3105	 -1.9089	 -2.0964	 -1.6886	 -1.2953
Serpina11	-0.12675	 -1.4557	 -1.6419	 -1.3223	  -1.515	 -1.5209
Sspo	-0.54772	 -1.1598	-0.98588	 -1.5814	 -1.9129	    -1.8
Ankle1	-0.69047	 -1.4639	-0.55997	-0.75124	 -2.8944	-0.21394
Tnfsf15	 -0.72197	  -1.2036	-0.019989	 -0.75913	   -2.383	-0.071818
Cd209e	 -1.0514	 -1.9265	-0.10365	 -1.3309	  -2.561	-0.39408
Fbxo24	  -1.151	 -1.5913	 0.20503	-0.77534	 -2.5802	  -1.397
Trim47	-0.62953	 -1.5906	-0.60799	 -1.0607	 -3.0285	 -1.2038
Anks6	-1.0591	-2.0973	-0.9298	-1.0262	-2.3105	-1.0609
Cep131	-0.96147	 -1.7874	-0.71777	  -1.198	 -2.3443	 -1.1229
Kif22	-1.3273	-1.7914	 -1.034	-1.1371	-1.8704	-1.3061
Trim32	-1.4912	-1.7499	-0.8392	-1.3987	-2.0861	-1.0398
Hist1h4j	 -1.1063	 -1.5252	-0.85301	 -0.7525	 -2.3927	  -1.035
Psrc1	  -1.037	 -1.2628	 -0.9753	-0.72346	 -2.5709	-0.89656
Hist2h3b	-0.81041	 -1.3849	-0.83046	-0.66069	 -2.0639	 -1.2362
Lenep	 -1.0012	 -1.3965	-0.57577	-0.65072	 -2.2269	 -1.4226
Rad54b	 -1.2377	 -1.5281	-0.38556	-0.78548	 -1.8955	 -1.0393
Ska2	 -1.1523	 -1.2552	-0.64541	 -1.3271	 -1.9506	 -1.1367
Gtse1	-1.0642	-1.5175	-1.1599	 -1.357	-2.4405	-1.1085
Slc6a12	-1.3696	-1.6678	-1.5997	-1.1521	-2.6054	-0.9782
Znrd1as	-0.88284	 -1.4291	 -1.1951	 -1.3138	 -2.3011	 -0.4807
Cd3g	-1.5041	-1.3438	-1.0393	-1.3469	-1.8657	-0.6923
Eln	 -1.7849	  -1.442	-0.72827	 -1.3375	 -1.6406	 -0.6791
Gm6904	 -1.5653	 -1.6887	-0.43798	-0.77415	 -2.0488	 -0.5051
Stoml1	 -1.5827	 -1.4926	-0.79872	-0.69357	 -1.6004	-0.50101
Nes	 -1.4112	 -1.5881	   -1.15	-0.60778	 -2.0494	-0.65534
