	CCR6-ILC3_SI_1	CCR6-ILC3_SI_2	CCR6-ILC3_SI_3	CCR6-ILC3_LI_1	CCR6-ILC3_LI_citro_2	CCR6-ILC3_LI_citro	CCR6+ILC3s_SI_1	CCR6+ILC3s_SI_2	CCR6+ILC3s_SI_3	CCR6+ILC3s_LI_1	CCR6+ILC3s_SI_Citro_2	ILC1_SI_3	ILC1_SI_4	NK_SI_3	NK_SI_4	ILC2_SI_1	ILC2_SI_2	ILC2_LI_1	ILC2_LI_2	ILC2_LI_citro_2	NKcells_LI_citro	NKcells_SI_SS
Catsperd	 -0.28159	 -0.65057	-0.032379	   -0.466	 -0.67841	  0.15856	 -0.40519	 -0.52675	0.0016453	 -0.56454	  -1.4631	 -0.80895	 -0.40976	 -0.60366	  0.17479	   1.8022	   1.8802	   1.7756	   1.4178	   1.2555	  -1.4631	  -0.1122
Eepd1	 -0.70555	 -0.64246	 -0.13748	 -0.67584	 -0.24238	 -0.90428	 -0.67747	 -0.49526	  -0.9266	-0.097632	 -0.38919	 -0.61668	 -0.34441	  -0.1656	  -0.2253	   1.1596	   1.5449	    1.939	   2.1265	   1.8611	 -0.68442	  -0.7006
Elf1	 -0.58458	-0.032876	 -0.37193	 -0.42077	  -1.2079	 -0.93714	 -0.93722	 -0.42257	 -0.63376	 -0.45945	 -0.35851	 -0.42536	 -0.72127	 -0.57959	 -0.22739	   1.0021	    2.358	   1.9101	   1.4808	   1.6434	 -0.10174	 0.027607
Spcs3	-0.65646	0.012619	-0.29691	-0.22043	-0.38052	-0.77006	 -1.1691	 -0.4396	-0.63497	-0.40979	-0.24735	-0.49679	-0.64943	-0.60397	-0.12281	  1.4144	  2.3349	  1.6972	  1.3404	  1.7883	-0.65316	-0.83649
Acer2	-0.88179	-0.35769	-0.24285	  -0.555	-0.96902	-0.15799	-0.95612	-0.14848	-0.38828	0.033351	 0.45965	 -0.8231	 -1.3649	-0.55529	 0.46605	  1.3005	  1.9911	  1.5835	  1.6854	  1.4607	-0.70887	-0.87086
Car13	  -0.56461	  -0.64755	   -1.2091	-0.0028828	  -0.28686	  -0.12087	  -0.40327	  0.080345	  -0.59325	  -0.36374	   0.56924	   -1.2091	   -1.2091	  -0.89182	   0.39547	    1.8284	    1.5216	    1.6873	    1.6784	    1.2056	  -0.77031	  -0.69388
Stxbp6	 -0.70101	 -0.44102	  -1.0645	  -0.1224	 -0.75301	 -0.21392	 -0.80547	 -0.30033	 -0.45018	 -0.01536	0.0074263	  -1.0645	 -0.79429	  -0.8652	   0.4454	   1.4001	   1.6803	   1.7534	   1.6447	   1.8905	 -0.56007	 -0.67061
Ccl1	 -0.59468	 -0.94693	 -0.94693	 -0.13038	 -0.15099	 -0.34028	 -0.94693	 -0.58507	 -0.94693	 -0.94693	 -0.94693	 -0.38644	 -0.50106	-0.083508	  0.18123	   1.3828	   1.3765	   1.9609	   1.9394	   1.7042	   0.0113	 -0.10235
Ipmk	 -0.93315	 -0.46232	 -0.77633	-0.052901	 -0.25698	 -0.44164	 -0.95972	 -0.69902	  -1.0819	 -0.73127	 -0.75807	 -0.49412	-0.069473	 -0.31599	  0.16932	   1.1915	   1.7805	    1.884	   1.9397	   1.6665	-0.050582	 -0.54809
Naip5	-0.90349	 -1.1459	 -0.1457	-0.15783	-0.65616	-0.37778	-0.95141	-0.57234	-0.96694	 -1.0911	-0.94865	 -0.1123	-0.22276	 0.33698	0.083394	  1.3953	  1.6819	  1.6348	  1.5469	  1.9722	-0.19695	-0.20226
Il1rl1	   -0.83152	   -0.14533	   -0.26228	 -0.0081473	   -0.14023	  -0.086885	   -0.96692	   -0.48556	    -1.0961	    -1.0689	   -0.88002	   -0.15843	-0.00042041	   -0.70285	    0.15751	      0.988	     1.3666	     2.0046	     1.8548	     1.9743	   -0.67016	   -0.84211
Prkcz	  -1.2422	  -1.0085	  -0.6159	-0.012977	-0.045266	  0.70243	 -0.94977	 -0.19251	 -0.79278	  -1.0464	  -1.6497	 -0.36844	 -0.29654	 -0.30843	 0.094772	   1.5535	   1.4337	   1.6761	   1.3059	   1.6573	  0.29463	 -0.18897
Dock1	  -0.9835	-0.071631	 -0.76629	 -0.75864	  -1.0882	 -0.38912	  -1.1309	 -0.12573	 -0.91614	  0.30927	 -0.57889	  0.17376	 -0.25457	 -0.22495	  0.72763	    1.717	   1.7759	   1.4469	   1.5067	   1.4642	 -0.93259	 -0.90017
Klf5	  -0.458	-0.83531	-0.84889	-0.10059	 -1.2058	 -0.3144	 -1.0424	-0.55335	-0.74153	-0.17086	 -1.1235	 -0.2275	-0.29896	 0.13089	 0.47296	  1.7681	  1.6165	  1.7087	  1.6977	  1.4812	-0.44634	-0.50866
Galnt3	 -0.7129	-0.38261	 -1.1893	-0.68453	 0.23232	0.066437	-0.87874	-0.83343	-0.93851	-0.66398	-0.44772	  0.1158	-0.90563	 0.46071	 0.23054	  1.8372	  1.6464	  1.6563	  1.5221	  1.4087	-0.74335	-0.79574
4921529L05Rik	-0.13429	-0.69157	-0.69157	-0.69157	-0.69157	   0.461	  -0.296	-0.69157	 0.14045	-0.69157	-0.18546	-0.69157	-0.69157	-0.69157	-0.69157	 0.96396	  1.6693	   1.901	   2.347	  1.4319	-0.69157	-0.69157
Gm5544	-0.45033	-0.88068	-0.88068	-0.43461	-0.45664	  0.1787	-0.88068	-0.37061	 0.15816	-0.24356	-0.33023	-0.38503	-0.43172	-0.88068	-0.88068	  1.1111	  1.0238	  2.2739	  2.0481	  1.8289	-0.23593	-0.88068
Nyap2	 -0.28118	 -0.69918	 -0.69918	 -0.39155	0.0034547	  0.80812	  -0.1129	 -0.69918	 -0.33447	 -0.69918	 -0.69918	 -0.69918	 -0.69918	 -0.69918	 -0.69918	   1.1919	  0.61424	    1.974	   2.1998	   2.0196	 -0.69918	 -0.69918
Abcc8	 -0.34385	 -0.74286	 -0.74286	 -0.74286	 -0.74286	 0.042616	 -0.25627	 -0.74286	-0.058977	 -0.32343	 -0.74286	 -0.74286	 -0.32674	 -0.43595	 -0.74286	   2.0933	   1.7069	    1.677	   1.7121	   1.5175	 -0.31841	 -0.74286
St6galnac5	-0.22565	-0.72969	-0.72969	-0.49227	-0.72969	0.098484	-0.22578	-0.72969	-0.72969	-0.72969	-0.72969	-0.72969	-0.72969	-0.24039	-0.49428	  1.9818	  1.7098	  1.7144	  1.6431	  1.6867	-0.14573	-0.44295
Kcnd2	-0.35968	-0.21265	-0.61612	-0.61612	-0.61612	-0.37235	-0.61612	-0.61612	-0.61612	-0.15321	-0.61612	-0.61612	-0.61612	-0.61612	-0.61612	  1.3473	  1.3354	   2.005	  2.0864	  2.0123	-0.61612	 -0.2951
Trpa1	 -0.84867	 -0.12107	 -0.84867	 -0.84867	   -0.393	 -0.22928	 -0.19752	 -0.84867	-0.049928	  0.21977	 -0.25716	 -0.84867	 -0.84867	 -0.84867	 -0.84867	   1.6553	   1.1979	   2.0494	   1.8585	   1.6826	 -0.35648	 -0.26975
Dach2	 -0.14001	  -0.7761	  -0.7761	  -0.7761	 -0.40845	 -0.27799	 -0.14017	-0.089417	  -0.7761	 -0.38394	 -0.19689	 -0.34698	  -0.7761	 -0.48915	  -0.7761	   0.9921	  0.78425	   2.3233	   2.2463	    1.939	 -0.37925	  -0.7761
Sema3e	 -0.45569	 -0.41234	 0.013697	 -0.82221	 -0.82221	 -0.33129	 -0.30613	 -0.38778	 -0.82221	 -0.82221	 -0.35339	0.0087722	 -0.82221	-0.039233	 -0.82221	   1.4964	  0.79984	     2.01	   2.1985	   1.8775	 -0.82221	 -0.36337
Tktl1	 -0.35865	   -1.049	 -0.16268	   -1.049	   -1.049	  0.13994	-0.087673	 -0.63491	 -0.44555	 -0.41831	 -0.42119	 0.049468	   -1.049	 -0.39965	 -0.43238	  0.65071	   1.4445	   2.0197	   1.8822	   2.1405	 -0.15825	 -0.61163
Dmxl2	-0.63789	-0.39833	-0.49706	-0.89202	-0.70343	-0.23825	 0.13404	  0.1696	 0.49474	-0.27794	-0.25629	-0.62204	 -1.0423	-0.99078	 -0.6697	 0.99146	   1.077	  2.0135	  2.1017	  1.8804	-0.73656	-0.89987
Rad51b	-0.62032	-0.41689	-0.78356	-0.40927	-0.16027	-0.13176	-0.12771	0.093617	 0.20923	-0.25409	0.055148	 -1.1846	-0.56696	 -1.5297	-0.80369	  1.5454	  1.9958	  1.5911	  1.4579	  1.5904	-0.70089	-0.84893
Tanc2	 -0.48529	 -0.61306	 -0.76622	 -0.62379	 -0.91056	-0.093147	 0.033343	 -0.30554	 0.083811	  0.10282	 -0.35245	 -0.64601	 -0.76326	  -1.0383	 -0.49968	   1.9082	   1.7028	   1.6436	   1.7946	   1.4473	  -1.0762	 -0.54306
Hlf	-0.37095	 -0.1593	-0.26984	 0.12251	-0.24709	0.067048	-0.75558	-0.58435	-0.20813	-0.12924	-0.45712	-0.25837	-0.60223	 -1.6143	-0.69593	  1.4978	  1.3981	  1.8336	    1.91	  1.6105	 -1.0082	 -1.0789
Plcl1	 -0.69383	 0.021048	  -0.6298	 -0.25231	  -1.1052	  0.20504	 -0.53035	-0.050936	 -0.69163	 0.082988	 -0.79893	 -0.82943	 -0.06668	 -0.53589	 -0.56412	   1.6215	   1.6968	   1.5245	   1.7945	   1.7582	 -0.85036	  -1.1052
Dact2	0.087404	-0.56579	-0.56579	-0.56579	-0.56579	-0.56579	-0.56579	-0.56579	-0.56579	-0.56579	-0.56579	-0.56579	-0.56579	-0.56579	-0.56579	  2.4514	  1.0709	   1.895	  2.1492	 0.90515	-0.07218	-0.56579
Efcc1	  0.063156	   0.45221	  -0.76892	 -0.095971	  -0.76892	  -0.76892	  -0.76892	-0.0014019	  -0.30426	  -0.76892	  -0.76892	  -0.33342	  -0.76892	  -0.76892	  -0.76892	    2.0316	    1.3026	      1.92	     1.989	    1.0321	  -0.36648	  -0.76892
Kcna4	  0.59171	 -0.66021	 -0.66021	 -0.66021	 -0.66021	-0.066551	 -0.66021	 -0.66021	 -0.66021	 -0.66021	 -0.66021	 -0.24187	 -0.66021	 -0.66021	 -0.66021	   1.6542	  0.21798	   2.1632	   2.5343	   1.2068	 -0.11602	-0.021234
Anks6	 0.13599	-0.36675	-0.88095	 -1.2584	 -1.2353	0.078706	 -0.1926	-0.20939	-0.54059	-0.79583	 0.52335	 -1.3395	-0.44001	-0.41511	-0.43212	  1.7808	   1.371	  1.5819	   1.758	  1.5643	-0.34938	-0.33819
Rps19	 -0.48265	  -0.4284	 -0.66573	  -0.4181	  -1.1966	 -0.32726	 -0.87457	  -1.0224	 -0.60034	 -0.78272	  0.33268	  -0.9102	 -0.15048	-0.099525	   1.0639	   1.6473	    1.259	   1.4784	   1.9129	   1.5394	 -0.31016	 -0.96449
Fam196a	-0.62077	-0.14764	-0.62077	-0.62077	-0.62077	-0.21857	-0.62077	-0.62077	-0.62077	-0.62077	-0.62077	-0.62077	 0.13701	-0.16243	-0.18593	  1.9539	  1.3043	 0.14602	  2.2789	  2.3437	-0.62077	-0.62077
C530008M17Rik	 -0.81518	-0.024578	 -0.27841	  0.70934	 -0.07032	  0.76725	-0.052194	 -0.71427	 -0.69052	 -0.78706	 -0.16883	  -1.3599	 -0.79162	  -1.3599	 -0.80006	   2.0858	   1.7626	   1.0015	   1.4695	   1.1597	 -0.36493	 -0.67798
Gm973	-0.13862	-0.15106	 0.73494	-0.40893	-0.85544	0.036293	-0.03791	-0.52355	0.046933	-0.17737	-0.63535	 -1.2379	 -1.2379	 -1.2379	-0.95469	  2.1053	  1.7545	  1.1353	  1.2397	  1.5291	-0.23242	-0.75314
Hdx	 -0.5797	-0.61731	 0.31078	-0.24905	  -1.095	0.023141	 0.35814	-0.14065	 0.06162	0.001885	-0.44405	 -0.6031	 -1.6175	 -1.2141	 -1.2334	  1.1922	  1.9444	  1.5032	  1.7417	  1.3426	-0.52567	-0.16015
Sv2b	-0.37754	  -1.015	 0.41723	-0.24039	  -1.015	 0.26093	-0.51747	  -1.015	 0.10225	-0.58615	  -1.015	0.038427	  -1.015	  -1.015	-0.15047	  2.1061	  1.6862	  1.5853	  1.5545	   1.033	-0.16931	-0.65237
Wipf3	 -0.65543	 -0.14618	 -0.60709	 0.085733	 -0.95985	  0.52955	 -0.65551	 -0.45249	 -0.43405	 -0.50916	 -0.95985	 -0.60924	 -0.95985	 -0.95985	 -0.34204	   2.2749	   1.8472	   1.1516	    1.521	   1.4403	-0.021055	 -0.57875
Epb4.1l4a	 -0.52475	-0.018889	 -0.50428	 -0.77494	 -0.28094	 -0.28584	 -0.48795	 -0.51932	 -0.17169	  -1.1903	 -0.51038	 -0.79486	  0.17042	  -1.0803	  -1.3831	   1.8413	   1.7092	   1.1555	    1.864	    1.579	  0.34557	 -0.13765
Serinc3	-0.072864	 -0.83006	 -0.28234	 -0.34155	 -0.21827	   0.1465	-0.011114	 -0.67533	  -0.4108	 -0.89105	 -0.74472	 -0.58833	 -0.69775	   -1.119	 -0.89397	   2.1322	   1.3952	  0.94716	   1.8016	   1.7574	  0.62827	  -1.0312
Acbd7	-0.022694	 0.095563	  0.24152	  -1.1023	  -0.7541	 -0.62897	  0.19706	 -0.27847	  -1.1023	  -0.5791	 -0.32953	  -1.1023	 -0.46934	 -0.34735	 -0.47858	   1.5038	   2.2959	   1.6121	   1.1381	   1.5592	  -1.1023	 -0.34558
Atp8a1	0.055769	 0.42071	  -0.259	-0.27571	-0.52101	  0.1961	-0.63813	-0.37351	 -0.4048	 -1.0173	 -1.2871	-0.80016	 -1.1823	 -1.0888	-0.30515	  1.3986	  1.7954	  1.7239	  1.5195	  1.7032	-0.51581	-0.14452
Rnf128	   0.31517	   0.39775	-0.0091714	  -0.49163	  -0.82401	  -0.28036	  -0.83639	  -0.49552	  -0.99579	   -1.3784	   -1.2919	  -0.12059	  -0.67709	  -0.71444	 -0.015377	       1.5	    1.6054	    1.6744	    1.5125	    1.7476	  -0.52007	  -0.10215
Neb	  0.24771	-0.067469	 0.053689	 -0.87612	 -0.76764	 0.075958	 -0.30425	 -0.34353	 -0.73182	 -0.70554	  -1.0783	 -0.48973	 -0.93255	  -1.0185	  0.15232	   2.3257	   2.2474	   1.1203	   1.1891	   1.0516	 -0.79527	  -0.3531
Rapgef2	 -0.14582	-0.013211	  0.52878	 -0.45543	 -0.42345	 -0.41315	 -0.55697	 -0.59862	  -0.7786	  -1.2665	  -1.0391	 -0.62347	 -0.92964	 -0.60272	 -0.21878	   1.6686	   2.5248	   1.3482	   1.5487	  0.97996	  -0.4105	 -0.12303
Dusp10	  0.19514	 0.076249	 -0.72902	 -0.42049	 -0.46372	 -0.69528	 -0.30988	 -0.20526	  -1.0517	  -0.9477	 -0.85218	 -0.61861	-0.030767	  -1.3349	 -0.24952	   1.4964	   2.3667	   1.6754	   1.1662	   1.5033	 -0.39278	 -0.17749
Arl5a	 -0.27082	 0.033843	0.0049829	  -0.8241	  -1.3589	 -0.57137	 -0.98617	 -0.74129	 -0.72831	 -0.63017	  -1.0594	 -0.13256	 -0.71078	  0.11793	  0.28023	   2.1184	   2.2928	   1.0757	   1.0762	    1.321	 -0.28414	-0.022942
Erap1	 0.11163	 0.54945	-0.48826	-0.20812	 -1.2399	-0.57592	-0.94293	-0.69471	 -0.8868	 -1.0661	-0.56198	-0.57137	  -1.003	-0.19913	-0.11341	  1.8015	  2.4453	  1.0548	  1.1826	  1.3036	-0.17088	 0.27362
Ide	 0.71831	 0.62679	 0.29239	 -1.1228	   -1.87	-0.61591	-0.20219	-0.52229	 -0.9859	-0.96761	-0.84423	-0.02306	-0.99663	-0.30205	 0.53788	  1.9642	  1.8015	 0.72215	 0.90452	  1.2886	-0.63449	  0.2308
Decr1	 0.15118	 0.43263	  1.5954	-0.79921	-0.76793	-0.40041	-0.15374	-0.94443	-0.25834	-0.76548	-0.97507	-0.67044	-0.31057	 -1.4894	-0.39131	  1.5857	  1.5752	  1.1567	  1.4462	  1.3716	-0.96704	-0.42133
Akr1c12	 -0.78377	 -0.33449	  -1.3893	0.0017962	 -0.39656	 -0.62143	 -0.24925	 -0.62378	  -1.3893	-0.030344	  0.47379	 -0.12583	  -1.1262	 -0.36379	 -0.63676	   1.7244	   1.6601	   1.5545	   1.3213	   1.7364	  0.23761	  -0.6391
Cfdp1	  0.01046	  -0.6783	  -1.1787	  0.14304	  0.28759	 -0.52716	-0.093739	  0.19439	  -1.0042	 -0.36793	 -0.19724	 -0.41582	  -1.8824	 -0.79803	 -0.77567	   1.1486	   1.4185	   1.8235	   1.1161	   2.1455	 -0.10738	 -0.26111
D330045A20Rik	  0.18437	-0.027004	 -0.46479	  0.16163	 -0.30492	  0.15783	 -0.57356	  -1.1709	  -1.0099	 -0.26374	  -1.2544	 -0.63065	  -1.0863	  -1.2966	 -0.82443	   1.5984	   1.6614	    1.489	   1.5058	   1.4833	  0.53643	  0.12918
Gcnt1	-0.35669	-0.23155	-0.15918	0.047368	-0.17876	-0.12473	-0.72775	 -1.1892	 -1.5764	 -0.5317	-0.39223	-0.27955	 -0.7053	-0.99471	-0.65825	  1.2605	  1.7362	  1.8029	  1.7297	  1.7136	 0.10979	-0.29404
Pdha1	  0.29191	  0.42498	 -0.48899	  0.13967	  0.20824	 0.093587	 -0.63383	 -0.58058	  -1.5608	  -0.5016	 -0.30935	 -0.94745	  -1.7047	 -0.85789	 -0.90398	   1.1682	   1.1257	   1.5117	   2.0396	   1.5683	0.0062152	-0.088824
Fsd1l	 -0.4581	-0.29073	 -1.3089	-0.13947	 0.66778	 0.32942	-0.39362	  -0.483	-0.69696	-0.12373	 -1.3089	-0.90086	 -1.3089	-0.32091	-0.94479	  1.3824	  1.2553	  1.6521	  1.5785	  1.8909	0.027686	-0.10515
Gm6213	-0.82038	-0.29028	-0.82038	 -0.0811	-0.11599	 0.43832	-0.54398	-0.82038	-0.82038	-0.82038	-0.82038	-0.50196	-0.82038	-0.52088	-0.82038	 0.91568	  1.0941	  2.0617	  1.9104	  2.0559	  0.4751	-0.33402
Tlr1	   -0.7085	 -0.056056	  -0.88136	0.00010783	  0.030159	   0.14281	  -0.45132	  -0.87576	  -0.86653	 -0.076835	  -0.31578	  -0.59299	   -1.1265	   -1.1265	  -0.75314	      1.29	   0.89753	    2.0021	    2.0209	    1.9316	  -0.27963	  -0.20429
Nav2	-0.081249	 -0.53397	 -0.50088	  0.45529	  0.36723	  0.84806	 -0.57734	  -1.0545	 -0.53199	 -0.37114	 -0.82538	 -0.76627	  -1.7968	 -0.68602	 -0.41621	    1.441	   1.1013	   1.6445	   1.8198	   1.4834	-0.082476	 -0.93639
Specc1	 -0.22989	 -0.60185	 -0.95998	 -0.24755	  0.25744	   0.4762	 -0.63161	    -1.02	 -0.22097	-0.096015	 -0.37194	  -1.4505	 -0.69971	 -0.60593	 -0.41091	   1.8686	   1.5123	   1.6475	   1.7164	   1.4279	  -0.4135	 -0.94596
Ywhab	 0.13803	 0.10545	 -1.0692	0.078128	-0.44629	-0.43801	-0.25225	-0.62567	-0.96294	-0.37943	-0.51518	 -1.2377	-0.90902	-0.31042	-0.42925	  1.0303	 0.75046	  2.0519	  2.0883	  2.0344	-0.80794	  0.1064
Kidins220	-0.69066	 0.63618	 -1.2944	-0.21485	 0.46337	 0.04566	-0.31522	-0.55467	 -1.8137	0.068176	-0.90539	 0.25098	-0.83063	-0.69264	 -1.3894	 0.51951	  1.4252	  1.7128	  1.3736	  1.8108	 0.28921	 0.10597
Map6	-0.74886	 0.14499	-0.74886	 -0.2092	-0.74886	0.019337	-0.74886	-0.74886	-0.74886	-0.47153	-0.27497	 0.70411	-0.74886	-0.74886	-0.74886	 0.64532	 0.82469	  2.1118	  2.4163	  1.7619	-0.74886	-0.18417
Mapk11	-0.57402	-0.26297	 -1.0364	 0.14908	-0.45257	-0.78056	-0.76734	 -1.0364	 -1.0364	 0.21178	 -0.4479	 0.31216	-0.75563	-0.33854	 -1.0364	 0.79284	  0.8273	  1.9104	  2.3151	  1.8139	  0.4284	-0.23569
Tcf7l1	   -0.41687	-0.00011692	     -1.398	   -0.25575	   -0.25404	   -0.24176	   -0.86339	   -0.94799	    -0.5996	    0.64836	   -0.91236	  -0.017247	   -0.37644	    -0.5869	    -1.0078	     1.4862	    0.86757	     1.9243	     2.0161	     1.6315	   0.034389	   -0.73007
Bambi	  -1.2169	 -0.27956	  -1.3429	  0.25497	  0.20894	-0.048208	 -0.35066	 -0.41588	 -0.24199	 0.061508	-0.061519	  -1.0679	  -0.5539	  -1.3492	 -0.47582	  0.95447	   1.7909	   1.8133	   1.6192	   1.7219	  -0.2308	 -0.79005
Lpcat2	-0.92587	-0.22794	-0.95929	 0.64184	 0.07749	 0.16941	-0.64707	-0.21624	-0.20885	0.057951	-0.69443	  -1.098	  -1.076	  -1.103	-0.22531	 0.90104	  1.2587	  1.9541	   1.796	  1.8604	-0.27632	 -1.0586
Ccr8	 -0.67763	 -0.54766	  -1.0633	  0.80409	  0.41534	-0.087787	 -0.68671	 -0.70044	 -0.93031	  0.22697	 -0.31077	 -0.68442	 -0.61105	  -1.6082	-0.061419	   1.1241	   1.5901	    1.749	   1.4311	   1.6448	  0.10669	  -1.1225
Vrk1	  -1.2001	 -0.09614	  -1.2261	  0.62048	 -0.22049	-0.077893	  -1.3293	 -0.33374	-0.065863	 -0.16412	 -0.51435	 -0.17423	 -0.48913	   -1.264	 -0.53792	  0.75904	   1.8914	   1.9671	    1.316	   1.6947	  0.22017	 -0.77545
Nucb2	 -0.60005	-0.051294	  -1.4756	  0.66159	  0.35083	  0.74203	 -0.79978	 -0.19264	  -1.0514	 -0.42647	 -0.72987	 -0.58242	 -0.73221	 -0.63118	 -0.31839	   1.2105	   1.0853	   1.8812	   1.7872	   1.5966	 -0.68036	  -1.0435
Hist1h2bc	 -1.0912	-0.13935	 -1.3731	 0.34755	 0.55115	-0.41938	-0.81459	-0.36064	0.066639	 0.40391	-0.79234	 -0.5037	 -1.4848	-0.30472	 0.28853	 0.39465	  1.1571	  2.0872	  1.7207	  1.6504	 -0.1501	 -1.2339
Prune2	 -0.88339	-0.043054	 -0.60382	 -0.41299	  0.15813	  0.41439	 -0.49826	 -0.25369	  0.20269	  0.31056	 -0.72971	 -0.72333	  -2.0258	-0.066481	 -0.12401	   1.1846	   1.2765	   1.8123	   1.3804	   1.7112	 -0.52863	  -1.5576
1700113H08Rik	  0.34732	-0.014676	 0.026703	    0.174	-0.087222	   0.3674	  0.39477	  0.22017	 0.070276	 -0.20951	 -0.28279	  -1.5744	  -1.8029	  -1.7931	 -0.43943	   1.5743	    1.726	   1.1643	   1.0895	   1.0777	  -1.1035	 -0.92503
Deptor	  0.14974	 -0.33951	 -0.25405	 -0.39032	 -0.41294	-0.038444	  0.24467	  0.06821	 0.008816	 0.022142	 -0.29634	  -1.3505	  -1.0881	  -1.6739	 0.045233	   2.1295	   1.9957	   1.0902	   1.1698	   1.0649	  -1.0719	  -1.0729
Nckap5	  -0.1986	 -0.28378	 -0.82582	 -0.25002	 -0.21207	 -0.65108	  0.12142	  0.22375	  0.15951	 -0.19911	-0.066889	  -1.3376	  -1.1271	 -0.96265	 -0.35575	   2.1419	   2.1699	   1.1071	   1.5126	  0.90364	 -0.78439	   -1.085
Map4k3	 -0.24407	-0.060076	 -0.44755	 -0.38319	 -0.80005	 -0.35514	  0.34129	  0.65937	  0.80114	 0.094376	  0.15966	  -1.6015	  -1.2797	  -1.0466	  -0.7763	   1.3687	   2.2988	   1.1065	    1.111	   1.0459	  -1.0036	 -0.98892
2510009E07Rik	  0.40611	  0.24891	  -1.0596	 -0.56875	  -0.2163	  0.12107	  0.27784	  0.02319	 -0.44756	  0.22243	 -0.61973	  -1.5195	  -1.3424	  -1.0228	-0.035831	   1.5041	   1.8284	   1.4039	   1.4009	   1.3704	  -1.1068	 -0.86797
Fam213a	  0.33514	 -0.22132	 -0.19405	 -0.57907	 -0.22584	 -0.17606	 0.099229	  0.11424	 -0.49705	-0.011777	 -0.59081	   -1.973	  -1.3813	  -1.0853	-0.047962	   1.6917	   1.4361	   1.4224	   1.6859	   1.4637	 -0.79236	 -0.47259
Fbxl21	   0.3168	 -0.38249	-0.020851	-0.005121	 -0.46054	-0.097168	 0.080123	 -0.50018	 -0.27593	 -0.44614	  -0.8258	  -1.4837	  -1.1916	  -1.1617	-0.060857	   1.5465	    1.961	   1.5797	   1.4328	   1.4485	  -1.1758	 -0.27745
Chdh	  0.38067	-0.066039	  -1.0984	 -0.20888	-0.062078	  0.25347	  0.25819	 -0.43318	 -0.93434	 -0.37772	 -0.55654	  -1.1511	  -1.1191	 -0.76908	  0.27243	   2.0113	   1.5735	   1.3959	   1.4553	   1.3311	  -1.1951	 -0.96022
Nmur1	  0.3998	  0.2273	 -1.1724	0.049679	-0.24644	    0.19	 0.22888	-0.13291	-0.76364	-0.65602	-0.86813	 -1.1724	 -1.1724	 -1.1724	 0.11955	  2.1104	  1.4176	  1.2952	  1.6284	  1.1844	-0.86311	-0.63127
Hes1	  0.46153	  0.04036	  -0.7672	-0.041901	 -0.25515	  0.68856	-0.069753	 -0.34943	  -1.0326	 -0.76102	 -0.76956	  -1.1516	   -1.475	  -1.0656	 -0.31053	   2.1396	   1.1236	     1.44	   1.4696	    1.461	 -0.23035	 -0.54464
9130401M01Rik	-0.24402	-0.40368	  -1.029	-0.27327	-0.20449	   0.441	 0.34627	-0.57324	  -1.034	 -0.3301	 0.20806	 -1.8134	-0.98548	-0.77053	 0.27377	  1.6218	  1.3914	  1.3956	  1.4809	  1.7321	-0.19853	 -1.0311
Glb1	-0.66484	 0.01794	-0.49186	0.035197	 0.69347	-0.39239	-0.18207	-0.02538	-0.60785	 0.39374	-0.37252	-0.82035	 -1.4452	 -1.4897	-0.44136	  1.5676	  2.0395	  1.3579	  1.1691	  1.4941	-0.73928	 -1.0957
Pkia	 -0.28663	  -0.1349	 -0.94241	 -0.35913	 -0.14315	 -0.60207	 -0.77067	 0.037372	 -0.67301	  0.35044	-0.093032	 -0.42656	 -0.79431	  -1.5127	  0.06097	   1.8502	   2.2638	   1.4644	   1.2602	   1.1454	 -0.54118	  -1.1531
Spry1	 0.011903	 -0.02838	-0.065113	  0.35616	   0.2837	 0.097037	  0.19716	  0.12106	   -1.275	  0.39159	 -0.36782	 -0.83299	 -0.98669	  -2.1582	 -0.40308	   1.0215	  0.91751	   1.7311	   1.5288	   1.5969	 -0.70133	  -1.4358
Bcas1	 -0.1372	0.097562	 -1.1512	-0.31177	 -1.1512	 0.41389	-0.26667	 0.37935	-0.26181	 0.38577	-0.34556	 -1.1512	-0.76682	 -1.1512	 -1.1512	  1.6916	  1.6846	  1.7942	  1.1843	  1.3826	-0.47821	-0.68995
Med12l	 -0.15274	 0.050281	  -1.1384	 -0.51221	 -0.19703	   0.3926	  0.34906	-0.020951	-0.076773	  0.43944	   -1.114	  -1.1952	  -1.3169	  -1.1491	  -1.0111	   1.2849	   1.7862	   1.6872	   1.5128	   1.3055	 -0.61632	 -0.30728
Rab11fip5	 -0.50501	 -0.33818	  -1.2697	 0.045176	-0.075535	  0.20957	 -0.24035	-0.018434	 -0.93059	   0.8416	 -0.34649	 -0.73336	  -1.5827	 -0.48402	  -1.1918	   1.7442	    1.253	   1.5005	   1.8108	   1.3412	 -0.36508	 -0.66487
Kif3a	  0.52264	  0.23157	  -1.3666	 -0.30187	 -0.47484	   0.2619	   0.9439	 -0.39612	 -0.26691	-0.073735	 -0.45827	   -1.172	 -0.90417	 -0.83954	  -2.0852	   1.9251	   1.1489	   1.0303	   1.5426	   1.1326	 -0.27697	 -0.12332
